"Name","Team","Age","IP","Balls","Strikes","Pitches","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","playerid"
"Jamey Wright","Mariners","36","68.1","436","649","1085","46.5 %","91.7","3.0 %","84.3","25.4 %","89.2","25.1 %","79.2","","","","","","","0.9 %","715"
"David Pauley","- - -","28","74.0","379","667","1046","54.3 %","88.9","5.5 %","80.9","","","11.8 %","75.9","28.4 %","83.1","","","","","1.7 %","3625"
"Dan Haren","Angels","30","238.1","1277","2497","3774","34.5 %","90.0","","","47.7 %","85.3","5.4 %","78.2","","","12.5 %","85.3","","","0.4 %","1757"
"Jordan Zimmermann","Nationals","25","161.1","798","1666","2464","61.3 %","93.4","24.0 %","86.4","","","12.5 %","77.9","2.2 %","85.7","","","","","0.3 %","4505"
"Ryan Webb","Marlins","25","50.2","286","474","760","65.3 %","93.8","23.4 %","83.7","","","","","11.3 %","85.1","","","","","2.5 %","7474"
"Justin Masterson","Indians","26","216.0","1273","2187","3460","84.4 %","92.7","14.9 %","83.0","","","","","0.7 %","86.0","","","","","0.8 %","2038"
"Madison Bumgarner","Giants","21","204.2","1055","2147","3202","52.6 %","91.7","32.4 %","87.3","","","11.0 %","76.8","4.0 %","83.2","","","","","1.2 %","5524"
"Kyle Kendrick","Phillies","26","114.2","627","1104","1731","53.1 %","89.7","","","28.8 %","87.1","2.8 %","80.8","15.4 %","82.9","","","","","1.1 %","6230"
"Tim Hudson","Braves","35","215.0","1182","2022","3204","56.7 %","90.5","19.9 %","84.7","5.2 %","89.8","9.0 %","76.2","3.7 %","80.5","5.5 %","83.6","","","0.6 %","921"
"Jose Arredondo","Reds","27","53.0","376","553","929","43.7 %","91.7","4.4 %","82.0","","","","","","","51.9 %","84.5","","","2.5 %","4722"
"Logan Ondrusek","Reds","26","61.1","386","599","985","36.2 %","92.9","","","36.1 %","90.5","19.6 %","78.6","","","8.2 %","82.0","","","3.2 %","3677"
"Andrew Bailey","Athletics","27","41.2","235","465","700","76.6 %","93.4","","","16.3 %","86.8","6.5 %","77.5","0.6 %","84.8","","","","","1.1 %","1368"
"Peter Moylan","Braves","32","8.1","45","104","149","49.3 %","90.4","37.2 %","79.3","","","","","13.5 %","81.3","","","","","0.7 %","4891"
"Brandon Dickson","Cardinals","26","8.1","50","74","124","58.1 %","90.2","33.9 %","82.7","","","","","8.1 %","80.3","","","","","","6979"
"Matt Belisle","Rockies","31","72.0","361","822","1183","67.7 %","92.0","25.0 %","86.1","","","7.0 %","72.6","0.3 %","88.0","","","","","1.2 %","1837"
"Scott Atchison","Red Sox","35","30.1","163","312","475","45.0 %","90.8","","","47.6 %","85.8","7.2 %","78.4","0.2 %","85.0","","","","","0.4 %","2642"
"Alex Sanabia","Marlins","22","11.0","72","105","177","67.2 %","89.6","7.3 %","84.3","","","","","25.4 %","81.7","","","","","","5350"
"Everett Teaford","Royals","27","44.0","237","426","663","47.0 %","91.7","","","23.2 %","86.9","23.3 %","79.8","6.5 %","83.1","","","","","0.5 %","3732"
"R.A. Dickey","Mets","36","208.2","1031","2101","3132","22.4 %","84.4","","","","","","","2.3 %","74.8","","","75.3 %","76.1","0.5 %","1245"
"Cory Luebke","Padres","26","139.2","816","1542","2358","67.2 %","91.4","23.3 %","83.5","","","3.1 %","76.6","6.4 %","84.9","","","","","0.5 %","1984"
"Dustin Moseley","Padres","29","120.0","715","1160","1875","47.8 %","88.9","","","19.8 %","86.3","21.0 %","77.1","11.4 %","83.1","","","","","1.5 %","7060"
"Tom Wilhelmsen","Mariners","27","32.2","179","329","508","69.4 %","95.2","5.7 %","85.3","","","24.5 %","78.5","0.4 %","87.5","","","","","0.4 %","9975"
"David Herndon","Phillies","25","57.0","359","538","897","68.5 %","91.9","22.2 %","83.0","","","","","9.3 %","83.6","","","","","2.9 %","9264"
"Matt Garza","Cubs","27","198.0","1099","2093","3192","53.4 %","93.7","23.7 %","85.7","","","12.0 %","75.9","10.9 %","85.6","","","","","0.8 %","3340"
"Chris Perez","Indians","25","59.2","380","605","985","78.0 %","93.4","22.0 %","82.6","","","","","","","","","","","1.6 %","5213"
"Matt Thornton","White Sox","34","59.2","359","703","1062","86.5 %","95.8","6.4 %","83.6","6.9 %","89.4","","","0.2 %","87.5","","","","","1.9 %","1918"
"Brandon McCarthy","Athletics","27","170.2","783","1716","2499","42.0 %","90.9","2.1 %","82.3","36.4 %","90.2","17.1 %","79.8","2.3 %","84.0","","","","","0.5 %","4662"
"Daniel Bard","Red Sox","26","73.0","388","707","1095","67.9 %","97.3","24.7 %","83.8","","","","","7.4 %","90.6","","","","","0.6 %","7115"
"Marc Rzepczynski","- - -","25","62.0","374","568","942","60.8 %","91.3","29.8 %","84.0","","","","","9.4 %","84.8","","","","","0.5 %","6612"
"Kerry Wood","Cubs","34","51.0","332","550","882","49.9 %","94.4","","","38.1 %","90.4","11.9 %","77.0","","","","","","","1.3 %","304"
"Cristhian Martinez","Braves","29","77.2","352","751","1103","44.0 %","89.8","24.4 %","82.0","","","","","31.6 %","83.3","","","","","0.8 %","5337"
"David Hernandez","Diamondbacks","26","69.1","417","775","1192","71.1 %","94.6","","","","","23.0 %","81.3","5.9 %","85.3","","","","","0.3 %","4259"
"Guillermo Moscoso","Athletics","27","128.0","742","1389","2131","64.7 %","90.9","4.7 %","84.1","","","17.8 %","79.0","12.9 %","80.1","","","","","0.4 %","5106"
"Alex Torres","Rays","23","8.0","69","92","161","61.5 %","92.2","","","","","8.3 %","75.5","30.1 %","83.7","","","","","3.1 %","7038"
"Jeff Karstens","Pirates","28","162.1","782","1574","2356","53.6 %","88.8","17.2 %","79.1","1.8 %","85.9","14.6 %","70.5","12.8 %","80.4","","","","","1.1 %","5879"
"Josh Collmenter","Diamondbacks","25","154.1","808","1628","2436","68.2 %","87.4","","","","","5.6 %","69.4","26.2 %","76.3","","","","","0.5 %","7312"
"Ervin Santana","Angels","28","228.2","1254","2199","3453","58.4 %","92.8","38.4 %","82.2","","","","","3.2 %","86.0","","","","","1.2 %","3200"
"Kyle Lohse","Cardinals","32","188.1","956","1848","2804","58.8 %","89.4","16.3 %","83.3","","","5.6 %","74.3","19.2 %","79.6","","","","","0.2 %","739"
"Matt Harrison","Rangers","25","185.2","1159","1857","3016","64.3 %","92.8","8.8 %","87.2","","","13.2 %","77.7","13.8 %","83.1","","","","","0.1 %","5551"
"Trevor Bell","Angels","24","34.1","192","332","524","55.5 %","91.1","28.1 %","83.9","","","","","16.4 %","85.2","","","","","1.0 %","7074"
"Alex Cobb","Rays","23","52.2","321","521","842","50.2 %","91.3","","","","","16.1 %","77.7","33.7 %","85.0","","","","","0.2 %","6562"
"Mike Dunn","Marlins","26","63.0","419","716","1135","73.8 %","93.9","26.2 %","86.8","","","","","","","","","","","1.2 %","9948"
"Willie Eyre","Orioles","32","18.1","80","157","237","54.9 %","91.4","24.1 %","82.2","16.5 %","90.7","4.6 %","77.0","","","","","","","","2078"
"Hisanori Takahashi","Angels","36","68.0","394","700","1094","50.8 %","88.9","18.7 %","79.6","1.2 %","85.3","3.6 %","67.2","25.8 %","80.0","","","","","2.6 %","10091"
"Manny Acosta","Mets","30","47.0","266","487","753","55.2 %","94.6","32.6 %","81.5","","","","","12.2 %","85.8","","","","","0.1 %","8725"
"Chris Carpenter","Cardinals","36","237.1","1265","2348","3613","51.2 %","92.5","26.0 %","87.8","","","20.4 %","74.9","2.4 %","85.5","","","","","0.7 %","1292"
"Boone Logan","Yankees","26","41.2","238","446","684","62.0 %","92.7","35.9 %","81.0","","","","","2.1 %","87.2","","","","","1.5 %","5525"
"Felix Hernandez","Mariners","25","233.2","1275","2334","3609","53.6 %","93.3","9.6 %","86.4","","","15.3 %","81.6","21.5 %","89.3","","","","","0.1 %","4772"
"Mat Latos","Padres","23","194.1","1181","1968","3149","55.8 %","92.8","24.4 %","83.6","","","13.2 %","77.7","6.6 %","82.5","","","","","0.6 %","3815"
"Jon Lester","Red Sox","27","191.2","1218","1974","3192","49.4 %","92.8","","","28.0 %","89.0","13.3 %","75.5","9.3 %","84.7","","","","","0.1 %","4930"
"Clay Buchholz","Red Sox","26","82.2","524","831","1355","50.2 %","92.6","","","19.6 %","90.6","12.7 %","77.2","17.5 %","80.3","","","","","0.4 %","3543"
"Evan Meek","Pirates","28","20.2","153","227","380","42.6 %","93.1","13.8 %","82.6","33.6 %","90.9","10.1 %","79.1","","","","","","","0.5 %","5109"
"Dale Thayer","Mets","30","10.1","46","105","151","77.5 %","92.8","19.9 %","82.4","","","","","2.7 %","82.5","","","","","","5032"
"Daniel Hudson","Diamondbacks","24","222.0","1197","2239","3436","61.6 %","93.2","16.3 %","87.5","","","","","22.1 %","83.7","","","","","0.1 %","7146"
"Wandy Rodriguez","Astros","32","191.0","1174","1971","3145","53.0 %","89.1","0.0 %","","","","37.2 %","75.5","9.8 %","83.3","","","","","0.8 %","2586"
"Daniel Schlereth","Tigers","25","49.0","351","485","836","53.1 %","91.4","","","","","46.9 %","78.8","","","","","","","1.6 %","8739"
"David Price","Rays","25","224.1","1341","2355","3696","70.5 %","94.8","9.6 %","89.2","","","9.1 %","78.4","10.8 %","83.1","","","","","0.5 %","3184"
"Octavio Dotel","- - -","37","54.0","277","576","853","83.9 %","91.5","11.1 %","81.4","","","5.0 %","77.9","","","","","","","1.1 %","555"
"Kameron Loe","Brewers","29","72.0","354","701","1055","79.9 %","89.6","0.5 %","84.2","","","18.9 %","79.3","0.8 %","84.4","","","","","0.7 %","4422"
"Jorge De La Rosa","Rockies","30","59.0","377","579","956","47.4 %","92.7","13.7 %","85.4","","","11.1 %","74.3","27.8 %","83.7","","","","","0.2 %","2047"
"Chad Qualls","Padres","32","74.1","388","707","1095","59.7 %","92.6","39.7 %","87.8","","","","","","","0.6 %","86.3","","","2.5 %","2170"
"Alexi Ogando","Rangers","27","169.0","982","1746","2728","67.4 %","95.1","27.7 %","81.4","","","","","4.8 %","86.1","","","","","0.6 %","10261"
"Yovani Gallardo","Brewers","25","207.1","1282","2180","3462","59.3 %","92.7","20.0 %","87.2","","","19.8 %","80.7","1.0 %","85.1","","","","","0.3 %","8173"
"Joey Devine","Athletics","27","23.0","158","250","408","75.3 %","92.3","24.8 %","80.4","","","","","","","","","","","","9862"
"Henderson Alvarez","Blue Jays","21","63.2","336","641","977","71.7 %","93.3","8.2 %","82.8","1.8 %","88.8","","","18.3 %","85.4","","","","","","5669"
"Shaun Marcum","Brewers","29","200.2","1152","2029","3181","34.3 %","86.9","10.9 %","80.1","15.7 %","84.7","14.2 %","71.7","24.9 %","79.3","","","","","0.6 %","6204"
"Frank Francisco","Blue Jays","31","50.2","296","579","875","69.9 %","94.2","","","","","10.2 %","78.5","","","19.9 %","85.8","","","1.3 %","1933"
"Sergio Santos","White Sox","27","63.1","371","621","992","58.9 %","95.3","32.2 %","85.1","","","","","9.0 %","87.4","","","","","2.0 %","4734"
"Jaime Garcia","Cardinals","24","194.2","1065","1921","2986","53.1 %","89.8","","","21.1 %","86.0","9.7 %","73.0","16.1 %","82.6","","","","","0.3 %","8137"
"Mitchell Boggs","Cardinals","27","60.2","378","594","972","76.9 %","95.2","21.8 %","84.8","","","","","1.4 %","87.5","","","","","0.8 %","3344"
"Henry Rodriguez","Nationals","24","65.2","518","718","1236","68.7 %","98.0","20.6 %","83.6","","","","","10.7 %","90.5","","","","","0.7 %","6371"
"Micah Owings","Diamondbacks","28","63.0","344","696","1040","3.2 %","87.1","13.3 %","81.2","77.7 %","86.6","","","5.9 %","79.7","","","","","","4253"
"Mark Buehrle","White Sox","32","205.1","1144","2002","3146","45.2 %","85.6","3.5 %","79.4","20.2 %","82.3","8.9 %","72.0","22.3 %","78.8","","","","","0.5 %","225"
"Tommy Hanson","Braves","24","130.0","796","1373","2169","53.7 %","91.2","27.5 %","81.8","","","14.8 %","74.3","4.1 %","81.1","","","","","0.8 %","9129"
"Aroldis Chapman","Reds","23","50.0","359","526","885","84.3 %","97.9","15.7 %","87.7","","","","","","","","","","","","10233"
"Miguel Batista","- - -","40","60.0","423","560","983","70.9 %","92.3","","","26.2 %","86.1","0.3 %","75.3","2.5 %","80.9","","","","","3.1 %","46"
"Jason Frasor","- - -","33","60.0","431","700","1131","70.8 %","93.1","13.5 %","84.4","","","","","","","15.7 %","86.5","","","1.7 %","1906"
"Juan Perez","Phillies","32","5.0","37","47","84","48.8 %","94.0","51.2 %","82.3","","","","","","","","","","","","2557"
"Jhoulys Chacin","Rockies","23","194.0","1248","1891","3139","60.1 %","91.0","18.9 %","83.0","","","10.9 %","78.7","10.1 %","84.2","","","","","0.2 %","2608"
"Erik Bedard","- - -","32","129.1","802","1426","2228","56.5 %","90.8","","","3.8 %","89.7","31.2 %","77.3","8.5 %","78.2","","","","","0.1 %","126"
"Todd Coffey","Nationals","30","59.2","366","607","973","54.6 %","93.1","44.3 %","84.8","","","","","","","1.0 %","83.9","","","1.0 %","2467"
"Freddy Garcia","Yankees","34","146.2","863","1428","2291","36.0 %","87.2","23.8 %","80.6","","","9.9 %","72.0","7.8 %","80.0","22.4 %","79.1","","","1.1 %","1077"
"Tim Collins","Royals","21","67.0","511","734","1245","62.0 %","92.4","","","","","19.7 %","74.3","18.4 %","82.3","","","","","0.7 %","3164"
"Michael Stutes","Phillies","24","62.0","427","649","1076","58.2 %","93.1","40.4 %","81.1","","","0.8 %","77.3","0.6 %","84.2","","","","","0.6 %","6550"
"Nathan Eovaldi","Dodgers","21","34.2","238","357","595","69.3 %","94.3","22.9 %","87.3","","","4.9 %","75.8","1.4 %","87.9","1.5 %","83.7","","","0.3 %","9132"
"Aaron Harang","Padres","33","170.2","968","1787","2755","59.4 %","89.8","23.8 %","82.3","","","8.3 %","74.8","8.5 %","82.3","","","","","0.8 %","1451"
"Bobby Parnell","Mets","26","59.1","425","668","1093","73.4 %","97.2","25.8 %","87.8","","","","","0.8 %","91.1","","","","","1.5 %","9926"
"Scott Linebrink","Braves","34","54.1","371","565","936","69.3 %","93.2","4.8 %","83.6","2.2 %","88.9","","","7.0 %","82.9","16.8 %","81.5","","","1.9 %","564"
"Paul Maholm","Pirates","29","162.1","908","1548","2456","52.2 %","87.4","17.3 %","81.7","","","12.7 %","72.1","17.7 %","81.7","","","","","0.9 %","8678"
"Anibal Sanchez","Marlins","27","196.1","1144","2081","3225","53.7 %","91.7","20.8 %","85.0","","","7.8 %","75.3","17.7 %","83.2","","","","","1.3 %","3284"
"Addison Reed","White Sox","22","7.1","42","95","137","69.6 %","94.9","22.2 %","80.3","","","","","8.2 %","83.5","","","","","1.5 %","10586"
"Brandon Kintzler","Brewers","26","14.2","83","146","229","64.9 %","93.1","13.2 %","83.6","","","","","21.9 %","86.2","","","","","0.4 %","9939"
"Jerome Williams","Angels","29","44.0","247","431","678","44.4 %","91.3","","","34.2 %","87.7","5.2 %","79.2","16.2 %","83.4","","","","","0.4 %","1137"
"Brandon Beachy","Braves","24","141.2","862","1555","2417","60.6 %","92.0","19.6 %","82.9","","","9.6 %","73.9","10.2 %","80.1","","","","","1.6 %","8851"
"Randy Wolf","Brewers","34","212.1","1221","2156","3377","49.7 %","88.4","19.2 %","83.7","","","19.1 %","67.7","12.0 %","78.6","","","","","0.2 %","976"
"Javier Vazquez","Marlins","34","192.2","1033","1972","3005","60.2 %","90.4","15.4 %","82.7","","","17.0 %","73.3","7.4 %","79.6","","","","","1.2 %","801"
"Roy Oswalt","Phillies","33","139.0","731","1428","2159","60.7 %","91.4","10.5 %","84.2","","","9.8 %","70.8","19.0 %","82.1","","","","","0.4 %","571"
"Franklin Morales","- - -","25","46.1","285","486","771","64.5 %","94.7","5.5 %","83.7","","","18.8 %","76.2","11.2 %","84.5","","","","","0.7 %","5088"
"Joe Saunders","Diamondbacks","30","212.0","1234","1983","3217","64.0 %","89.6","8.5 %","82.5","","","8.7 %","76.2","18.9 %","81.2","","","","","0.4 %","4366"
"Ivan Nova","Yankees","24","165.1","960","1602","2562","61.5 %","92.6","11.5 %","85.7","","","22.5 %","80.1","4.6 %","85.9","","","","","0.6 %","1994"
"Josh Outman","Athletics","26","58.1","374","593","967","61.6 %","92.0","17.7 %","80.2","","","4.4 %","73.9","16.4 %","78.9","","","","","0.1 %","4004"
"Brian Fuentes","Athletics","35","58.1","374","608","982","76.2 %","89.3","5.7 %","74.1","","","","","18.0 %","73.2","","","","","2.3 %","429"
"John Lannan","Nationals","26","184.2","1089","1849","2938","59.7 %","89.8","15.0 %","81.0","","","7.9 %","74.7","17.5 %","84.5","","","","","0.4 %","7080"
"Sam LeCure","Reds","27","77.2","450","753","1203","63.3 %","90.3","22.2 %","79.7","","","7.3 %","73.7","7.3 %","81.3","","","","","1.3 %","4664"
"Rubby de la Rosa","Dodgers","22","60.2","415","618","1033","71.5 %","96.0","10.0 %","83.2","","","2.7 %","76.9","15.8 %","87.8","","","","","0.9 %","3862"
"Nick Masset","Reds","29","70.1","436","696","1132","53.1 %","94.3","","","14.3 %","91.4","22.6 %","81.0","","","10.0 %","88.1","","","2.5 %","7267"
"Daniel McCutchen","Pirates","28","84.2","489","830","1319","52.6 %","91.2","25.2 %","84.8","","","2.0 %","79.5","","","20.3 %","83.4","","","1.2 %","263"
"Tim Stauffer","Padres","29","185.2","1131","1874","3005","51.0 %","90.4","","","27.3 %","85.9","12.9 %","76.9","8.9 %","80.3","","","","","0.8 %","6432"
"Michael Pineda","Mariners","22","171.0","900","1788","2688","62.2 %","94.7","31.5 %","84.1","","","","","6.3 %","87.6","","","","","0.3 %","5372"
"Blake Wood","Royals","25","69.2","474","727","1201","62.5 %","95.6","31.9 %","88.2","","","","","5.7 %","85.7","","","","","2.7 %","1345"
"Justin Berg","Cubs","27","12.0","82","101","183","82.6 %","88.5","14.6 %","80.6","","","2.8 %","75.3","","","","","","","2.7 %","1973"
"Philip Humber","White Sox","28","163.0","884","1613","2497","45.8 %","90.5","18.0 %","84.4","","","21.6 %","79.7","14.6 %","83.9","","","","","0.6 %","8586"
"Bud Norris","Astros","26","186.0","1176","1973","3149","50.7 %","92.6","36.2 %","86.3","","","0.8 %","80.6","12.2 %","83.1","","","","","0.7 %","9492"
"Bruce Chen","Royals","34","155.0","896","1624","2520","43.9 %","85.8","28.7 %","83.1","","","11.1 %","72.0","16.3 %","77.2","","","","","0.3 %","769"
"Josh Roenicke","Rockies","28","16.2","109","168","277","58.2 %","93.5","","","27.8 %","85.6","13.9 %","77.8","","","","","","","1.4 %","3241"
"Edwin Jackson","- - -","27","199.2","1194","2050","3244","55.0 %","94.5","33.7 %","87.4","","","2.7 %","80.4","8.6 %","86.7","","","","","1.0 %","1841"
"Craig Breslow","Athletics","30","59.1","377","649","1026","69.0 %","91.1","","","22.6 %","84.9","0.5 %","76.8","7.9 %","77.5","","","","","0.4 %","4363"
"Trever Miller","- - -","38","21.1","163","228","391","59.7 %","87.0","31.7 %","77.2","","","","","8.6 %","80.4","","","","","1.5 %","1672"
"Mark Lowe","Rangers","28","45.0","295","480","775","64.6 %","96.8","26.4 %","85.7","","","0.1 %","74.0","9.0 %","88.4","","","","","2.1 %","7416"
"Jose Veras","Pirates","30","71.0","479","750","1229","49.3 %","94.1","","","","","40.1 %","78.6","","","10.7 %","83.8","","","1.1 %","2063"
"Tommy Milone","Nationals","24","26.0","132","279","411","54.9 %","87.9","","","14.5 %","84.8","8.1 %","74.2","22.4 %","79.4","","","","","1.2 %","7608"
"Guillermo Mota","Giants","37","80.1","513","807","1320","57.6 %","92.8","23.8 %","85.4","","","","","18.6 %","85.4","","","","","1.4 %","1467"
"Sean Burnett","Nationals","28","56.2","354","584","938","66.2 %","91.4","18.7 %","78.3","","","","","15.2 %","84.4","","","","","1.7 %","1886"
"Tim Byrdak","Mets","37","37.2","242","403","645","42.9 %","88.8","49.6 %","81.7","","","","","7.5 %","82.7","","","","","2.5 %","1995"
"Zack Greinke","Brewers","27","171.2","1029","1812","2841","56.0 %","92.5","18.7 %","84.5","","","16.8 %","73.1","8.5 %","84.9","","","","","","1943"
"Charlie Morton","Pirates","27","171.2","1052","1684","2736","69.7 %","91.4","1.2 %","83.6","6.1 %","88.4","16.6 %","78.5","6.3 %","84.0","","","","","0.8 %","4676"
"Atahualpa Severino","Nationals","26","4.2","25","62","87","71.3 %","93.6","27.6 %","82.9","","","","","1.2 %","88.0","","","","","","5332"
"Brian Burres","Pirates","30","14.0","92","141","233","54.9 %","88.6","20.6 %","82.5","","","12.0 %","75.9","12.5 %","81.8","","","","","","3425"
"Clayton Mortensen","Rockies","26","58.1","351","521","872","61.0 %","86.8","18.8 %","81.8","","","","","20.2 %","81.2","","","","","0.7 %","3166"
"Huston Street","Rockies","27","58.1","291","632","923","55.5 %","90.1","27.9 %","82.8","","","","","16.7 %","81.7","","","","","0.4 %","8258"
"Jose Contreras","Phillies","39","14.0","99","147","246","57.7 %","92.6","31.3 %","87.5","","","","","","","11.0 %","80.0","","","","1660"
"Jared Burton","Reds","30","4.2","38","57","95","36.8 %","90.7","16.8 %","84.1","17.9 %","90.3","","","28.4 %","84.9","","","","","","8346"
"Mike Leake","Reds","23","167.2","933","1619","2552","35.4 %","89.1","14.9 %","82.2","31.8 %","88.1","7.0 %","76.6","10.9 %","82.9","","","","","0.8 %","10130"
"Aaron Laffey","- - -","26","53.1","322","568","890","63.7 %","87.5","23.5 %","79.8","","","","","12.8 %","81.8","","","","","1.8 %","6248"
"Clayton Richard","Padres","27","99.2","591","1055","1646","59.9 %","90.4","3.7 %","81.2","21.1 %","85.3","3.4 %","76.1","12.0 %","82.6","","","","","0.5 %","3551"
"Juan Cruz","Rays","32","48.2","359","536","895","42.2 %","92.8","19.6 %","79.6","30.3 %","87.7","","","8.0 %","83.4","","","","","0.7 %","273"
"Cesar Ramos","Rays","27","43.2","307","419","726","57.0 %","92.3","7.9 %","82.8","","","16.2 %","72.6","18.9 %","84.7","","","","","4.0 %","3357"
"Phil Dumatrait","Twins","29","41.1","338","445","783","62.0 %","90.9","32.2 %","82.3","","","","","5.8 %","81.8","","","","","2.4 %","8598"
"Scott Feldman","Rangers","28","32.0","201","308","509","31.4 %","91.9","","","34.8 %","90.4","18.5 %","77.1","","","15.3 %","84.1","","","","6283"
"Brian Sanches","Marlins","32","61.2","420","666","1086","61.5 %","87.4","13.6 %","81.3","","","1.4 %","73.7","","","23.5 %","76.7","","","2.1 %","2739"
"Tony Watson","Pirates","26","41.0","234","408","642","77.5 %","91.2","10.1 %","84.3","","","","","12.5 %","83.9","","","","","2.5 %","3132"
"Derek Holland","Rangers","24","198.0","1150","2056","3206","66.1 %","94.2","13.0 %","83.2","","","11.1 %","75.7","9.8 %","85.4","","","","","0.2 %","4141"
"Fernando Rodriguez","Astros","27","52.1","389","573","962","63.6 %","92.5","","","2.0 %","89.8","27.6 %","77.7","6.8 %","85.3","","","","","1.8 %","7558"
"Graham Godfrey","Athletics","26","25.0","141","292","433","71.5 %","90.9","12.7 %","82.2","","","9.0 %","76.2","6.7 %","82.2","","","","","0.2 %","3128"
"Ted Lilly","Dodgers","35","192.2","991","2037","3028","54.5 %","87.4","15.2 %","82.6","","","11.3 %","70.4","19.0 %","79.2","","","","","1.1 %","833"
"Kevin Millwood","Rockies","36","54.1","313","522","835","49.4 %","89.2","19.8 %","82.5","14.9 %","88.7","8.2 %","71.9","7.7 %","81.7","","","","","0.4 %","106"
"Brett Anderson","Athletics","23","83.1","487","864","1351","47.5 %","90.9","39.9 %","80.6","","","8.1 %","74.8","4.5 %","82.2","","","","","0.1 %","8223"
"Bartolo Colon","Yankees","38","164.1","845","1697","2542","82.9 %","91.7","12.4 %","83.5","0.6 %","88.7","","","4.2 %","82.5","","","","","0.5 %","375"
"Pat Neshek","Padres","30","24.2","201","276","477","44.8 %","86.4","39.1 %","82.9","","","","","16.1 %","71.9","","","","","0.8 %","4682"
"Carlos Marmol","Cubs","28","74.0","568","892","1460","36.0 %","91.8","64.0 %","83.5","","","","","","","","","","","0.5 %","2790"
"J.C. Romero","- - -","35","24.2","193","253","446","67.4 %","89.3","17.6 %","78.7","","","","","15.1 %","78.6","","","","","1.8 %","754"
"Joakim Soria","Royals","27","60.1","376","664","1040","74.6 %","91.4","11.1 %","81.3","","","6.9 %","69.5","7.4 %","84.7","","","","","0.1 %","6941"
"Tom Gorzelanny","Nationals","28","105.0","641","1060","1701","62.5 %","89.6","18.4 %","80.0","","","0.3 %","74.4","18.8 %","83.2","","","","","1.1 %","6244"
"Carlos Villanueva","Blue Jays","27","107.0","665","1073","1738","46.2 %","89.0","19.4 %","82.1","","","13.2 %","72.9","21.2 %","81.3","","","","","0.8 %","4138"
"Chien-Ming Wang","Nationals","31","62.1","329","569","898","72.2 %","90.6","14.3 %","83.8","","","6.9 %","78.1","6.7 %","82.0","","","","","","2074"
"Michael Bowden","Red Sox","24","20.0","143","234","377","68.7 %","92.7","19.9 %","84.5","5.0 %","88.9","","","6.4 %","84.5","","","","","","4440"
"Jason Isringhausen","Mets","38","46.2","315","498","813","46.1 %","90.6","","","30.7 %","88.5","23.2 %","77.1","","","","","","","1.0 %","1158"
"Jeff Niemann","Rays","28","135.1","775","1375","2150","61.2 %","91.1","6.6 %","84.3","","","23.6 %","78.2","","","8.6 %","83.6","","","0.4 %","8591"
"Juan Oviedo","Marlins","29","64.1","377","660","1037","63.4 %","94.1","8.9 %","85.8","","","","","27.7 %","86.6","","","","","1.3 %","2886"
"Matt Guerrier","Dodgers","32","66.1","370","647","1017","47.0 %","90.8","36.6 %","86.9","","","14.4 %","77.9","2.0 %","82.1","","","","","1.8 %","2061"
"Chance Ruffin","- - -","22","17.2","146","203","349","62.5 %","93.4","28.0 %","82.4","","","8.9 %","77.0","0.6 %","85.0","","","","","0.6 %","11745"
"Blake Hawksworth","Dodgers","28","53.0","313","564","877","65.4 %","95.1","","","","","15.6 %","80.1","19.0 %","86.0","","","","","1.4 %","8963"
"Marco Estrada","Brewers","27","92.2","563","986","1549","52.0 %","91.0","","","4.2 %","88.2","21.8 %","79.6","22.0 %","77.9","","","","","0.6 %","1118"
"Tim Dillard","Brewers","27","28.2","151","295","446","67.3 %","87.3","31.4 %","73.9","","","","","1.4 %","79.8","","","","","","5518"
"David Huff","Indians","26","50.2","341","578","919","67.8 %","90.9","3.5 %","81.4","5.1 %","89.8","8.6 %","77.1","14.9 %","80.8","","","","","0.5 %","4257"
"Matt Reynolds","Rockies","26","50.2","308","532","840","50.3 %","89.4","31.0 %","79.3","","","","","4.6 %","83.6","14.0 %","82.3","","","2.5 %","8887"
"Nick Hagadone","Indians","25","11.0","77","115","192","81.8 %","94.1","15.1 %","83.1","","","","","3.1 %","84.5","","","","","","1351"
"Jared Hughes","Pirates","25","11.0","70","120","190","84.2 %","92.9","15.3 %","83.7","","","","","0.5 %","88.0","","","","","","9325"
"Burke Badenhop","Marlins","28","63.2","390","614","1004","67.1 %","89.3","18.7 %","78.6","","","","","14.2 %","83.7","","","","","1.5 %","9736"
"Rafael Soriano","Yankees","31","39.1","229","430","659","48.8 %","92.6","31.2 %","81.1","20.1 %","90.8","","","","","","","","","1.7 %","1100"
"James Russell","Cubs","25","67.2","361","742","1103","47.3 %","88.1","37.1 %","80.3","","","4.5 %","73.6","11.1 %","80.4","","","","","1.6 %","4089"
"Mike Minor","Braves","23","82.2","489","888","1377","59.3 %","91.2","9.9 %","84.9","","","8.5 %","81.1","22.2 %","84.5","","","","","1.2 %","10021"
"Juan Nicasio","Rockies","24","71.2","430","730","1160","74.2 %","94.1","15.1 %","83.2","","","","","10.7 %","85.0","","","","","1.1 %","7731"
"Vicente Padilla","Dodgers","33","8.2","50","99","149","86.6 %","93.0","3.4 %","85.4","","","8.1 %","75.3","","","2.0 %","85.3","","","","964"
