"Name","Team","Age","IP","Balls","Strikes","Pitches","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","playerid"
"Akinori Otsuka","Rangers","34","59.2","304","570","874","34.0 %","89.4","59.1 %","84.3","","","","","0.9 %","82.1","6.0 %","84.9","","","0.3 %","1895"
"Chris Sampson","Astros","28","34.0","142","289","431","61.8 %","89.7","14.9 %","86.6","9.9 %","86.4","11.6 %","78.7","1.9 %","82.4","","","","","1.6 %","2651"
"Ryan O'Malley","Cubs","26","12.2","74","111","185","50.8 %","85.3","20.2 %","80.2","","","2.2 %","75.0","26.8 %","77.5","","","","","1.1 %","4412"
"Royce Ring","Mets","25","12.2","77","113","190","61.9 %","88.4","11.6 %","73.6","","","22.2 %","73.1","4.2 %","79.1","","","","","0.5 %","4350"
"Trevor Hoffman","Padres","38","63.0","293","630","923","64.0 %","84.6","5.6 %","81.3","0.4 %","81.5","0.6 %","74.3","29.2 %","73.4","0.2 %","84.0","","","1.0 %","1035"
"Francisco Liriano","Twins","22","121.0","600","1198","1798","43.6 %","94.7","37.6 %","87.7","0.1 %","87.5","","","18.7 %","83.5","","","","","2.0 %","3201"
"Michael Gonzalez","Pirates","28","54.0","366","587","953","65.5 %","92.2","32.9 %","81.0","","","","","1.6 %","81.1","","","","","2.3 %","1794"
"Pat Neshek","Twins","25","37.0","161","394","555","49.3 %","91.0","47.8 %","85.8","0.9 %","87.2","","","2.0 %","75.3","","","","","2.3 %","4682"
"Billy Wagner","Mets","34","72.1","424","818","1242","68.2 %","96.3","31.5 %","84.6","","","","","0.3 %","85.5","","","","","1.2 %","578"
"Phil Stockman","Braves","26","4.0","42","48","90","65.4 %","93.6","26.9 %","82.5","1.3 %","92.0","6.4 %","82.2","","","","","","","13.3 %","2206"
"Rafael Soriano","Mariners","26","60.0","330","655","985","67.9 %","93.0","25.8 %","82.1","","","0.4 %","78.8","5.3 %","85.6","0.6 %","85.0","","","1.7 %","1100"
"Brian Burres","Orioles","25","8.0","44","95","139","46.3 %","87.9","16.9 %","80.1","","","16.9 %","74.9","19.9 %","75.9","","","","","2.2 %","3425"
"Fabio Castro","- - -","21","31.2","194","295","489","59.3 %","90.7","8.3 %","78.9","","","12.9 %","78.0","19.5 %","81.8","","","","","1.6 %","4048"
"J.J. Putz","Mariners","29","78.1","393","826","1219","67.3 %","95.6","16.5 %","87.0","","","1.2 %","77.5","6.1 %","88.0","9.0 %","88.5","","","1.7 %","1795"
"Roger Clemens","Astros","43","113.1","675","1148","1823","67.1 %","90.8","7.5 %","83.3","","","2.2 %","75.6","","","23.2 %","86.6","","","1.3 %","815"
"Joe Kennedy","Athletics","27","35.0","211","351","562","62.6 %","89.8","16.8 %","80.5","","","2.4 %","76.1","18.3 %","82.3","","","","","2.5 %","1217"
"Rheal Cormier","- - -","39","48.0","263","447","710","46.5 %","85.8","30.9 %","82.2","","","0.1 %","72.0","21.9 %","80.4","0.6 %","83.0","","","2.8 %","952"
"Mike Venafro","Rockies","32","3.2","24","25","49","73.5 %","81.9","24.5 %","72.2","","","","","2.0 %","75.0","","","","","","943"
"Dan Wheeler","Astros","28","71.1","424","747","1171","61.5 %","90.5","28.8 %","81.7","0.6 %","84.2","3.7 %","75.4","4.5 %","84.2","1.0 %","85.5","","","4.1 %","120"
"Scott Cassidy","Padres","30","42.2","290","524","814","80.7 %","89.2","14.9 %","79.2","","","3.3 %","76.5","1.1 %","79.3","","","","","2.3 %","1293"
"Brandon League","Blue Jays","23","42.2","180","396","576","83.2 %","95.1","10.3 %","84.8","","","0.2 %","","6.4 %","87.1","","","","","1.7 %","3731"
"Jered Weaver","Angels","23","123.0","707","1225","1932","60.0 %","90.2","19.5 %","78.7","0.1 %","84.0","10.9 %","74.6","9.6 %","81.9","","","","","0.9 %","4235"
"Jonathan Broxton","Dodgers","22","76.1","473","835","1308","63.8 %","95.0","32.1 %","87.0","0.2 %","90.0","","","2.8 %","87.0","1.1 %","86.9","","","2.2 %","4759"
"Duaner Sanchez","Mets","26","55.1","331","521","852","51.3 %","93.2","17.6 %","87.4","0.1 %","90.0","6.7 %","76.7","23.7 %","82.0","0.6 %","86.8","","","3.9 %","1518"
"Michael Wuertz","Cubs","27","40.2","248","428","676","40.3 %","89.9","42.6 %","84.5","","","0.3 %","","15.0 %","83.1","1.8 %","85.5","","","3.0 %","1856"
"Bob Wickman","- - -","37","54.0","325","558","883","66.4 %","90.7","28.7 %","82.5","0.9 %","88.3","2.9 %","78.7","1.0 %","82.3","","","","","2.3 %","413"
"Devern Hansack","Red Sox","28","10.0","42","100","142","55.3 %","89.4","34.8 %","79.1","0.7 %","86.0","","","9.2 %","84.2","","","","","0.7 %","4939"
"Javier Lopez","Red Sox","28","16.2","100","135","235","64.3 %","85.4","25.9 %","76.3","","","","","9.8 %","77.2","","","","","4.7 %","1663"
"Chris Ray","Orioles","24","66.0","385","662","1047","75.7 %","94.8","17.0 %","86.2","","","0.1 %","84.0","4.6 %","85.1","2.7 %","85.3","","","2.5 %","6315"
"Johan Santana","Twins","27","233.2","1085","2365","3450","56.8 %","93.1","16.5 %","84.9","0.9 %","87.6","","","25.8 %","81.8","","","","","1.3 %","755"
"Jamie Walker","Tigers","34","48.0","229","458","687","42.0 %","86.6","30.3 %","77.0","","","3.8 %","72.3","24.0 %","78.6","","","","","2.9 %","502"
"Anibal Sanchez","Marlins","22","114.1","667","1099","1766","60.8 %","90.7","22.9 %","82.6","0.5 %","86.8","9.4 %","75.8","6.5 %","82.0","","","","","3.2 %","3284"
"Brian Falkenborg","Cardinals","28","6.1","35","77","112","83.5 %","90.5","","","3.1 %","90.3","6.2 %","79.0","7.2 %","84.5","","","","","13.4 %","1859"
"Taylor Tankersley","Marlins","23","41.0","285","411","696","56.2 %","90.6","23.6 %","79.9","0.2 %","86.0","5.0 %","78.0","15.0 %","82.8","","","","","3.7 %","8249"
"Scot Shields","Angels","30","87.2","482","833","1315","80.3 %","92.4","7.3 %","81.4","0.1 %","81.0","11.7 %","78.9","0.5 %","85.9","","","","","2.1 %","35"
"Chad Bradford","Mets","31","62.0","264","637","901","67.5 %","79.0","30.2 %","66.2","","","","","2.3 %","71.2","","","","","3.9 %","904"
"Juan Rincon","Twins","27","74.1","436","791","1227","63.6 %","93.0","35.8 %","86.9","","","0.1 %","85.0","0.6 %","86.7","","","","","2.5 %","752"
"Shane Youman","Pirates","26","21.2","133","207","340","67.5 %","86.1","6.2 %","78.2","","","9.8 %","76.2","16.6 %","80.0","","","","","0.6 %","3888"
"Justin Duchscherer","Athletics","28","55.2","286","622","908","32.0 %","86.7","17.7 %","83.4","19.8 %","84.8","28.3 %","71.5","2.1 %","81.1","","","","","1.4 %","910"
"Edward Mujica","Indians","22","18.1","90","192","282","72.0 %","91.5","16.9 %","81.6","1.8 %","86.2","0.4 %","","8.6 %","85.1","0.4 %","82.0","","","1.1 %","3970"
"Geoff Geary","Phillies","29","91.1","492","978","1470","63.3 %","91.5","15.8 %","83.2","0.1 %","88.0","16.7 %","79.1","4.1 %","83.9","","","","","2.0 %","1813"
"Joe Beimel","Dodgers","29","70.0","406","674","1080","77.9 %","87.9","15.3 %","77.8","0.2 %","86.0","3.0 %","75.7","3.7 %","80.6","","","","","1.2 %","979"
"Roy Oswalt","Astros","28","220.2","1044","2211","3255","68.4 %","92.7","8.4 %","83.7","3.3 %","86.1","15.3 %","72.8","4.7 %","84.5","","","","","2.7 %","571"
"Justin Speier","Blue Jays","32","51.1","315","549","864","44.0 %","91.1","46.2 %","85.7","0.1 %","90.0","0.4 %","80.0","1.8 %","83.9","7.6 %","81.2","","","2.0 %","451"
"Mike Koplove","Diamondbacks","29","3.0","23","35","58","67.2 %","89.0","15.5 %","76.0","","","","","17.2 %","78.0","","","","","","63"
"Franklyn German","Marlins","26","12.0","106","133","239","63.0 %","93.7","0.4 %","87.0","","","","","0.4 %","79.0","36.1 %","85.6","","","4.6 %","1603"
"Colby Lewis","Tigers","26","3.0","28","48","76","62.7 %","89.6","9.3 %","83.0","","","18.7 %","77.4","9.3 %","84.0","","","","","1.3 %","1259"
"Trever Miller","Astros","33","50.2","269","542","811","62.6 %","87.5","25.1 %","77.5","","","3.4 %","75.3","8.8 %","79.9","","","","","2.3 %","1672"
"Renyel Pinto","Marlins","23","29.2","241","302","543","64.8 %","89.7","19.9 %","79.6","","","","","15.3 %","80.1","","","","","2.8 %","2180"
"Chris Carpenter","Cardinals","31","221.2","1117","2139","3256","48.4 %","91.4","8.2 %","85.3","18.7 %","87.3","22.2 %","75.1","2.5 %","83.8","0.1 %","86.0","","","2.2 %","1292"
"Chad Gaudin","Athletics","23","64.0","428","663","1091","70.8 %","91.8","23.8 %","82.0","","","0.2 %","75.5","5.2 %","84.3","","","","","1.9 %","1783"
"Josh Johnson","Marlins","22","157.0","1041","1542","2583","65.5 %","91.8","28.1 %","83.6","","","0.2 %","80.0","6.2 %","84.9","","","","","4.2 %","4567"
"Brandon Webb","Diamondbacks","27","235.0","1175","2158","3333","78.3 %","88.4","0.0 %","81.0","","","13.9 %","74.0","7.8 %","79.5","","","","","2.3 %","1692"
"Roberto Hernandez","- - -","41","63.2","452","697","1149","65.1 %","93.3","13.6 %","86.0","","","0.1 %","81.0","0.7 %","86.6","20.5 %","86.6","","","3.1 %","605"
"Adam Wainwright","Cardinals","24","75.0","449","745","1194","53.9 %","91.4","15.6 %","84.4","","","25.9 %","73.1","4.6 %","83.3","","","","","1.4 %","2233"
"Clay Condrey","Phillies","30","28.2","142","266","408","65.6 %","89.0","16.7 %","83.4","2.5 %","87.9","1.0 %","76.0","14.2 %","81.4","","","","","3.2 %","1579"
"Bob Howry","Cubs","32","76.2","459","846","1305","82.8 %","92.8","14.7 %","84.2","","","","","2.3 %","85.1","0.2 %","87.0","","","2.2 %","237"
"Chad Paronto","Braves","30","56.2","359","555","914","79.8 %","90.0","17.6 %","84.1","0.5 %","86.0","0.6 %","75.3","1.7 %","81.8","","","","","2.4 %","399"
"Roy Halladay","Blue Jays","29","220.0","1039","2008","3047","52.1 %","91.2","0.3 %","79.1","19.3 %","89.5","24.3 %","77.4","4.0 %","83.2","","","","","3.5 %","1303"
"Chad Cordero","Nationals","24","73.1","436","771","1207","75.6 %","89.1","18.2 %","79.0","","","0.1 %","74.0","6.2 %","83.2","","","","","4.3 %","1816"
"Brian Sweeney","Padres","32","56.1","364","541","905","58.0 %","87.4","6.7 %","81.9","2.2 %","84.1","5.9 %","74.4","27.3 %","78.6","","","","","3.5 %","1801"
"CC Sabathia","Indians","25","192.2","919","2012","2931","60.4 %","93.7","23.7 %","81.0","0.1 %","87.0","1.2 %","78.6","14.7 %","85.4","","","","","2.3 %","404"
"Mike Myers","Yankees","37","30.2","201","328","529","51.9 %","79.8","43.3 %","72.6","","","","","4.9 %","72.5","","","","","3.0 %","68"
"Scott Kazmir","Devil Rays","22","144.2","887","1547","2434","56.2 %","91.9","28.6 %","84.0","","","0.1 %","80.0","15.2 %","82.0","","","","","1.5 %","4897"
"Josh Kinney","Cardinals","27","25.0","142","238","380","47.3 %","90.9","40.4 %","82.3","","","11.8 %","77.8","0.5 %","84.0","","","","","1.3 %","3638"
"Alan Embree","Padres","36","52.1","261","562","823","82.5 %","92.9","15.6 %","78.8","","","0.9 %","75.6","1.1 %","80.6","","","","","1.6 %","1030"
"Salomon Torres","Pirates","34","93.1","564","912","1476","64.1 %","92.5","7.6 %","84.1","","","5.2 %","80.5","11.4 %","86.0","11.7 %","86.6","","","4.1 %","1628"
"Bronson Arroyo","Reds","29","240.2","1372","2480","3852","43.8 %","89.0","23.2 %","76.2","2.4 %","86.4","19.2 %","71.3","11.4 %","78.2","","","","","2.5 %","978"
"Huston Street","Athletics","22","70.2","383","705","1088","50.9 %","91.7","38.6 %","86.0","0.1 %","78.0","","","10.4 %","82.0","","","","","1.7 %","8258"
"Matt Thornton","White Sox","29","54.0","293","558","851","86.1 %","96.0","13.1 %","84.2","","","","","0.7 %","86.0","","","","","4.2 %","1918"
"Brad Thompson","Cardinals","24","56.2","308","548","856","61.1 %","89.2","12.9 %","77.9","","","14.4 %","77.0","11.0 %","81.1","0.6 %","86.0","","","2.5 %","4911"
"Ron Flores","Athletics","26","29.2","162","297","459","49.1 %","85.4","19.6 %","78.9","","","0.9 %","74.0","30.4 %","76.6","","","","","2.4 %","3152"
"Tom Gordon","Phillies","38","59.1","341","622","963","54.7 %","92.9","22.2 %","87.0","5.4 %","89.1","17.0 %","82.0","0.5 %","87.0","0.2 %","86.5","","","1.7 %","282"
"Jon Rauch","Nationals","27","91.1","583","1011","1594","67.8 %","91.1","23.1 %","82.1","","","3.3 %","75.7","5.9 %","83.6","","","","","3.5 %","1475"
"Chris Britton","Orioles","23","53.2","300","561","861","78.6 %","90.6","3.8 %","79.0","","","16.5 %","78.8","1.1 %","80.6","","","","","2.8 %","3600"
"Matt Guerrier","Twins","27","69.2","391","682","1073","55.2 %","90.2","22.7 %","84.9","1.5 %","88.9","15.8 %","76.6","4.8 %","81.1","","","","","0.8 %","2061"
"Allan Simpson","Brewers","28","2.2","28","37","65","56.9 %","91.8","41.5 %","82.4","","","","","1.5 %","84.0","","","","","","1864"
"Chris Resop","Marlins","23","21.1","156","231","387","68.6 %","92.7","6.6 %","83.5","1.1 %","87.5","19.0 %","77.8","4.7 %","83.0","","","","","6.2 %","3799"
"Jeff Nelson","White Sox","39","2.2","25","29","54","34.0 %","86.1","66.0 %","76.7","","","","","","","","","","","7.4 %","1092"
"Scott Eyre","Cubs","34","61.1","450","688","1138","63.2 %","91.3","28.5 %","81.8","0.1 %","89.0","1.8 %","77.4","6.4 %","80.6","","","","","3.3 %","1300"
"Sean Tracey","White Sox","25","8.0","55","60","115","81.7 %","91.6","15.7 %","82.4","","","","","2.6 %","83.3","","","","","","4621"
"Carlos Zambrano","Cubs","25","214.0","1455","2171","3626","67.3 %","92.2","14.1 %","81.3","4.9 %","89.1","0.7 %","72.0","5.4 %","83.1","7.7 %","84.3","","","3.4 %","305"
"Hector Carrasco","Angels","36","100.1","528","989","1517","55.1 %","91.6","7.3 %","84.5","0.3 %","88.4","12.5 %","78.4","21.8 %","84.9","3.0 %","85.2","","","1.6 %","1240"
"Josh Rupe","Rangers","23","29.0","167","285","452","59.7 %","91.8","28.6 %","84.5","","","7.7 %","73.6","4.1 %","82.2","","","","","1.6 %","7206"
"Kiko Calero","Athletics","31","58.0","398","619","1017","29.5 %","90.0","66.4 %","81.2","","","0.4 %","78.0","3.7 %","82.3","","","","","1.7 %","1676"
"Saul Rivera","Nationals","28","60.1","392","627","1019","65.3 %","88.7","25.7 %","82.6","","","3.9 %","80.5","5.2 %","82.1","","","","","2.9 %","2027"
"Charlie Haeger","White Sox","22","18.1","139","205","344","14.6 %","82.5","","","","","","","","","","","85.4 %","71.8","0.6 %","3545"
"Brian Fuentes","Rockies","30","65.1","389","673","1062","64.9 %","90.4","14.0 %","76.4","","","7.3 %","72.4","13.7 %","72.4","","","","","2.0 %","429"
"Darren Oliver","Mets","35","81.0","441","828","1269","52.1 %","86.0","8.5 %","82.8","16.9 %","84.7","20.5 %","75.1","2.0 %","79.3","","","","","2.0 %","206"
"Matt Miller","Indians","34","15.2","100","141","241","56.9 %","84.7","39.4 %","73.2","","","","","3.7 %","75.0","","","","","","1754"
"Ramon Ramirez","Rockies","24","67.2","417","678","1095","59.2 %","91.6","22.2 %","85.3","","","","","18.6 %","86.0","","","","","3.0 %","7986"
"Chris Young","Padres","27","179.1","1102","1926","3028","74.7 %","89.0","10.3 %","79.8","","","6.5 %","72.1","8.5 %","79.4","","","","","2.1 %","3196"
"Russ Springer","Astros","37","59.2","362","646","1008","62.6 %","91.7","21.8 %","85.7","4.0 %","87.0","10.2 %","76.9","1.4 %","84.3","","","","","1.2 %","1652"
"Kevin Correia","Giants","25","69.2","403","734","1137","70.3 %","91.2","17.1 %","84.2","","","0.1 %","74.0","12.5 %","82.8","","","","","1.6 %","1767"
"John Smoltz","Braves","39","232.0","1159","2376","3535","46.6 %","92.7","32.3 %","86.2","0.1 %","88.0","4.7 %","78.2","7.7 %","84.2","8.6 %","86.5","","","4.9 %","115"
"Kason Gabbard","Red Sox","24","25.2","181","257","438","59.6 %","86.9","0.7 %","81.7","","","25.2 %","75.9","14.5 %","79.6","","","","","2.3 %","3418"
"Mike Mussina","Yankees","37","197.1","981","2057","3038","51.7 %","88.6","13.6 %","82.8","0.3 %","86.0","23.7 %","77.2","10.5 %","72.0","0.2 %","78.7","","","1.2 %","837"
"Fernando Rodney","Tigers","29","71.2","469","729","1198","59.2 %","93.9","0.7 %","84.9","","","","","40.1 %","83.2","","","","","3.6 %","494"
"Scott Proctor","Yankees","29","102.1","533","1061","1594","68.5 %","94.4","16.7 %","85.1","0.1 %","91.0","10.2 %","76.2","4.6 %","85.8","","","","","2.3 %","1911"
"Ubaldo Jimenez","Rockies","22","7.2","44","68","112","68.8 %","94.6","","","","","11.6 %","73.2","19.6 %","82.5","","","","","","3374"
"Armando Benitez","Giants","33","38.1","283","430","713","68.2 %","92.7","16.4 %","84.5","","","","","8.0 %","84.8","7.4 %","86.5","","","1.5 %","865"
"Jesse Crain","Twins","24","76.2","400","744","1144","67.7 %","94.3","25.5 %","86.9","","","6.9 %","75.4","","","","","","","2.2 %","4817"
"David Weathers","Reds","36","73.2","450","701","1151","73.2 %","88.9","24.1 %","83.9","","","","","2.7 %","82.2","","","","","2.6 %","902"
"Jason Isringhausen","Cardinals","33","58.1","417","641","1058","45.6 %","91.6","4.3 %","87.7","29.8 %","89.1","19.2 %","78.0","1.1 %","85.5","","","","","1.6 %","1158"
"Rick Bauer","Rangers","29","71.0","461","680","1141","82.9 %","91.9","15.8 %","82.1","0.3 %","87.5","","","1.0 %","84.1","","","","","3.2 %","125"
"John Lackey","Angels","27","217.2","1224","2288","3512","57.7 %","91.4","7.9 %","84.7","8.1 %","88.1","21.7 %","80.1","4.7 %","83.3","","","","","1.9 %","1507"
"Braden Looper","Cardinals","31","73.1","421","699","1120","73.4 %","92.5","13.1 %","84.2","0.3 %","87.3","","","8.3 %","82.6","5.0 %","83.9","","","2.5 %","526"
"Jeremy Sowers","Indians","23","88.1","441","835","1276","72.1 %","88.5","12.8 %","81.0","2.2 %","86.5","","","13.0 %","81.0","","","","","1.5 %","9083"
"Scott Linebrink","Padres","29","75.2","441","798","1239","70.3 %","92.4","9.5 %","79.4","","","3.9 %","78.8","15.0 %","80.7","1.2 %","80.6","","","1.7 %","564"
"Todd Coffey","Reds","25","78.0","464","778","1242","74.6 %","93.0","18.0 %","84.3","","","0.1 %","","7.2 %","84.1","","","","","5.2 %","2467"
"Wil Ledezma","Tigers","25","60.1","342","603","945","66.2 %","92.4","9.0 %","81.4","","","9.6 %","78.8","15.2 %","82.8","","","","","1.0 %","1669"
"Luis Vizcaino","Diamondbacks","31","65.1","412","697","1109","45.9 %","92.6","43.5 %","84.0","0.3 %","87.3","","","1.9 %","85.2","8.5 %","88.0","","","2.3 %","714"
"Jason Schmidt","Giants","33","213.1","1270","2191","3461","66.7 %","92.4","7.0 %","83.6","","","6.9 %","78.6","19.3 %","87.5","0.2 %","89.6","","","1.9 %","1131"
"Andrew Brown","Indians","25","10.0","69","96","165","71.9 %","91.9","19.4 %","85.5","","","8.1 %","79.3","0.6 %","87.0","","","","","3.0 %","2115"
"Matt Belisle","Reds","26","40.0","265","419","684","80.0 %","92.1","9.8 %","85.8","0.2 %","86.0","9.2 %","74.5","0.9 %","84.7","","","","","2.8 %","1837"
"John Maine","Mets","25","90.0","570","942","1512","72.8 %","91.0","11.3 %","84.1","","","5.1 %","76.1","10.7 %","83.9","","","","","2.0 %","4773"
"Oscar Villarreal","Braves","24","92.1","511","865","1376","61.5 %","91.0","21.3 %","84.4","0.9 %","87.8","0.7 %","80.2","10.7 %","84.3","5.0 %","85.1","","","2.0 %","1654"
"Kelvim Escobar","Angels","30","189.1","1032","1881","2913","50.8 %","93.1","12.4 %","86.3","5.2 %","87.8","4.2 %","81.4","12.1 %","84.9","15.4 %","86.0","","","1.6 %","1298"
"Manny Corpas","Rockies","23","32.1","174","301","475","74.5 %","92.4","25.5 %","80.1","","","","","","","","","","","1.9 %","2807"
"Aaron Heilman","Mets","27","87.0","519","894","1413","59.2 %","92.7","2.0 %","83.7","","","","","38.8 %","82.9","","","","","1.8 %","1751"
"Justin Verlander","Tigers","23","186.0","1103","1869","2972","66.7 %","95.1","","","","","16.1 %","78.4","17.2 %","81.8","","","","","1.5 %","8700"
"Derek Lowe","Dodgers","33","218.0","1193","2083","3276","67.6 %","88.8","18.3 %","79.9","1.2 %","86.8","1.1 %","77.3","11.9 %","83.6","","","","","3.5 %","199"
"Chien-Ming Wang","Yankees","26","218.0","1135","1920","3055","75.5 %","93.1","14.8 %","85.6","","","","","4.5 %","82.1","5.3 %","85.8","","","1.3 %","2074"
"Brandon Medders","Diamondbacks","26","71.2","411","743","1154","52.9 %","89.6","14.4 %","85.7","7.4 %","86.6","21.7 %","73.9","3.6 %","80.6","","","","","2.9 %","8604"
"Casey Daigle","Diamondbacks","25","12.1","72","121","193","65.3 %","89.6","15.8 %","83.6","","","","","9.5 %","84.6","9.5 %","87.0","","","1.0 %","1880"
"Macay McBride","Braves","23","56.2","383","572","955","64.5 %","90.3","25.4 %","80.9","0.1 %","90.0","8.0 %","77.3","2.0 %","82.9","","","","","3.3 %","3475"
"Woody Williams","Padres","39","145.1","783","1502","2285","52.7 %","86.9","10.2 %","82.6","9.2 %","83.9","22.3 %","73.7","4.6 %","81.1","0.0 %","70.0","0.9 %","72.2","1.9 %","1190"
"Steve Kline","Giants","33","51.2","344","481","825","54.9 %","87.3","31.5 %","81.3","0.1 %","76.0","1.1 %","74.9","12.4 %","78.0","","","","","2.2 %","1164"
"Cha Seung Baek","Mariners","26","34.1","199","376","575","44.0 %","90.0","27.4 %","84.6","0.4 %","87.0","12.5 %","74.9","15.7 %","78.4","","","","","1.4 %","8214"
"Carlos Villanueva","Brewers","22","53.2","308","498","806","48.7 %","88.3","17.2 %","80.4","","","12.8 %","73.2","21.3 %","80.6","","","","","1.0 %","4138"
"Bryan Corey","- - -","32","39.0","223","403","626","48.9 %","91.0","17.0 %","85.4","13.1 %","86.5","","","21.0 %","81.4","","","","","1.3 %","1439"
"Damaso Marte","Pirates","31","58.1","396","630","1026","71.2 %","92.3","27.5 %","82.0","1.0 %","87.0","0.1 %","","0.2 %","87.0","","","","","4.2 %","247"
"Francisco Cordero","- - -","31","75.1","476","830","1306","56.1 %","95.7","39.5 %","87.3","","","0.1 %","81.0","1.3 %","85.4","3.1 %","85.0","","","2.0 %","1243"
