"Name","Team","Age","IP","Balls","Strikes","Pitches","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","playerid"
"Roy Corcoran","Expos","23","7.1","45","65","110","67.3 %","89.0","0.9 %","84.0","","","23.6 %","77.6","7.3 %","78.8","0.9 %","","","","","1780"
"Brandon Claussen","Yankees","24","6.1","35","70","105","69.5 %","87.8","11.4 %","78.5","","","","","19.1 %","81.4","","","","","","814"
"Shigetoshi Hasegawa","Mariners","34","73.0","439","662","1101","51.3 %","89.1","22.8 %","82.2","","","0.2 %","75.0","20.9 %","81.7","4.8 %","83.9","","","1.7 %","1082"
"Rafael Soriano","Mariners","23","53.0","284","575","859","76.2 %","93.4","12.7 %","85.7","","","0.1 %","84.0","10.2 %","85.3","0.8 %","89.0","","","1.9 %","1100"
"Brendan Donnelly","Angels","31","74.0","443","779","1222","75.8 %","90.0","13.0 %","84.5","","","","","11.0 %","82.1","0.3 %","84.3","","","13.4 %","1441"
"Damaso Marte","White Sox","28","79.2","479","798","1277","60.1 %","92.4","35.5 %","81.0","","","2.2 %","78.2","2.3 %","80.3","","","","","3.0 %","247"
"Chad Cordero","Expos","21","11.0","56","97","153","70.6 %","89.8","23.5 %","80.8","","","2.0 %","79.0","3.9 %","80.0","","","","","","1816"
"Mariano Rivera","Yankees","33","70.2","313","695","1008","96.8 %","93.0","3.2 %","88.8","","","","","","","","","","","0.5 %","844"
"Ryan Wagner","Reds","20","21.2","145","209","354","43.6 %","90.6","35.3 %","84.5","","","17.5 %","86.0","3.0 %","84.2","","","0.7 %","86.0","14.4 %","1770"
"Rheal Cormier","Phillies","36","84.2","469","785","1254","58.9 %","87.5","16.5 %","81.4","","","1.0 %","78.7","11.7 %","82.2","11.9 %","82.9","","","","952"
"Paul Quantrill","Dodgers","34","77.1","358","724","1082","93.8 %","88.2","2.8 %","83.6","","","","","3.5 %","80.8","","","","","2.4 %","669"
"Billy Wagner","Astros","31","86.0","434","879","1313","78.9 %","97.9","20.3 %","87.9","","","0.2 %","83.0","0.6 %","88.8","","","","","3.0 %","578"
"Rod Beck","Padres","34","35.1","192","348","540","38.2 %","84.3","3.3 %","80.6","","","24.4 %","75.8","17.1 %","79.1","17.1 %","78.9","","","3.5 %","1730"
"Matt Riley","Orioles","23","10.0","73","109","182","75.8 %","92.2","","","","","17.6 %","79.0","6.6 %","81.3","","","","","","164"
"Toby Borland","Marlins","34","9.2","73","73","146","87.2 %","90.0","9.6 %","77.8","","","","","3.2 %","79.5","","","","","14.4 %","511"
"LaTroy Hawkins","Twins","30","77.1","359","831","1190","78.8 %","93.6","2.3 %","86.8","","","9.3 %","77.6","9.6 %","77.0","","","","","10.8 %","729"
"Carl Sadler","Indians","26","9.2","65","105","170","53.5 %","86.9","2.9 %","79.3","","","34.1 %","75.0","9.4 %","79.2","","","","","","1568"
"John Parrish","Orioles","25","23.2","134","217","351","70.9 %","90.5","17.1 %","85.9","","","6.0 %","77.2","6.0 %","81.1","","","","","0.3 %","160"
"Brian Sweeney","Mariners","29","9.1","39","77","116","50.9 %","88.1","18.4 %","79.6","","","","","30.7 %","76.8","","","","","1.7 %","1801"
"Kent Mercker","- - -","35","55.1","396","595","991","82.8 %","90.6","5.1 %","82.1","","","2.1 %","75.7","9.9 %","77.3","","","","","9.5 %","439"
"Dan Kolb","Brewers","28","41.1","268","465","733","89.3 %","95.2","7.9 %","86.5","","","0.6 %","82.5","2.0 %","85.0","0.2 %","","","","11.7 %","1257"
"Guillermo Mota","Dodgers","29","105.0","541","1037","1578","53.4 %","95.0","17.4 %","66.9","","","0.2 %","77.0","26.7 %","83.9","2.3 %","85.0","","","2.6 %","1467"
"Trevor Hoffman","Padres","35","9.0","48","92","140","66.4 %","84.5","","","","","5.7 %","72.6","27.9 %","74.2","","","","","","1035"
"Matt Miller","Rockies","31","4.1","33","53","86","51.2 %","86.2","34.9 %","77.0","","","","","14.0 %","77.9","","","","","","1754"
"Bronson Arroyo","Red Sox","26","17.1","75","149","224","48.9 %","88.3","17.5 %","76.2","","","27.8 %","75.1","5.8 %","79.4","","","","","0.5 %","978"
"Keith Foulke","Athletics","30","86.2","447","911","1358","54.8 %","89.1","11.5 %","81.4","","","0.8 %","77.8","32.9 %","76.0","","","","","10.3 %","231"
"Rafael Betancourt","Indians","28","38.0","198","391","589","78.8 %","90.5","5.5 %","79.1","","","12.4 %","77.6","3.4 %","81.4","","","","","3.9 %","177"
"Jose Valverde","Diamondbacks","25","50.1","312","545","857","67.6 %","91.5","14.8 %","82.2","","","1.8 %","80.1","5.9 %","82.8","10.0 %","79.6","","","6.7 %","1726"
"Mike Koplove","Diamondbacks","26","37.2","211","372","583","64.7 %","88.2","14.7 %","76.8","","","0.9 %","74.6","19.7 %","77.6","","","","","3.3 %","63"
"Pedro Martinez","Red Sox","31","186.2","968","1863","2831","57.5 %","89.8","8.6 %","83.7","","","14.7 %","74.6","19.2 %","79.7","","","","","0.1 %","200"
"Curtis Leskanic","- - -","35","52.2","322","503","825","52.3 %","93.0","39.6 %","85.5","","","5.0 %","82.1","3.1 %","84.8","","","","","7.0 %","694"
"Scott Strickland","Mets","27","20.0","134","214","348","64.7 %","91.0","30.6 %","81.0","","","0.3 %","76.0","4.3 %","81.4","","","","","0.6 %","897"
"David Riske","Indians","26","74.2","412","761","1173","85.6 %","90.3","4.1 %","82.4","","","1.1 %","79.1","8.6 %","79.5","0.7 %","72.1","","","3.7 %","402"
"Jason Schmidt","Giants","30","207.2","988","2111","3099","75.7 %","94.3","6.6 %","85.7","","","4.2 %","81.9","13.5 %","86.6","","","","","6.6 %","1131"
"Jason Isringhausen","Cardinals","30","42.0","239","438","677","66.6 %","92.7","11.1 %","88.7","","","17.9 %","79.6","3.9 %","83.9","0.5 %","87.0","","","13.3 %","1158"
"Wilson Alvarez","Dodgers","33","95.0","457","959","1416","70.1 %","88.1","1.1 %","77.6","","","12.8 %","74.1","16.1 %","77.6","","","","","","1193"
"Kevin Brown","Dodgers","38","211.0","1088","2014","3102","73.6 %","91.2","13.7 %","86.3","","","0.1 %","78.0","11.3 %","32.0","1.3 %","88.9","","","0.3 %","642"
"Mark Prior","Cubs","22","211.1","1130","2269","3399","66.8 %","92.7","1.4 %","82.5","","","28.7 %","79.4","3.1 %","83.6","","","","","3.2 %","301"
"Edwin Jackson","Dodgers","19","22.0","139","201","340","65.1 %","91.3","5.0 %","85.5","","","24.5 %","81.9","5.4 %","83.6","","","","","23.2 %","1841"
"Rich Rodriguez","Angels","40","3.2","24","38","62","39.0 %","84.0","42.4 %","81.0","","","","","18.6 %","81.5","","","","","4.8 %","1276"
"Octavio Dotel","Astros","29","87.0","451","900","1351","78.5 %","94.1","18.7 %","83.5","","","1.9 %","79.5","0.8 %","81.5","","","","","3.1 %","555"
"Jack Cressend","Indians","28","43.0","230","416","646","57.4 %","89.1","8.6 %","81.3","","","18.5 %","79.1","14.5 %","81.6","1.0 %","82.4","","","6.2 %","723"
"Brian Bowles","Blue Jays","26","7.0","55","81","136","75.0 %","5.7","8.3 %","1.0","","","","","16.7 %","1.2","","","","","47.1 %","1290"
"Oscar Villarreal","Diamondbacks","21","98.0","626","928","1554","53.4 %","90.5","36.7 %","83.0","","","0.8 %","80.1","8.5 %","81.1","0.6 %","84.1","","","6.3 %","1654"
"Tony Armas Jr.","Expos","25","31.0","181","299","480","55.6 %","90.3","29.6 %","80.5","","","8.4 %","74.7","6.4 %","76.9","","","","","18.3 %","761"
"Mike Crudale","- - -","26","20.2","160","193","353","63.6 %","88.7","11.6 %","81.2","","","13.6 %","76.7","11.3 %","79.3","","","","","12.2 %","1148"
"Matt Mantei","Diamondbacks","29","55.0","313","568","881","77.3 %","95.5","14.6 %","84.8","","","7.7 %","78.0","0.5 %","82.3","","","","","9.7 %","64"
"Matt Herges","- - -","33","79.0","471","800","1271","67.9 %","90.3","1.4 %","83.6","","","15.4 %","75.0","15.3 %","77.2","","","","","12.8 %","780"
"John Franco","Mets","42","34.1","222","320","542","68.3 %","87.1","11.2 %","82.8","","","0.6 %","","17.7 %","81.7","2.2 %","81.6","","","1.1 %","874"
"Joe Borowski","Cubs","32","68.1","399","756","1155","55.4 %","91.7","37.4 %","84.3","","","1.3 %","83.7","5.5 %","82.9","0.4 %","84.0","","","0.2 %","267"
"Eric Milton","Twins","27","17.0","65","173","238","57.7 %","88.5","4.1 %","82.0","","","18.8 %","64.1","19.4 %","78.4","","","","","28.6 %","743"
"Terry Adams","Phillies","30","68.0","391","642","1033","57.6 %","86.5","32.7 %","78.9","","","5.6 %","79.2","4.1 %","80.9","","","","","3.0 %","946"
"Jose Acevedo","Reds","25","27.0","117","256","373","64.2 %","90.9","19.5 %","82.1","","","10.0 %","79.3","6.2 %","81.3","","","","","1.1 %","307"
"Ben Weber","Angels","33","80.1","458","789","1247","69.7 %","90.2","18.1 %","82.7","","","0.1 %","73.0","12.1 %","59.7","","","","","9.2 %","41"
"Felix Heredia","- - -","28","87.0","487","770","1257","72.2 %","90.4","15.1 %","82.4","","","6.5 %","80.2","6.2 %","83.9","","","","","7.5 %","1304"
"Tim Hudson","Athletics","27","240.0","1237","2257","3494","58.8 %","90.1","12.5 %","81.3","","","3.5 %","73.2","10.4 %","79.1","14.7 %","83.2","","","10.4 %","921"
"Dan Plesac","Phillies","41","33.1","214","351","565","62.0 %","87.1","29.9 %","78.4","","","0.5 %","74.7","7.6 %","78.1","","","","","","1319"
"Will Cunnane","Braves","29","20.0","120","197","317","58.0 %","90.5","1.6 %","80.2","","","37.2 %","77.3","3.2 %","79.8","","","","","","274"
"Mark Guthrie","Cubs","37","42.2","279","407","686","49.6 %","87.2","20.9 %","78.1","","","10.6 %","71.9","19.0 %","81.0","","","","","2.3 %","876"
"Steve Colyer","Dodgers","24","19.2","114","195","309","69.8 %","93.1","22.8 %","83.8","","","1.8 %","80.5","5.7 %","81.0","","","","","9.1 %","1678"
"Brian Fuentes","Rockies","27","75.1","520","810","1330","81.9 %","89.2","4.5 %","75.1","","","10.2 %","72.2","3.4 %","69.3","","","","","8.7 %","429"
"Kelly Wunsch","White Sox","30","36.0","258","369","627","30.0 %","85.8","41.9 %","78.2","","","3.2 %","76.8","24.9 %","79.0","","","","","0.6 %","259"
"Al Levine","- - -","35","71.0","475","666","1141","70.3 %","88.5","18.5 %","82.2","","","","","11.1 %","81.5","0.1 %","82.0","","","3.0 %","20"
"Ugueth Urbina","- - -","29","77.0","444","810","1254","67.3 %","91.7","14.1 %","84.2","","","","","18.5 %","77.7","","","","","0.6 %","216"
"Mark Malaska","Devil Rays","25","16.0","131","170","301","63.7 %","87.5","23.0 %","78.2","","","12.0 %","77.4","1.4 %","81.0","","","","","3.0 %","1769"
"Kiko Calero","Cardinals","28","38.1","263","407","670","48.7 %","87.9","37.5 %","81.0","","","3.6 %","76.9","9.5 %","80.7","0.7 %","79.3","","","13.6 %","1676"
"Brandon Webb","Diamondbacks","24","180.2","1067","1761","2828","73.6 %","88.1","0.6 %","79.6","","","12.1 %","75.3","13.7 %","79.3","","","","","0.3 %","1692"
"Jose Santiago","Indians","28","31.2","218","335","553","82.5 %","89.8","8.4 %","80.2","","","7.9 %","79.4","1.3 %","82.7","","","","","0.9 %","972"
"Scot Shields","Angels","27","148.1","804","1477","2281","71.7 %","90.4","10.4 %","81.6","","","9.4 %","75.8","8.2 %","82.9","0.3 %","","","","5.4 %","35"
"Chris Hammond","Yankees","37","63.0","287","622","909","44.3 %","83.8","11.3 %","80.6","","","15.4 %","71.3","29.0 %","70.7","","","","","2.9 %","92"
"Tim Worrell","Giants","35","78.1","447","820","1267","65.0 %","88.4","14.6 %","82.4","","","2.0 %","70.7","13.2 %","80.3","5.2 %","83.6","","","11.6 %","1139"
"Eric Eckenstahler","Tigers","26","15.2","123","129","252","74.7 %","90.9","2.2 %","77.5","","","13.3 %","72.7","9.9 %","63.4","","","","","7.5 %","1600"
"Eddie Guardado","Twins","32","65.1","358","746","1104","72.4 %","88.8","16.2 %","81.3","","","2.1 %","64.8","9.3 %","78.9","","","","","12.4 %","727"
"Esteban Loaiza","White Sox","31","226.1","1171","2332","3503","70.8 %","88.4","16.2 %","81.7","","","0.8 %","75.3","12.2 %","79.9","","","","","0.4 %","1310"
"Luis Ayala","Expos","25","71.0","394","738","1132","68.5 %","90.0","18.4 %","79.1","","","3.8 %","70.9","9.3 %","75.7","","","","","25.6 %","1650"
"Francisco Cordero","Rangers","28","82.2","559","915","1474","63.8 %","95.9","24.5 %","86.5","","","0.9 %","","10.4 %","84.9","0.4 %","82.8","","","3.8 %","1243"
"Curt Schilling","Diamondbacks","36","168.0","745","1707","2452","53.4 %","91.5","10.3 %","83.9","","","3.9 %","72.0","8.8 %","82.4","23.6 %","83.9","","","6.5 %","73"
"Armando Benitez","- - -","30","73.0","498","794","1292","65.8 %","94.2","8.1 %","87.2","","","","","10.0 %","86.3","16.1 %","88.2","","","","865"
"Joe Nathan","Giants","28","79.0","505","790","1295","60.9 %","92.8","13.7 %","83.9","","","23.0 %","79.6","2.3 %","84.5","0.1 %","88.0","","","7.8 %","1122"
"Roy Oswalt","Astros","25","127.1","635","1288","1923","64.5 %","93.1","6.3 %","84.3","","","24.5 %","70.3","4.7 %","82.0","","","","","0.5 %","571"
"Bobby Seay","Devil Rays","25","9.0","70","88","158","60.1 %","89.5","21.0 %","74.1","","","17.5 %","71.9","1.4 %","81.0","","","","","9.5 %","1225"
"Josh Pearce","Cardinals","25","9.0","63","102","165","63.0 %","89.4","15.8 %","84.4","","","17.6 %","79.1","3.6 %","81.6","","","","","","1175"
"Josh Hancock","Phillies","25","3.0","11","29","40","70.0 %","89.5","7.5 %","78.3","","","20.0 %","76.2","2.5 %","81.0","","","","","","1606"
"Doug Linton","Blue Jays","38","9.0","52","84","136","53.3 %","85.6","17.0 %","80.4","","","19.3 %","77.0","10.4 %","79.7","","","","","0.7 %","1662"
"Masao Kida","Dodgers","34","12.0","77","118","195","52.8 %","89.9","2.6 %","","","","12.3 %","71.9","25.1 %","81.7","7.2 %","84.2","","","","1800"
"Paul Shuey","Dodgers","32","69.0","420","685","1105","58.3 %","92.9","","","","","18.5 %","78.9","6.6 %","87.4","16.6 %","89.8","","","4.3 %","406"
"Mike Gallo","Astros","26","30.0","154","278","432","60.1 %","88.7","6.3 %","79.0","","","27.2 %","74.6","6.5 %","79.0","","","","","3.7 %","1759"
"Phil Norton","- - -","27","18.0","105","158","263","53.2 %","88.9","6.0 %","78.7","","","30.0 %","76.9","10.7 %","80.4","","","","","11.4 %","1714"
"Francisco Rodriguez","Angels","21","86.0","487","795","1282","64.3 %","93.9","33.0 %","81.2","","","1.6 %","69.9","1.1 %","85.5","","","","","14.4 %","1642"
"Chad Bradford","Athletics","28","77.0","442","763","1205","79.5 %","82.0","11.7 %","70.1","","","1.9 %","68.8","6.9 %","72.2","","","","","8.1 %","904"
"Josh Beckett","Marlins","23","142.0","840","1455","2295","58.8 %","93.4","0.1 %","83.5","","","21.0 %","75.8","20.1 %","85.3","","","","","4.6 %","510"
"Joey Eischen","Expos","33","53.0","310","507","817","60.5 %","89.1","22.2 %","76.3","","","16.8 %","76.4","0.5 %","77.7","","","","","27.2 %","774"
"Johan Santana","Twins","24","158.1","889","1606","2495","63.8 %","90.6","16.2 %","81.1","","","4.5 %","77.6","15.5 %","77.9","","","","","1.1 %","755"
"David Weathers","Mets","33","87.2","591","898","1489","66.2 %","89.0","30.7 %","84.0","","","0.1 %","77.0","3.0 %","82.9","0.1 %","83.0","","","0.5 %","902"
"Juan Alvarez","Marlins","29","11.2","87","100","187","59.6 %","83.5","4.9 %","79.0","","","18.6 %","73.3","16.9 %","75.9","","","","","2.1 %","1432"
"Hideo Nomo","Dodgers","34","218.1","1202","2067","3269","55.2 %","86.6","1.8 %","76.1","","","1.3 %","74.4","8.8 %","76.9","32.9 %","76.7","","","3.4 %","666"
"Felix Rodriguez","Giants","30","61.0","412","643","1055","86.9 %","92.4","11.6 %","85.5","","","","","1.1 %","86.1","0.4 %","87.3","","","6.5 %","1127"
"Brian Shouse","Rangers","34","61.0","314","591","905","74.4 %","85.2","14.2 %","77.2","","","5.0 %","75.8","6.4 %","78.2","","","","","9.0 %","630"
"Carlos Zambrano","Cubs","22","214.0","1327","2077","3404","77.4 %","91.7","11.1 %","84.1","","","0.9 %","77.3","6.1 %","82.2","4.5 %","84.2","","","1.2 %","305"
"Chad Fox","- - -","32","43.1","314","459","773","54.9 %","92.9","28.9 %","84.0","","","4.0 %","82.0","5.6 %","84.0","6.6 %","84.5","","","0.3 %","684"
"Mark Mulder","Athletics","25","186.2","929","1690","2619","64.8 %","88.9","3.2 %","83.4","","","11.0 %","69.5","12.1 %","79.1","8.9 %","84.4","","","14.2 %","932"
"Julio Mateo","Mariners","25","85.2","417","789","1206","54.1 %","90.4","31.6 %","80.1","","","3.8 %","76.2","10.5 %","80.0","0.1 %","","","","0.7 %","1087"
"Tom Gordon","White Sox","35","74.0","426","795","1221","61.4 %","91.9","11.6 %","87.0","","","24.7 %","80.8","2.0 %","84.3","0.3 %","91.8","","","4.8 %","282"
"Jason Kershner","Blue Jays","26","54.0","258","507","765","53.8 %","88.1","12.5 %","78.7","","","3.0 %","73.3","30.7 %","79.9","","","","","4.1 %","1566"
"Al Reyes","Yankees","33","17.0","109","178","287","60.6 %","87.6","20.6 %","81.3","","","0.4 %","","18.5 %","80.9","","","","","","1005"
"Ron Mahay","Rangers","32","45.1","313","444","757","62.3 %","90.2","5.3 %","79.3","","","","","25.8 %","81.4","6.6 %","83.3","","","5.8 %","290"
"Kerry Wood","Cubs","26","211.0","1387","2155","3542","59.8 %","93.8","17.3 %","83.4","","","16.6 %","80.1","6.3 %","79.7","","","","","0.3 %","304"
"Dan Miceli","- - -","32","70.1","376","679","1055","61.6 %","90.4","20.3 %","80.3","","","3.8 %","78.5","10.7 %","80.2","3.6 %","81.9","","","8.3 %","1463"
"Livan Hernandez","Expos","28","233.1","1315","2256","3571","60.7 %","87.4","22.9 %","68.5","","","11.0 %","70.9","5.4 %","80.4","","","","","15.4 %","1116"
"Javier Vazquez","Expos","26","230.2","1276","2458","3734","57.6 %","88.1","5.5 %","74.8","","","20.9 %","71.9","16.0 %","77.4","0.0 %","84.0","","","15.5 %","801"
"Roy Halladay","Blue Jays","26","266.0","1139","2488","3627","66.4 %","90.1","1.2 %","75.2","","","31.2 %","73.9","1.1 %","65.0","0.2 %","86.2","","","8.7 %","1303"
"Ricardo Rincon","Athletics","33","55.1","381","531","912","55.0 %","87.5","30.3 %","82.2","","","","","14.6 %","81.7","0.1 %","85.0","","","12.8 %","401"
"Jamie Moyer","Mariners","40","215.0","1310","2137","3447","52.4 %","81.4","1.0 %","","","","13.3 %","72.4","33.4 %","74.2","","","","","3.5 %","1091"
"Steve Reed","Rockies","38","63.1","400","677","1077","56.0 %","85.1","34.4 %","74.1","","","1.1 %","74.6","8.5 %","75.8","","","","","7.7 %","1053"
"Kip Wells","Pirates","26","197.1","1218","1983","3201","61.5 %","91.9","9.0 %","84.5","","","17.1 %","78.8","12.3 %","83.8","","","","","10.5 %","1012"
"Kevin Gregg","Angels","25","24.2","140","242","382","72.6 %","65.5","10.0 %","82.4","","","4.0 %","79.7","10.5 %","82.2","2.9 %","74.3","","","0.5 %","1793"
"Doug Creek","Blue Jays","34","13.2","122","134","256","62.1 %","89.7","21.7 %","76.6","","","7.7 %","77.1","8.5 %","78.6","","","","","8.2 %","1202"
"Jose Contreras","Yankees","31","71.0","445","687","1132","56.4 %","88.1","11.7 %","83.7","","","2.4 %","77.9","9.4 %","76.6","20.3 %","75.8","","","7.5 %","1660"
"Jerome Williams","Giants","21","131.0","742","1299","2041","64.1 %","87.6","12.5 %","78.9","","","11.4 %","73.0","12.0 %","78.0","","","","","19.8 %","1137"
"Kyle Farnsworth","Cubs","27","76.1","475","804","1279","67.0 %","95.9","28.8 %","85.5","","","2.1 %","83.7","1.3 %","85.6","0.7 %","86.8","","","4.2 %","278"
"Barry Zito","Athletics","25","231.2","1468","2284","3752","59.8 %","84.9","0.1 %","69.0","","","23.7 %","69.2","16.4 %","74.9","","","","","7.5 %","944"
"Dontrelle Willis","Marlins","21","160.2","996","1665","2661","73.3 %","89.3","15.6 %","80.7","","","1.8 %","78.8","9.4 %","81.0","","","","","0.3 %","1703"
"Justin Duchscherer","Athletics","25","16.1","103","180","283","39.6 %","86.6","15.2 %","81.6","","","26.9 %","69.8","18.4 %","79.8","","","","","","910"
"Byung-Hyun Kim","- - -","24","122.1","646","1308","1954","56.6 %","86.9","31.2 %","79.1","","","","","12.3 %","79.3","","","","","0.2 %","61"
"Nelson Figueroa","Pirates","29","35.1","209","313","522","57.9 %","87.5","6.8 %","81.7","","","25.8 %","74.8","9.5 %","79.4","","","","","7.1 %","683"
"Doug Waechter","Devil Rays","22","35.1","200","343","543","67.1 %","91.5","19.5 %","81.6","","","2.0 %","80.9","11.4 %","81.6","","","","","17.7 %","1814"
"Scott Linebrink","- - -","26","92.1","578","945","1523","66.3 %","91.8","5.6 %","79.9","","","11.0 %","78.6","15.5 %","79.2","1.6 %","79.6","","","1.1 %","564"
"Scott Eyre","Giants","31","57.0","347","599","946","62.0 %","89.9","21.3 %","82.0","","","2.1 %","75.0","14.6 %","81.4","","","","","7.3 %","1300"
"Jamie Walker","Tigers","31","65.0","369","662","1031","40.9 %","86.5","30.4 %","77.0","","","2.1 %","74.5","26.6 %","78.6","","","","","6.0 %","502"
"Kerry Ligtenberg","Orioles","32","59.1","324","648","972","57.3 %","88.8","33.4 %","78.8","","","1.1 %","77.5","7.1 %","79.7","1.2 %","80.3","","","3.8 %","100"
"Pedro Feliciano","Mets","26","48.1","282","505","787","58.8 %","89.2","23.6 %","79.4","","","7.6 %","76.9","9.9 %","78.5","","","","","","1601"
"Turk Wendell","Phillies","36","64.0","401","597","998","44.8 %","86.2","44.3 %","78.3","","","3.9 %","77.2","6.9 %","79.2","","","","","0.1 %","975"
"Mike Mussina","Yankees","34","214.2","1067","2171","3238","55.2 %","89.4","4.0 %","82.8","","","26.5 %","77.8","9.7 %","79.0","4.5 %","84.7","0.1 %","72.7","0.1 %","837"
"B.J. Ryan","Orioles","27","50.1","347","562","909","71.9 %","88.9","25.1 %","82.1","","","0.1 %","78.0","2.8 %","42.9","","","","","3.3 %","168"
"Aquilino Lopez","Blue Jays","28","73.2","440","753","1193","47.0 %","88.4","39.9 %","80.0","","","0.9 %","78.9","11.1 %","82.0","1.1 %","83.9","","","8.6 %","1671"
"Brian Schmack","Tigers","29","13.0","77","112","189","66.9 %","88.0","11.1 %","81.0","","","0.6 %","78.0","21.6 %","81.1","","","","","4.2 %","1809"
"Troy Percival","Angels","33","49.1","347","576","923","81.1 %","95.0","0.1 %","79.0","","","10.2 %","78.2","8.6 %","80.7","","","","","5.5 %","29"
"Ray King","Braves","29","59.0","340","569","909","70.0 %","92.0","26.4 %","83.9","","","","","3.7 %","83.5","","","","","0.7 %","693"
"Eric Junge","Phillies","26","7.2","38","68","106","80.2 %","88.7","14.2 %","79.0","","","","","5.7 %","81.0","","","","","","1611"
"Tom Martin","Dodgers","33","51.0","309","538","847","70.4 %","92.3","8.7 %","79.2","","","15.9 %","76.4","5.0 %","81.2","","","","","6.4 %","1219"
"Dave Burba","Brewers","36","43.1","304","509","813","68.6 %","89.3","7.3 %","79.8","","","9.4 %","77.2","11.4 %","81.4","3.3 %","81.9","","","7.9 %","1239"
"Miguel Batista","Diamondbacks","32","193.1","1042","1833","2875","71.0 %","90.9","12.4 %","86.0","","","2.6 %","77.3","4.7 %","83.4","9.4 %","85.3","","","2.6 %","46"
"Mike Timlin","Red Sox","37","83.2","389","802","1191","93.3 %","91.4","2.1 %","88.3","","","","","1.5 %","83.9","3.0 %","87.8","","","0.5 %","1187"
"Ryan Franklin","Mariners","30","212.0","1124","2050","3174","57.2 %","88.3","21.1 %","83.3","","","8.3 %","73.9","13.2 %","78.8","0.2 %","84.4","","","3.3 %","1076"
"Mark Redman","Marlins","29","190.2","1198","1995","3193","60.4 %","85.3","2.2 %","78.4","","","9.7 %","70.7","27.7 %","77.3","","","","","5.3 %","491"
"CC Sabathia","Indians","22","197.2","1112","2032","3144","64.9 %","91.4","3.3 %","80.5","","","16.0 %","77.5","15.8 %","82.5","","","","","0.1 %","404"
"Brad Lidge","Astros","26","85.0","529","868","1397","64.7 %","94.5","28.1 %","86.1","","","0.7 %","83.0","6.4 %","38.7","0.2 %","87.0","","","2.6 %","563"
"Chad Gaudin","Devil Rays","20","40.0","245","424","669","67.0 %","89.8","28.0 %","79.9","","","0.8 %","77.5","4.3 %","83.2","","","","","","1783"
"Jason Stanford","Indians","26","50.0","273","500","773","53.1 %","87.3","13.5 %","80.1","","","10.3 %","73.2","23.1 %","76.1","","","","","10.9 %","1763"
"John Grabow","Pirates","24","5.0","31","64","95","46.3 %","91.1","37.9 %","82.4","","","1.1 %","76.0","14.7 %","82.4","","","","","","1848"
"Cliff Lee","Indians","24","52.1","301","506","807","79.0 %","88.4","4.4 %","84.1","","","8.2 %","72.4","8.4 %","82.6","","","","","12.8 %","1636"
"Vicente Padilla","Phillies","25","208.2","1112","2054","3166","79.4 %","90.3","7.8 %","81.9","","","9.2 %","73.9","3.6 %","82.3","","","","","0.1 %","964"
"Ben Howard","Padres","24","34.2","196","327","523","66.0 %","90.0","21.9 %","80.0","","","1.5 %","80.0","10.6 %","75.1","","","","","0.4 %","1452"
"Mike Neu","Athletics","25","42.0","306","409","715","57.7 %","86.8","0.2 %","83.0","","","11.9 %","74.0","29.1 %","80.4","1.2 %","","","","4.5 %","1685"
