"Name","Team","Age","IP","Balls","Strikes","Pitches","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","playerid"
"Mike Remlinger","Cubs","37","69.0","506","780","1286","69.7 %","90.3","6.6 %","81.3","","","0.8 %","78.6","22.9 %","82.1","","","","","2.4 %","111"
"Scott Sullivan","- - -","32","64.0","405","714","1119","65.7 %","87.5","28.1 %","76.2","","","0.7 %","72.4","5.5 %","76.1","","","","","8.0 %","357"
"Julian Tavarez","Pirates","30","83.2","459","740","1199","80.1 %","92.0","13.1 %","81.4","","","1.5 %","81.7","5.4 %","82.1","","","","","9.9 %","541"
"Kevin Correia","Giants","22","39.1","271","387","658","70.8 %","90.5","17.3 %","82.2","","","3.6 %","79.5","8.4 %","82.5","","","","","5.8 %","1767"
"Juan Rincon","Twins","24","85.2","547","951","1498","71.2 %","92.8","23.2 %","83.8","","","","","5.6 %","84.5","","","","","2.8 %","752"
"Tim Redding","Astros","25","176.0","1108","1820","2928","66.6 %","90.2","14.0 %","83.4","","","13.4 %","73.9","6.0 %","80.6","0.0 %","82.0","","","6.8 %","573"
"Braden Looper","Marlins","28","80.2","500","852","1352","91.6 %","93.8","6.7 %","87.6","","","0.2 %","84.0","1.5 %","86.9","0.1 %","86.0","","","4.0 %","526"
"Ricky Stone","Astros","28","83.0","486","774","1260","65.1 %","87.5","10.9 %","81.1","","","0.8 %","79.5","23.2 %","80.1","","","","","5.4 %","576"
"Javier Lopez","Rockies","25","58.1","320","541","861","63.3 %","85.3","23.0 %","76.0","","","3.9 %","70.1","9.8 %","75.6","","","","","10.7 %","1663"
"Dan Wheeler","Mets","25","51.0","252","478","730","32.4 %","88.4","14.2 %","84.3","","","18.9 %","76.5","34.3 %","83.8","0.1 %","85.0","","","0.7 %","120"
"Antonio Osuna","Yankees","30","50.2","325","565","890","60.8 %","93.1","14.4 %","84.2","","","0.5 %","81.3","22.0 %","78.5","2.3 %","79.3","","","1.0 %","249"
"Jeff Nelson","- - -","36","55.1","440","650","1090","44.5 %","91.1","49.7 %","78.8","","","0.3 %","75.0","5.5 %","79.2","","","","","4.0 %","1092"
"Cal Eldred","Cardinals","35","67.1","431","747","1178","80.7 %","90.1","2.7 %","80.4","","","14.2 %","76.3","2.5 %","81.7","","","","","10.5 %","1653"
"Sidney Ponson","- - -","26","216.0","1071","2010","3081","59.5 %","88.8","17.3 %","82.3","","","9.8 %","78.5","8.7 %","83.7","4.8 %","85.9","","","4.3 %","161"
"Matt Morris","Cardinals","28","172.1","855","1647","2502","58.8 %","88.2","","","","","35.0 %","70.3","6.3 %","75.0","","","","","11.2 %","1172"
"Darrell May","Royals","31","210.0","1165","2087","3252","63.0 %","84.6","12.6 %","79.7","","","4.9 %","76.7","19.6 %","78.8","","","","","7.6 %","613"
"Travis Harper","Devil Rays","27","93.0","506","882","1388","74.9 %","90.2","2.4 %","79.4","","","17.3 %","75.9","5.4 %","82.0","","","","","10.6 %","1211"
"Brian Anderson","- - -","31","197.2","1094","1875","2969","63.5 %","86.9","13.4 %","79.4","","","0.5 %","73.2","22.5 %","78.8","0.0 %","84.0","","","6.5 %","44"
"Steve Trachsel","Mets","32","204.2","1286","2039","3325","57.4 %","86.8","0.1 %","82.0","","","13.8 %","76.0","10.3 %","81.1","18.5 %","82.6","","","0.6 %","898"
"Joel Pineiro","Mariners","24","211.2","1284","2210","3494","61.7 %","91.0","9.9 %","84.1","","","14.0 %","76.3","14.4 %","83.3","","","","","2.9 %","1094"
"Eric DuBose","Orioles","27","73.2","429","712","1141","53.7 %","86.9","1.9 %","77.6","","","19.2 %","71.4","25.2 %","75.6","","","","","2.4 %","1633"
"Grant Roberts","Mets","25","19.0","96","184","280","69.7 %","88.2","18.4 %","85.5","","","11.1 %","77.0","0.8 %","82.0","","","","","6.8 %","894"
"Danys Baez","Indians","25","75.2","454","810","1264","84.3 %","92.7","1.8 %","85.6","","","5.4 %","79.7","0.7 %","83.6","7.9 %","87.5","","","5.4 %","367"
"Russ Ortiz","Braves","29","212.1","1464","2103","3567","76.0 %","89.5","3.9 %","82.0","","","8.0 %","79.0","12.2 %","82.2","","","","","0.3 %","1124"
"Steve Kline","Cardinals","30","63.2","418","579","997","58.1 %","87.5","36.9 %","80.6","","","0.4 %","75.0","4.7 %","80.8","","","","","14.6 %","1164"
"Jae Seo","Mets","26","188.1","1032","1909","2941","55.6 %","88.3","5.0 %","80.4","","","11.8 %","76.8","27.6 %","78.3","0.2 %","83.0","","","1.9 %","895"
"Mike Hampton","Braves","30","190.0","1107","1869","2976","79.0 %","88.2","6.7 %","84.1","","","2.4 %","75.8","11.9 %","82.8","","","","","0.7 %","430"
"Kazuhisa Ishii","Dodgers","29","147.0","1131","1537","2668","52.1 %","86.8","2.8 %","77.9","","","36.6 %","73.9","8.5 %","80.0","0.2 %","82.3","","","9.5 %","655"
"Allen Levrault","Marlins","25","28.0","211","315","526","72.7 %","88.6","15.3 %","83.1","","","5.0 %","74.3","7.0 %","82.7","","","","","13.1 %","925"
"Troy Brohawn","Dodgers","30","11.2","69","110","179","48.5 %","82.8","12.6 %","76.1","","","15.6 %","73.0","23.4 %","74.3","","","","","6.7 %","1110"
"Erasmo Ramirez","Rangers","27","49.0","233","511","744","62.0 %","84.3","","","","","13.3 %","66.9","24.7 %","68.0","","","","","7.9 %","1699"
"Kevin Gryboski","Braves","29","44.1","287","435","722","94.0 %","92.6","5.4 %","87.7","","","","","0.6 %","86.5","","","","","2.8 %","91"
"Bartolo Colon","White Sox","30","242.0","1213","2310","3523","75.4 %","92.3","6.0 %","84.4","","","6.2 %","80.5","12.3 %","80.8","0.1 %","85.5","","","0.4 %","375"
"Woody Williams","Cardinals","36","220.2","1302","2339","3641","59.0 %","88.7","8.1 %","84.5","","","20.9 %","77.2","12.0 %","80.5","","","","","12.8 %","1190"
"Roger Clemens","Yankees","40","211.2","1268","2190","3458","57.9 %","91.8","8.8 %","83.4","","","3.5 %","77.5","9.0 %","84.4","20.8 %","87.7","","","0.2 %","815"
"Geremi Gonzalez","Devil Rays","28","156.1","1077","1650","2727","73.5 %","88.9","14.7 %","81.6","","","5.4 %","79.8","6.3 %","80.5","","","","","0.6 %","1711"
"Jeremy Affeldt","Royals","24","126.0","779","1300","2079","61.6 %","92.8","0.2 %","81.3","","","20.7 %","74.4","17.6 %","84.3","","","","","2.9 %","583"
"Greg Maddux","Braves","37","218.1","997","1938","2935","70.8 %","85.4","1.1 %","80.9","","","4.9 %","74.5","23.2 %","80.4","0.1 %","","","","1.0 %","104"
"Jim Brower","Giants","30","100.0","632","909","1541","71.6 %","89.5","15.0 %","83.6","","","2.9 %","77.9","10.5 %","80.0","","","","","6.1 %","313"
"Amaury Telemaco","Phillies","29","45.1","238","431","669","51.0 %","87.5","32.8 %","83.4","","","0.2 %","79.0","8.3 %","81.8","7.8 %","83.4","","","0.3 %","1802"
"Scott Stewart","Expos","27","43.0","260","439","699","54.8 %","86.7","26.4 %","81.9","","","6.2 %","78.4","12.6 %","79.1","","","","","21.5 %","797"
"Al Leiter","Mets","37","180.2","1338","1908","3246","61.9 %","88.7","13.8 %","79.0","","","10.8 %","77.6","13.5 %","80.6","","","","","1.0 %","883"
"Jared Fernandez","Astros","31","38.1","209","369","578","6.8 %","78.2","","","","","2.6 %","71.5","","","","","90.7 %","65.6","12.8 %","324"
"Horacio Ramirez","Braves","23","182.1","1127","1715","2842","63.1 %","88.4","19.3 %","83.4","","","1.5 %","78.2","16.1 %","82.4","","","","","4.0 %","110"
"Tommy Phelps","Marlins","29","63.0","396","627","1023","53.9 %","86.3","8.6 %","80.9","","","15.7 %","74.9","21.9 %","80.1","","","","","2.2 %","1665"
"Kevin Millwood","Phillies","28","222.0","1296","2191","3487","68.9 %","89.7","16.6 %","82.9","","","11.6 %","69.9","2.9 %","82.0","","","","","0.6 %","106"
"Andy Pettitte","Yankees","31","208.1","1203","2184","3387","64.3 %","89.5","10.6 %","83.6","","","18.3 %","74.1","6.8 %","80.9","","","","","0.4 %","840"
"Carlos Pulido","Twins","31","15.2","90","156","246","67.2 %","88.4","5.1 %","82.1","","","1.5 %","77.5","26.3 %","79.4","","","","","19.5 %","1815"
"Darren Dreifort","Dodgers","31","60.1","358","634","992","59.0 %","92.2","31.1 %","83.9","","","2.3 %","81.7","6.8 %","84.0","0.9 %","82.5","","","","647"
"Doug Davis","- - -","27","109.1","728","1178","1906","57.8 %","85.0","6.9 %","79.6","","","13.9 %","69.0","21.3 %","58.5","","","","","13.7 %","1244"
"Jason Bere","Indians","32","6.2","45","59","104","66.4 %","88.6","","","","","14.4 %","77.2","14.4 %","80.1","4.8 %","82.6","","","","266"
"Kazuhiro Sasaki","Mariners","35","33.1","221","378","599","54.3 %","88.4","0.5 %","75.0","","","8.5 %","74.5","3.0 %","80.5","33.7 %","80.6","","","5.3 %","1098"
"Justin Speier","Rockies","29","73.1","430","816","1246","57.0 %","89.9","29.4 %","83.2","","","1.1 %","71.0","5.1 %","79.6","7.5 %","83.6","","","11.4 %","451"
"Stephen Randolph","Diamondbacks","29","60.0","488","648","1136","65.5 %","90.8","17.4 %","83.1","","","1.5 %","81.8","15.7 %","81.0","","","","","3.1 %","1655"
"Gabe White","- - -","31","46.2","209","482","691","72.5 %","88.8","11.4 %","80.6","","","7.4 %","79.4","8.7 %","79.7","","","","","8.5 %","360"
"Dustin Hermanson","- - -","30","68.2","441","671","1112","67.1 %","89.4","19.7 %","83.3","","","0.2 %","76.0","9.8 %","82.5","3.2 %","83.9","","","20.2 %","195"
"Tim Spooneybarger","Marlins","23","42.0","222","346","568","76.1 %","91.6","19.4 %","83.2","","","3.2 %","80.3","0.9 %","82.5","0.4 %","84.0","","","4.9 %","1484"
"Danny Patterson","Tigers","32","17.2","92","178","270","61.8 %","90.7","2.9 %","81.0","","","4.2 %","77.3","23.5 %","80.0","7.6 %","79.3","","","11.9 %","485"
"Mike MacDougal","Royals","26","64.0","445","661","1106","67.6 %","95.6","24.7 %","80.1","","","5.6 %","82.4","2.0 %","85.7","0.1 %","88.0","","","5.2 %","612"
"Adam Eaton","Padres","25","183.0","1134","1922","3056","59.4 %","91.5","4.9 %","82.8","","","21.6 %","73.9","14.0 %","80.3","","","","","7.0 %","1029"
"Kurt Ainsworth","- - -","24","68.1","410","697","1107","61.9 %","85.8","13.1 %","79.8","","","17.1 %","70.1","7.9 %","76.4","","","","","7.1 %","1431"
"Pat Hentgen","Orioles","34","160.2","968","1598","2566","59.5 %","86.3","6.7 %","83.2","","","16.1 %","72.2","17.7 %","70.7","","","","","5.7 %","145"
"Tim Wakefield","Red Sox","36","202.1","1106","2070","3176","9.0 %","72.2","0.0 %","67.0","","","6.8 %","60.3","0.2 %","70.0","","","84.0 %","65.5","0.3 %","219"
"Matt Clement","Cubs","28","201.2","1180","1968","3148","61.6 %","90.4","25.2 %","83.0","","","9.8 %","84.2","3.5 %","80.1","","","","","2.8 %","271"
"Brian Reith","Reds","25","61.1","448","620","1068","66.1 %","91.3","22.7 %","84.1","","","1.6 %","70.0","9.3 %","83.5","0.2 %","85.0","","","18.5 %","347"
"Jake Peavy","Padres","22","194.2","1189","2034","3223","57.7 %","90.0","18.6 %","80.8","","","2.5 %","78.0","21.1 %","82.0","0.0 %","90.0","","","5.8 %","1051"
"Brandon Lyon","Red Sox","23","59.0","332","631","963","68.0 %","92.2","14.5 %","85.4","","","10.6 %","77.1","7.0 %","83.7","","","","","1.7 %","1312"
"Brad Penny","Marlins","25","196.1","1048","2008","3056","60.6 %","93.2","0.1 %","85.7","","","27.9 %","76.3","11.4 %","82.5","0.0 %","76.0","","","3.0 %","535"
"Julio Manon","Expos","30","28.1","190","287","477","68.3 %","90.2","11.0 %","78.5","","","5.0 %","78.3","15.7 %","76.6","","","","","23.9 %","1732"
"Wade Miller","Astros","26","187.1","1193","1930","3123","69.3 %","91.9","9.3 %","87.3","","","14.6 %","78.1","6.9 %","82.9","","","","","0.3 %","568"
"Ron Villone","Astros","33","106.2","703","1087","1790","75.7 %","89.8","14.4 %","83.8","","","1.0 %","78.0","8.9 %","81.8","","","","","0.1 %","1010"
"David Wells","Yankees","40","213.0","883","2118","3001","64.4 %","88.3","0.4 %","81.0","","","26.4 %","72.1","8.8 %","79.5","","","","","0.0 %","855"
"Mark Buehrle","White Sox","24","230.1","1256","2242","3498","61.7 %","86.1","7.8 %","81.8","","","10.4 %","75.0","20.1 %","79.0","","","","","6.0 %","225"
"Nate Field","Royals","27","21.2","143","223","366","68.2 %","93.0","24.3 %","83.3","","","0.6 %","82.0","6.9 %","84.9","","","","","1.1 %","599"
"Grant Balfour","Twins","25","26.0","172","298","470","76.4 %","93.4","13.9 %","84.0","","","2.9 %","82.3","6.8 %","82.9","","","","","12.6 %","718"
"Tomo Ohka","Expos","27","199.0","1013","1962","2975","60.9 %","89.0","16.5 %","83.4","","","3.9 %","73.2","9.6 %","81.8","9.1 %","82.6","","","15.9 %","788"
"Scott Williamson","- - -","27","62.2","404","630","1034","62.9 %","92.9","25.6 %","85.7","","","0.3 %","59.0","2.6 %","84.5","8.7 %","86.4","","","13.1 %","361"
"Arthur Rhodes","Mariners","33","54.0","311","569","880","73.6 %","92.1","17.6 %","81.6","","","3.9 %","79.3","5.0 %","82.3","","","","","3.8 %","1097"
"Scott Schoeneweis","- - -","29","64.2","331","661","992","82.5 %","91.8","13.6 %","83.6","","","0.4 %","80.3","3.5 %","82.0","","","","","4.9 %","33"
"Jason Johnson","Orioles","29","189.2","1260","1977","3237","67.6 %","91.8","0.3 %","84.0","","","26.2 %","80.1","5.9 %","83.5","","","","","0.5 %","147"
"Zach Day","Expos","25","131.1","844","1228","2072","73.2 %","89.4","15.8 %","83.0","","","4.2 %","79.5","6.9 %","82.1","","","","","32.6 %","1496"
"Brian Lawrence","Padres","27","210.2","1110","2005","3115","56.3 %","82.5","26.4 %","75.6","","","1.3 %","67.7","15.9 %","77.1","0.1 %","82.5","","","6.7 %","1045"
"Jeff Suppan","- - -","28","204.0","1160","2042","3202","63.5 %","88.6","7.1 %","82.4","","","15.0 %","72.4","14.0 %","80.7","0.3 %","83.3","","","17.7 %","633"
"Brandon Villafuerte","Padres","27","40.2","294","415","709","69.4 %","89.6","11.0 %","83.6","","","15.1 %","81.0","4.4 %","83.4","0.2 %","83.0","","","3.7 %","1059"
"Victor Zambrano","Devil Rays","27","188.1","1338","1796","3134","66.9 %","90.0","19.0 %","82.6","","","1.5 %","82.5","7.3 %","68.6","5.3 %","85.7","","","2.9 %","1237"
"John Halama","Athletics","31","108.2","620","1046","1666","49.0 %","79.9","12.2 %","77.9","","","8.3 %","66.1","30.6 %","75.0","","","","","22.2 %","1080"
"Randy Wolf","Phillies","26","200.0","1177","2098","3275","58.4 %","88.2","3.8 %","79.2","","","21.6 %","67.3","16.1 %","71.3","0.1 %","83.7","","","0.9 %","976"
"Alan Embree","Red Sox","33","55.0","269","551","820","92.2 %","93.2","4.2 %","79.4","","","1.7 %","77.5","2.0 %","80.3","","","","","","1030"
"Randy Johnson","Diamondbacks","39","114.0","606","1203","1809","55.3 %","92.7","37.9 %","83.0","","","0.1 %","80.0","5.5 %","83.7","1.3 %","84.4","","","9.9 %","60"
"Jamey Wright","Royals","28","25.1","155","218","373","57.9 %","88.5","14.2 %","82.3","","","16.4 %","76.1","11.5 %","81.1","","","","","","715"
"Chris Reitsma","Reds","25","84.0","454","808","1262","67.9 %","92.5","0.5 %","79.5","","","10.3 %","76.8","21.3 %","75.8","","","","","11.7 %","348"
"Darren Holmes","Braves","37","42.0","230","486","716","74.6 %","89.2","5.9 %","82.3","","","15.4 %","78.8","3.9 %","81.9","0.3 %","86.5","","","2.2 %","95"
"Kelvim Escobar","Blue Jays","27","180.1","1127","1857","2984","59.9 %","92.5","5.2 %","86.7","","","11.6 %","80.6","8.4 %","82.8","15.0 %","84.6","","","12.2 %","1298"
"Carl Pavano","Marlins","27","201.0","1083","1973","3056","64.7 %","90.7","22.1 %","82.6","","","0.5 %","78.4","12.6 %","82.3","0.1 %","83.7","","","1.6 %","790"
"Jason Boyd","Indians","30","52.1","340","508","848","58.4 %","89.6","38.9 %","86.3","","","","","2.6 %","82.2","0.1 %","86.0","","","6.3 %","1020"
"Matt Ford","Brewers","22","43.2","300","505","805","71.0 %","88.7","3.5 %","79.5","","","11.2 %","77.7","14.4 %","79.0","","","","","18.6 %","1674"
"Lance Carter","Devil Rays","28","79.0","442","741","1183","54.6 %","87.0","2.1 %","80.2","","","16.0 %","76.8","27.3 %","80.5","","","","","10.7 %","1592"
"Jake Westbrook","Indians","25","133.0","822","1268","2090","74.2 %","90.2","2.4 %","82.8","","","6.2 %","80.5","17.2 %","81.2","","","","","4.6 %","412"
"Ted Lilly","Athletics","27","178.1","1030","1899","2929","49.4 %","87.7","7.3 %","81.3","","","15.8 %","74.2","27.5 %","80.0","","","","","8.8 %","833"
"Claudio Vargas","Expos","25","114.0","729","1153","1882","73.4 %","91.8","10.8 %","81.2","","","6.9 %","79.1","9.0 %","82.3","","","","","18.7 %","1695"
"Roberto Hernandez","Braves","38","60.0","446","632","1078","73.8 %","94.9","11.3 %","87.5","","","","","1.3 %","87.2","13.6 %","87.2","","","1.6 %","605"
"Leo Estrella","Brewers","28","66.0","368","615","983","73.2 %","92.0","21.9 %","85.9","","","0.1 %","","4.8 %","83.9","","","","","6.1 %","277"
"Charles Nagy","Padres","36","12.1","71","121","192","55.2 %","85.7","0.5 %","81.0","","","29.2 %","75.9","15.1 %","79.6","","","","","","397"
"Jorge Julio","Orioles","24","61.2","465","642","1107","82.2 %","95.4","15.5 %","84.3","","","0.3 %","82.3","1.8 %","83.0","0.3 %","86.0","","","2.2 %","148"
"Jarrod Washburn","Angels","28","207.1","1167","2065","3232","70.6 %","87.6","8.6 %","79.8","","","4.4 %","75.8","16.3 %","80.1","","","","","9.5 %","40"
"Brett Myers","Phillies","22","193.0","1087","1926","3013","56.4 %","87.4","0.1 %","82.0","","","29.8 %","73.4","13.7 %","79.4","","","","","0.2 %","962"
"Carlos Silva","Phillies","24","87.1","532","829","1361","81.2 %","91.8","15.4 %","81.2","","","0.9 %","78.0","2.5 %","82.0","","","","","0.3 %","973"
"Ben Sheets","Brewers","24","220.2","1149","2208","3357","62.0 %","91.7","0.4 %","83.1","","","32.8 %","79.9","4.8 %","84.0","0.0 %","86.0","","","6.3 %","710"
"Mike Matthews","Padres","29","64.2","428","626","1054","67.4 %","90.6","25.7 %","80.0","","","1.5 %","59.2","5.4 %","80.9","","","","","8.9 %","1170"
"Rich Harden","Athletics","21","74.2","519","797","1316","67.7 %","92.4","10.5 %","84.8","","","4.7 %","81.5","7.5 %","83.8","9.6 %","85.3","","","5.1 %","1772"
"John Bale","Reds","29","46.1","282","482","764","61.2 %","88.9","0.8 %","76.6","","","24.1 %","72.4","13.9 %","81.0","","","","","17.0 %","864"
"Derek Lowe","Red Sox","30","203.1","1199","1938","3137","79.9 %","87.2","1.9 %","81.3","","","7.2 %","77.4","11.0 %","82.0","","","","","0.2 %","199"
"Josh Towers","Blue Jays","26","64.1","285","625","910","66.1 %","88.2","15.3 %","82.0","","","8.3 %","75.5","10.2 %","79.4","","","","","1.1 %","1489"
"Brad Radke","Twins","30","212.1","964","2166","3130","65.9 %","88.4","4.6 %","81.2","","","5.3 %","77.3","24.1 %","77.8","0.0 %","","","","5.8 %","748"
"Jeremy Fikac","Athletics","28","16.0","130","148","278","39.7 %","87.8","26.0 %","82.0","","","6.1 %","77.7","28.2 %","80.2","","","","","0.4 %","1031"
"Mark Watson","Reds","29","2.0","15","21","36","50.0 %","91.6","44.4 %","83.5","","","2.8 %","","","","2.8 %","","","","","1526"
"Geoff Geary","Phillies","26","6.0","40","69","109","71.7 %","90.7","7.1 %","83.3","","","15.2 %","78.0","6.1 %","85.0","","","","","9.2 %","1813"
"Valerio de los Santos","- - -","30","52.0","335","544","879","82.0 %","91.2","4.9 %","85.2","","","0.4 %","84.0","12.1 %","83.8","0.6 %","86.7","","","11.4 %","681"
"Jesus Colome","Devil Rays","25","74.0","504","784","1288","87.4 %","94.8","10.8 %","86.6","","","","","1.9 %","86.9","","","","","7.5 %","1198"
"Jon Garland","White Sox","23","191.2","1156","1878","3034","66.8 %","90.5","10.2 %","84.9","","","10.2 %","76.5","12.9 %","80.0","","","","","2.0 %","232"
"Freddy Garcia","Mariners","26","201.1","1326","2047","3373","61.8 %","89.5","7.1 %","83.7","","","17.1 %","77.4","13.9 %","82.0","","","","","0.4 %","1077"
"Odalis Perez","Dodgers","26","185.1","972","1881","2853","53.2 %","89.3","17.7 %","81.6","","","4.6 %","77.8","24.6 %","83.5","","","","","7.9 %","668"
"Tom Glavine","Mets","37","183.1","1183","1742","2925","65.0 %","83.2","0.3 %","82.3","","","3.7 %","72.5","31.2 %","78.7","","","","","4.6 %","90"
"Kirk Rueter","Giants","32","147.0","1007","1414","2421","80.3 %","84.1","1.3 %","74.4","","","8.1 %","74.2","10.3 %","76.9","","","","","7.4 %","1128"
"Jay Witasick","Padres","30","45.2","307","449","756","59.8 %","92.9","32.2 %","83.1","","","4.3 %","82.0","3.7 %","84.0","","","","","2.3 %","1138"
"Rick Bauer","Orioles","26","61.1","379","607","986","71.2 %","90.2","19.3 %","79.8","","","1.7 %","77.1","7.6 %","81.0","0.2 %","","","","0.6 %","125"
"Mike Stanton","Mets","36","45.1","285","439","724","57.0 %","88.3","14.9 %","83.1","","","12.5 %","71.9","15.6 %","80.6","","","","","1.8 %","849"
"Kenny Rogers","Twins","38","195.0","1131","1978","3109","53.4 %","84.8","7.7 %","80.4","","","12.6 %","70.5","26.4 %","80.1","","","","","8.5 %","1277"
"Gil Meche","Mariners","24","186.1","1174","1883","3057","59.2 %","92.8","10.9 %","84.2","","","16.8 %","79.3","13.2 %","84.2","","","","","0.4 %","1089"
"Garrett Stephenson","Cardinals","31","174.1","1065","1693","2758","68.1 %","83.0","","","","","15.5 %","70.8","16.3 %","77.8","","","","","25.0 %","1185"
"Shawn Chacon","Rockies","25","137.0","862","1343","2205","58.5 %","87.0","4.7 %","79.3","","","21.9 %","70.9","14.9 %","72.6","","","","","7.3 %","424"
"Kyle Lohse","Twins","24","201.0","1050","1989","3039","64.6 %","92.3","16.9 %","85.5","","","10.1 %","76.2","8.4 %","83.3","","","","","3.1 %","739"
"Jimmy Gobble","Royals","21","52.2","296","535","831","64.8 %","88.7","","","","","21.8 %","74.8","13.4 %","82.3","","","","","0.1 %","1791"
"Trever Miller","Blue Jays","30","52.2","351","529","880","65.2 %","88.5","26.7 %","80.0","","","3.6 %","77.0","4.5 %","79.5","","","","","7.2 %","1672"
"Runelvys Hernandez","Royals","25","91.2","551","882","1433","58.4 %","85.3","11.5 %","82.2","","","8.0 %","75.8","22.1 %","75.9","","","","","0.6 %","1528"
"Jorge Sosa","Devil Rays","26","128.2","813","1311","2124","66.7 %","92.7","22.1 %","83.7","","","0.1 %","79.0","11.2 %","84.0","","","","","12.3 %","1228"
"Jason Shiell","Red Sox","26","23.1","182","257","439","62.8 %","90.8","20.2 %","86.5","","","13.3 %","71.6","3.7 %","82.1","","","","","2.1 %","1625"
"John Lackey","Angels","24","204.0","1212","2076","3288","66.8 %","90.4","4.3 %","81.4","","","22.6 %","79.5","6.3 %","80.2","","","","","9.3 %","1507"
"Chris Capuano","Diamondbacks","24","33.0","198","326","524","64.3 %","87.9","9.2 %","76.7","","","9.4 %","76.4","17.2 %","76.4","","","","","","1701"
"Paul Wilson","Reds","30","166.2","946","1645","2591","57.3 %","88.1","2.7 %","78.6","","","12.7 %","72.7","27.2 %","78.3","","","","","11.1 %","1234"
"Rocky Biddle","Expos","27","71.2","475","715","1190","62.5 %","91.0","10.6 %","82.8","","","21.5 %","77.3","4.7 %","83.5","0.7 %","82.8","","","20.6 %","223"
"Trey Hodges","Braves","25","65.2","436","708","1144","47.3 %","85.7","30.1 %","80.1","","","9.2 %","76.2","13.4 %","77.5","","","","","3.0 %","1608"
"Pete Munro","Astros","28","54.0","367","544","911","75.1 %","88.8","8.9 %","84.8","","","1.9 %","74.5","14.1 %","81.7","","","","","1.4 %","1546"
"Michael Tejera","Marlins","26","81.0","544","786","1330","54.7 %","88.8","5.4 %","78.6","","","22.4 %","74.5","17.5 %","79.8","","","","","1.5 %","542"
"Nate Cornejo","Tigers","23","194.2","1177","1808","2985","73.0 %","87.3","12.9 %","81.9","","","3.1 %","79.6","11.0 %","81.2","0.1 %","85.3","","","6.4 %","462"
"Chris Spurling","Tigers","26","77.0","438","740","1178","66.0 %","90.8","28.0 %","82.8","","","0.2 %","78.5","5.5 %","83.2","0.4 %","90.5","","","8.2 %","1668"
"Jason Davis","Indians","23","165.1","884","1581","2465","70.1 %","92.0","6.6 %","82.2","","","1.3 %","80.6","8.4 %","83.0","13.6 %","83.0","","","0.5 %","1598"
"Mike DeJean","- - -","32","82.2","503","805","1308","61.9 %","92.2","20.4 %","84.0","","","0.2 %","81.0","1.9 %","83.2","15.6 %","84.6","","","9.3 %","682"
"Dave Veres","Cubs","36","32.2","188","334","522","47.3 %","85.3","4.7 %","77.4","","","0.4 %","76.0","15.9 %","77.9","31.8 %","77.4","","","2.3 %","1188"
"A.J. Burnett","Marlins","26","23.0","186","227","413","73.9 %","92.8","1.0 %","82.0","","","17.4 %","77.8","7.8 %","83.2","","","","","","512"
"Dave Lee","Indians","30","7.2","55","80","135","84.4 %","90.7","10.4 %","80.9","","","3.0 %","76.8","2.2 %","80.7","","","","","","1843"
"Nate Bump","Marlins","26","36.1","252","370","622","75.4 %","88.6","0.6 %","79.0","","","14.3 %","73.8","9.7 %","78.7","","","","","0.2 %","1755"
"Chad Zerbe","Giants","31","49.2","258","460","718","69.6 %","87.5","11.2 %","80.7","","","9.1 %","74.1","10.1 %","77.5","","","","","7.9 %","1140"
"John Foster","Brewers","25","21.0","180","244","424","58.8 %","89.4","27.1 %","79.0","","","6.3 %","73.1","7.8 %","83.0","","","","","6.1 %","86"
"Brian Meadows","Pirates","27","76.1","360","775","1135","52.2 %","90.8","14.6 %","80.6","","","18.7 %","81.4","14.6 %","69.3","","","","","17.1 %","998"
"Scott Service","- - -","36","34.1","203","369","572","38.5 %","86.1","22.1 %","76.2","","","21.4 %","75.1","16.3 %","81.9","1.8 %","","","","0.2 %","1684"
"Sterling Hitchcock","- - -","32","87.2","590","932","1522","63.1 %","85.7","4.6 %","80.7","","","8.5 %","71.9","20.7 %","78.7","3.3 %","79.6","","","5.2 %","824"
"T.J. Tucker","Expos","24","80.0","490","805","1295","62.6 %","88.7","23.8 %","82.5","","","10.2 %","78.1","3.3 %","79.5","0.1 %","84.0","","","14.4 %","800"
"Brian Tallet","Indians","25","19.0","130","187","317","76.6 %","88.3","14.2 %","81.0","","","","","9.2 %","81.4","","","","","0.3 %","1646"
"Mike Venafro","Devil Rays","29","19.0","116","200","316","56.8 %","84.5","15.0 %","73.8","","","11.9 %","70.3","16.3 %","74.8","","","","","7.0 %","943"
"Gary Glover","- - -","26","62.2","436","686","1122","64.1 %","91.4","16.1 %","84.9","","","15.2 %","75.6","4.4 %","82.9","0.1 %","88.0","","","3.4 %","234"
"Salomon Torres","Pirates","31","121.0","724","1131","1855","63.8 %","91.0","12.5 %","83.2","","","18.1 %","78.2","5.6 %","83.9","","","","","3.1 %","1628"
"Scott Sauerbeck","- - -","31","56.2","424","611","1035","33.2 %","86.5","10.6 %","76.5","","","50.7 %","75.8","5.6 %","78.5","","","","","5.0 %","1007"
"Jeff D'Amico","Pirates","27","175.1","923","1731","2654","59.8 %","86.7","1.2 %","83.3","","","28.9 %","72.7","10.2 %","80.3","","","","","13.5 %","871"
