"Name","Team","Age","IP","Balls","Strikes","Pitches","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","playerid"
"Matt Cain","Giants","22","200.0","1237","2114","3351","64.5 %","93.2","16.5 %","85.7","","","8.7 %","75.8","10.4 %","86.5","","","","","2.5 %","4732"
"Justin Miller","Marlins","29","61.2","414","664","1078","48.9 %","91.0","46.1 %","79.9","","","0.5 %","78.0","1.4 %","80.4","3.1 %","80.3","","","4.2 %","1313"
"Scott Proctor","- - -","30","86.1","555","923","1478","70.9 %","93.5","14.4 %","84.5","","","8.8 %","74.9","5.9 %","85.5","","","","","1.6 %","1911"
"Justin Verlander","Tigers","24","201.2","1227","2127","3354","62.3 %","94.8","","","","","18.9 %","80.2","18.8 %","82.7","","","","","1.4 %","8700"
"Gil Meche","Royals","28","216.0","1296","2283","3579","48.4 %","92.2","15.8 %","87.5","","","22.2 %","77.3","13.7 %","83.0","","","","","2.4 %","1089"
"Yovani Gallardo","Brewers","21","110.1","641","1130","1771","67.6 %","91.2","6.8 %","83.2","","","21.1 %","77.8","4.6 %","83.0","","","","","2.4 %","8173"
"Saul Rivera","Nationals","29","93.0","571","913","1484","47.5 %","88.6","31.6 %","83.5","13.5 %","88.2","0.1 %","79.0","7.4 %","82.8","","","","","2.4 %","2027"
"Renyel Pinto","Marlins","24","58.2","387","534","921","52.6 %","89.0","15.1 %","79.2","","","","","32.3 %","79.9","","","","","4.6 %","2180"
"Heath Phillips","White Sox","25","7.1","46","71","117","26.8 %","86.9","31.3 %","81.2","","","12.5 %","71.1","29.5 %","78.0","","","","","4.3 %","3396"
"Matt Garza","Twins","23","83.0","536","918","1454","63.3 %","94.2","16.6 %","83.7","","","10.5 %","75.2","9.6 %","82.9","","","","","1.5 %","3340"
"Zack Greinke","Royals","23","122.0","759","1324","2083","66.2 %","94.0","19.2 %","84.7","","","7.5 %","77.1","7.2 %","84.0","","","","","2.2 %","1943"
"Jeremy Guthrie","Orioles","28","175.1","970","1707","2677","67.8 %","93.4","22.4 %","83.7","","","4.5 %","74.9","5.3 %","82.8","","","","","1.8 %","2072"
"Adam Wainwright","Cardinals","25","202.0","1202","1973","3175","53.9 %","89.4","16.5 %","83.5","","","18.6 %","72.3","11.1 %","81.3","","","","","1.3 %","2233"
"Chien-Ming Wang","Yankees","27","199.1","1092","1769","2861","76.4 %","92.7","16.2 %","83.9","","","","","6.2 %","79.9","1.2 %","86.6","","","0.8 %","2074"
"Scott Linebrink","- - -","30","70.1","435","711","1146","68.9 %","92.3","8.4 %","79.5","","","0.1 %","79.0","20.8 %","81.1","1.8 %","79.3","","","2.4 %","564"
"Roy Halladay","Blue Jays","30","225.1","1128","2202","3330","47.0 %","91.1","","","25.2 %","89.8","21.9 %","77.7","6.0 %","83.3","","","","","2.0 %","1303"
"Juan Salas","Devil Rays","28","36.1","263","387","650","44.0 %","91.7","13.9 %","81.7","42.0 %","91.0","","","0.2 %","","","","","","0.5 %","2533"
"Orlando Hernandez","Mets","37","147.2","1012","1473","2485","52.0 %","86.6","24.7 %","73.7","","","15.3 %","67.7","8.1 %","80.5","","","","","1.9 %","823"
"Aaron Harang","Reds","29","231.2","1182","2409","3591","69.1 %","90.1","19.5 %","82.7","0.9 %","87.4","4.5 %","75.1","6.0 %","82.2","","","","","1.4 %","1451"
"Javier Vazquez","White Sox","30","216.2","1208","2257","3465","53.0 %","91.8","17.6 %","83.5","4.2 %","86.9","10.8 %","74.8","14.2 %","81.8","0.3 %","80.4","","","1.7 %","801"
"A.J. Burnett","Blue Jays","30","165.2","1024","1625","2649","66.7 %","95.1","","","","","26.3 %","82.1","7.1 %","88.1","","","","","1.6 %","512"
"Julio Mateo","Mariners","29","12.0","66","148","214","43.6 %","89.6","37.6 %","81.3","","","8.9 %","75.8","9.9 %","82.0","","","","","4.7 %","1087"
"Seth McClung","Brewers","26","12.0","78","130","208","75.9 %","96.0","6.3 %","84.5","","","16.4 %","79.0","1.5 %","83.7","","","","","0.5 %","1657"
"Manny Parra","Brewers","24","26.1","156","248","404","64.8 %","91.4","0.7 %","83.0","","","22.6 %","75.7","3.7 %","83.3","8.2 %","80.5","","","0.3 %","4279"
"Ian Snell","Pirates","25","208.0","1099","2026","3125","52.8 %","92.4","37.2 %","84.0","","","","","10.0 %","84.2","","","","","1.6 %","2227"
"Brandon Backe","Astros","29","28.2","184","273","457","64.1 %","89.1","15.5 %","82.0","","","10.3 %","74.0","10.1 %","80.8","","","","","","1529"
"Darren Oliver","Angels","36","64.1","410","687","1097","73.7 %","88.6","17.0 %","78.4","","","9.2 %","76.7","0.1 %","78.0","","","","","1.4 %","206"
"Rudy Seanez","Dodgers","38","76.0","447","801","1248","53.0 %","91.7","31.6 %","81.9","","","0.1 %","","2.3 %","85.3","13.0 %","85.7","","","0.5 %","1279"
"Joel Peralta","Royals","31","87.2","474","920","1394","50.2 %","90.6","12.9 %","83.3","3.7 %","85.9","13.9 %","78.9","0.3 %","81.5","19.0 %","81.4","","","2.1 %","2332"
"Eric Gagne","- - -","31","52.0","341","584","925","54.0 %","92.3","2.7 %","83.3","","","13.4 %","69.4","29.5 %","83.5","0.3 %","85.7","","","1.1 %","650"
"Kyle Snyder","Red Sox","29","54.1","398","567","965","34.8 %","88.6","13.3 %","82.1","","","30.0 %","68.7","22.0 %","81.5","","","","","2.4 %","1689"
"Jesse Litsch","Blue Jays","22","111.0","683","1088","1771","18.9 %","88.3","11.0 %","81.5","40.6 %","84.6","16.3 %","76.2","13.2 %","80.4","","","","","2.1 %","3688"
"Randy Johnson","Diamondbacks","43","56.2","290","617","907","51.5 %","92.3","36.8 %","84.5","","","","","","","11.7 %","84.8","","","2.7 %","60"
"Jesus Colome","Nationals","29","66.0","439","646","1085","65.3 %","93.6","25.8 %","84.3","","","","","8.9 %","85.6","","","","","1.9 %","1198"
"Ben Sheets","Brewers","28","141.1","773","1476","2249","65.3 %","92.9","","","","","30.8 %","79.4","3.9 %","84.6","","","","","1.5 %","710"
"Ted Lilly","Cubs","31","207.0","1082","2158","3240","56.4 %","88.4","14.7 %","82.1","","","16.9 %","70.7","12.1 %","79.3","","","","","1.5 %","833"
"Sean Green","Mariners","28","68.0","493","720","1213","72.1 %","88.9","3.4 %","76.5","","","21.8 %","75.7","2.7 %","78.2","","","","","3.4 %","3001"
"James Shields","Devil Rays","25","215.0","1098","2079","3177","46.7 %","90.1","","","11.9 %","87.4","11.3 %","76.8","30.2 %","82.6","","","","","1.5 %","7059"
"Mark McLemore","Astros","26","35.0","242","389","631","63.6 %","89.3","16.1 %","81.3","","","","","20.3 %","78.2","","","","","1.6 %","4655"
"Scot Shields","Angels","31","77.0","510","818","1328","79.5 %","92.0","15.6 %","80.3","","","3.9 %","78.3","1.0 %","83.9","","","","","1.0 %","35"
"Kyle Kendrick","Phillies","22","121.0","637","1113","1750","68.3 %","89.5","21.5 %","80.8","","","1.2 %","78.4","8.9 %","80.8","0.1 %","83.0","","","1.4 %","6230"
"Brian Bannister","Royals","26","165.0","943","1660","2603","58.5 %","89.1","15.5 %","85.6","","","12.7 %","76.8","13.4 %","84.0","","","","","1.9 %","5718"
"Curt Schilling","Red Sox","40","151.0","716","1557","2273","53.8 %","89.0","7.4 %","84.1","3.1 %","85.6","9.6 %","72.7","5.9 %","80.8","20.3 %","82.5","","","9.2 %","73"
"Joe Beimel","Dodgers","30","67.1","372","615","987","87.0 %","87.1","5.5 %","76.7","","","2.3 %","74.6","5.3 %","80.3","","","","","0.7 %","979"
"Tom Gorzelanny","Pirates","24","201.2","1248","2064","3312","60.5 %","89.9","11.2 %","80.4","","","11.4 %","74.2","16.9 %","82.3","","","","","1.6 %","6244"
"Derek Lowe","Dodgers","34","199.1","1134","1886","3020","66.9 %","89.2","19.2 %","81.6","","","0.0 %","","13.9 %","83.8","","","","","1.5 %","199"
"John Maine","Mets","26","191.0","1218","2052","3270","66.4 %","91.2","21.4 %","83.4","","","","","12.2 %","83.5","","","","","1.8 %","4773"
"Jered Weaver","Angels","24","161.0","988","1746","2734","57.3 %","88.8","16.1 %","79.1","0.8 %","89.4","9.9 %","73.6","16.0 %","80.9","","","","","0.9 %","4235"
"Juan Oviedo","Royals","25","43.2","251","455","706","60.3 %","92.4","19.9 %","81.9","","","","","19.8 %","83.3","","","","","2.4 %","2886"
"Sean Marshall","Cubs","24","103.1","617","1036","1653","43.6 %","86.8","20.1 %","81.7","7.5 %","84.5","18.2 %","73.1","10.6 %","82.1","","","","","2.6 %","5905"
"Noah Lowry","Giants","26","156.0","979","1579","2558","52.6 %","86.7","23.6 %","80.0","","","5.1 %","72.5","18.7 %","75.7","","","","","2.2 %","1833"
"Rich Hill","Cubs","27","195.0","1040","2030","3070","60.6 %","89.4","3.8 %","81.6","","","27.3 %","72.3","8.3 %","81.1","","","","","2.4 %","4806"
"Felix Hernandez","Mariners","21","190.1","1064","1941","3005","57.0 %","95.6","20.7 %","88.3","","","12.4 %","82.2","9.9 %","86.6","","","","","2.5 %","4772"
"Carlos Villanueva","Brewers","23","114.1","741","1161","1902","48.3 %","89.0","17.7 %","82.2","","","10.6 %","73.8","23.4 %","81.9","","","","","1.5 %","4138"
"Shawn Chacon","Pirates","29","96.0","611","956","1567","76.2 %","90.6","13.5 %","83.3","0.3 %","85.8","6.9 %","75.5","3.1 %","81.9","","","","","3.2 %","424"
"Joe Blanton","Athletics","26","230.0","1212","2269","3481","54.2 %","89.3","16.3 %","80.9","","","14.4 %","72.9","15.1 %","82.1","","","","","5.8 %","4849"
"Carlos Zambrano","Cubs","26","216.1","1429","2263","3692","68.2 %","91.6","12.8 %","81.6","9.3 %","89.7","1.2 %","72.6","3.0 %","83.5","5.6 %","83.8","","","2.7 %","305"
"Ryan Rowland-Smith","Mariners","24","38.2","234","419","653","58.8 %","90.7","13.6 %","79.3","","","14.4 %","73.6","13.3 %","81.0","","","","","1.2 %","3245"
"Jack Cassel","Padres","26","22.2","114","231","345","60.4 %","87.8","20.7 %","76.1","0.6 %","89.0","8.5 %","76.2","9.9 %","76.4","","","","","0.6 %","3052"
"Alan Embree","Athletics","37","68.0","381","741","1122","87.1 %","92.4","9.7 %","79.8","","","","","3.2 %","83.6","","","","","1.8 %","1030"
"Dennys Reyes","Twins","30","29.1","202","287","489","54.9 %","89.6","37.5 %","83.5","","","0.2 %","76.0","7.3 %","83.6","","","","","2.0 %","444"
"Taylor Tankersley","Marlins","24","47.1","325","484","809","60.6 %","90.1","28.3 %","79.6","","","","","11.1 %","82.3","","","","","4.7 %","8249"
"Tim Lincecum","Giants","23","146.1","904","1483","2387","66.9 %","94.2","","","","","19.7 %","80.6","13.5 %","84.4","","","","","2.6 %","5705"
"Ryan Speier","Rockies","27","18.0","114","176","290","61.9 %","88.2","28.7 %","79.4","","","","","8.7 %","79.8","0.7 %","78.5","","","0.3 %","3808"
"Darrell Rasner","Yankees","26","24.2","155","247","402","63.5 %","87.6","","","","","24.6 %","72.4","11.9 %","82.1","","","","","1.7 %","4770"
"Tyler Johnson","Cardinals","26","38.0","229","368","597","46.7 %","88.0","44.5 %","78.6","","","8.9 %","76.7","","","","","","","1.7 %","3404"
"John Bale","Royals","33","40.0","252","455","707","64.6 %","89.4","1.5 %","76.5","","","27.1 %","73.4","6.9 %","82.0","","","","","2.3 %","864"
"Eric Hull","Dodgers","27","6.2","51","59","110","76.4 %","90.7","","","","","21.8 %","78.7","1.8 %","82.5","","","","","","4660"
"Andy Pettitte","Yankees","35","215.1","1273","2122","3395","53.3 %","89.1","4.8 %","83.2","18.2 %","85.2","10.9 %","73.5","12.8 %","79.3","","","","","0.9 %","840"
"Brian Moehler","Astros","35","59.2","289","595","884","64.1 %","89.1","2.5 %","83.8","13.0 %","87.0","8.2 %","78.5","12.1 %","81.0","","","","","1.9 %","480"
"Dustin McGowan","Blue Jays","25","169.2","1044","1658","2702","59.2 %","94.7","19.1 %","87.0","1.4 %","92.2","9.6 %","81.0","10.7 %","86.5","","","","","1.6 %","8600"
"Octavio Dotel","- - -","33","30.2","185","346","531","81.8 %","93.5","15.0 %","81.5","","","2.1 %","77.6","1.2 %","78.0","","","","","2.3 %","555"
"Scott Atchison","Giants","31","30.2","164","328","492","62.8 %","90.4","16.9 %","84.8","","","17.5 %","77.7","2.7 %","83.6","","","","","2.6 %","2642"
"Lenny DiNardo","Athletics","27","131.1","799","1282","2081","69.9 %","83.8","1.7 %","79.7","2.4 %","83.7","11.0 %","71.6","15.0 %","76.1","","","","","1.7 %","1894"
"Aaron Cook","Rockies","28","166.0","889","1518","2407","79.9 %","90.7","1.8 %","84.6","","","12.7 %","78.5","5.6 %","82.8","","","","","1.7 %","1571"
"Brandon Morrow","Mariners","22","63.1","494","699","1193","80.0 %","94.8","10.5 %","84.9","","","","","3.3 %","85.2","6.2 %","85.9","","","2.9 %","9346"
"Brad Salmon","Reds","27","24.0","153","245","398","82.7 %","93.2","10.9 %","82.8","","","2.1 %","78.6","1.6 %","82.0","2.8 %","83.0","","","2.8 %","2625"
"Scott Eyre","Cubs","35","52.1","380","559","939","61.5 %","91.0","29.7 %","82.3","","","0.8 %","78.1","8.1 %","81.3","","","","","3.7 %","1300"
"Shaun Marcum","Blue Jays","25","159.0","959","1588","2547","40.3 %","87.8","14.3 %","80.8","15.2 %","85.4","9.8 %","74.2","20.4 %","81.5","","","","","1.9 %","6204"
"Greg Maddux","Padres","41","198.0","849","1854","2703","72.5 %","84.7","1.5 %","79.9","4.3 %","82.7","0.9 %","71.7","20.8 %","79.3","","","","","2.8 %","104"
"John Lannan","Nationals","22","34.2","241","321","562","63.4 %","86.7","0.7 %","81.8","","","21.1 %","73.8","14.8 %","80.7","","","","","1.3 %","7080"
"Chris Resop","Angels","24","4.1","19","34","53","76.1 %","94.7","","","","","21.7 %","78.0","2.2 %","82.0","","","","","13.2 %","3799"
"D.J. Houlton","Dodgers","27","28.0","149","277","426","59.3 %","88.8","3.1 %","83.0","","","26.5 %","74.2","11.1 %","80.3","","","","","0.5 %","3566"
"Roger Clemens","Yankees","44","99.0","622","962","1584","57.7 %","90.1","12.1 %","84.1","","","1.0 %","76.5","","","29.3 %","85.1","","","1.3 %","815"
"Carlos Silva","Twins","28","202.0","1061","1996","3057","68.3 %","91.1","8.7 %","82.9","","","","","23.0 %","81.4","","","","","2.2 %","973"
"Matt Wise","Brewers","31","53.2","362","595","957","44.9 %","86.2","1.2 %","81.2","","","","","54.0 %","78.1","","","","","1.3 %","42"
"Randy Messenger","- - -","25","64.1","401","687","1088","60.5 %","92.9","14.2 %","85.6","","","15.3 %","75.0","9.9 %","84.4","","","","","3.7 %","2658"
"Scott Munter","Giants","27","10.2","58","98","156","94.8 %","89.8","3.9 %","79.2","0.7 %","88.0","","","0.7 %","80.0","","","","","","3470"
"Jeff Francis","Rockies","26","215.1","1309","2176","3485","60.1 %","86.6","0.9 %","78.6","","","14.5 %","71.7","24.6 %","79.5","","","","","2.0 %","4684"
"Taylor Buchholz","Rockies","25","93.2","487","865","1352","61.5 %","91.7","4.3 %","82.3","","","28.3 %","79.8","5.9 %","84.1","","","","","1.5 %","2168"
"Bronson Arroyo","Reds","30","210.2","1229","2203","3432","43.8 %","88.4","10.6 %","75.6","2.8 %","85.2","28.0 %","71.3","14.8 %","79.2","","","","","2.4 %","978"
"Jon Garland","White Sox","27","208.1","1200","2093","3293","65.3 %","89.3","15.3 %","80.9","","","5.2 %","73.4","14.2 %","78.5","","","","","1.9 %","232"
"Chuck James","Braves","25","161.1","961","1716","2677","66.9 %","87.5","3.7 %","77.2","","","","","29.5 %","76.9","","","","","5.6 %","4886"
"Pat Misch","Giants","25","40.1","237","399","636","63.1 %","88.1","","","","","23.3 %","76.0","13.6 %","80.2","","","","","2.2 %","5909"
"Oscar Villarreal","Braves","25","76.1","457","720","1177","54.5 %","89.9","22.2 %","83.0","0.8 %","87.3","0.4 %","77.2","14.7 %","83.7","7.4 %","84.3","","","3.4 %","1654"
"Doug Davis","Diamondbacks","31","192.2","1388","1968","3356","40.1 %","84.1","0.2 %","82.0","30.8 %","81.7","17.1 %","68.3","11.8 %","77.1","","","","","1.7 %","1244"
"Ron Villone","Yankees","37","42.1","254","414","668","71.4 %","89.3","16.4 %","84.1","0.6 %","85.5","","","11.6 %","82.8","","","","","0.9 %","1010"
"Randy Flores","Cardinals","31","55.0","334","570","904","49.9 %","88.8","37.8 %","80.8","1.2 %","89.2","9.6 %","75.5","1.5 %","81.7","","","","","0.6 %","1446"
"Todd Jones","Tigers","39","61.1","320","641","961","59.3 %","90.8","2.9 %","88.1","18.0 %","87.8","15.3 %","72.3","4.4 %","81.8","","","","","2.7 %","436"
"Scott Baker","Twins","25","143.2","661","1436","2097","60.2 %","90.2","25.2 %","83.3","","","7.0 %","78.2","7.7 %","82.4","","","","","2.2 %","6176"
"Fernando Rodney","Tigers","30","50.2","351","575","926","60.6 %","93.5","2.0 %","86.4","","","","","37.4 %","82.6","","","","","0.3 %","494"
"Joel Zumaya","Tigers","22","33.2","211","342","553","76.8 %","97.5","","","","","21.7 %","82.1","1.5 %","86.3","","","","","1.6 %","4699"
"Ubaldo Jimenez","Rockies","23","82.0","527","817","1344","64.4 %","95.8","10.2 %","86.2","","","15.4 %","75.3","10.0 %","85.0","","","","","1.6 %","3374"
"Miguel Batista","Mariners","36","193.0","1281","1978","3259","41.2 %","92.2","2.5 %","82.0","39.0 %","87.6","6.3 %","76.7","2.7 %","81.6","8.3 %","82.7","","","1.9 %","46"
"Brandon Medders","Diamondbacks","27","29.1","198","283","481","61.8 %","90.7","8.3 %","85.6","1.1 %","89.0","21.4 %","74.8","7.4 %","82.3","","","","","1.7 %","8604"
"Luis Vizcaino","Yankees","32","75.1","528","759","1287","50.4 %","91.2","36.2 %","82.7","","","0.1 %","73.0","2.5 %","84.8","10.8 %","86.9","","","2.5 %","714"
"Micah Owings","Diamondbacks","24","152.2","907","1581","2488","68.6 %","90.0","20.6 %","83.3","","","0.2 %","69.3","10.6 %","80.1","","","","","4.2 %","4253"
"Wes Littleton","Rangers","24","48.0","283","464","747","68.6 %","88.1","17.1 %","75.8","0.1 %","88.0","0.1 %","76.0","14.1 %","76.8","","","","","1.1 %","6236"
"Jarrod Washburn","Mariners","32","193.2","1253","2018","3271","58.9 %","87.7","11.5 %","77.0","10.7 %","87.0","6.3 %","71.6","12.7 %","79.8","","","","","2.7 %","40"
"Jake Westbrook","Indians","29","152.0","955","1515","2470","65.2 %","90.1","5.9 %","81.0","12.9 %","87.1","2.8 %","77.1","13.2 %","80.6","","","","","2.0 %","412"
"Brett Myers","Phillies","26","68.2","444","749","1193","47.5 %","92.1","12.5 %","84.9","0.4 %","87.4","26.6 %","78.9","12.5 %","85.4","0.4 %","87.8","","","1.0 %","962"
"Joel Pineiro","- - -","28","97.2","550","990","1540","57.0 %","90.8","14.8 %","85.2","0.5 %","89.0","16.2 %","77.7","11.5 %","84.3","","","","","1.6 %","1094"
"Harvey Garcia","Marlins","23","12.1","83","134","217","73.6 %","93.3","18.4 %","83.1","","","","","8.0 %","86.5","","","","","2.3 %","3100"
"Neal Musser","Royals","26","24.2","181","276","457","70.3 %","91.3","14.5 %","79.7","","","5.1 %","75.6","10.1 %","83.6","","","","","4.8 %","2727"
"Chin-hui Tsao","Dodgers","26","24.2","120","247","367","57.4 %","92.1","37.4 %","84.1","","","0.8 %","77.3","4.1 %","81.9","0.3 %","85.0","","","0.3 %","1776"
"Juan Perez","Pirates","28","12.1","95","124","219","50.5 %","93.0","8.4 %","80.1","","","31.8 %","79.9","9.4 %","86.3","","","","","2.3 %","2557"
"Jon Coutlangus","Reds","26","41.0","305","468","773","50.5 %","86.5","22.9 %","76.7","24.5 %","86.3","","","2.1 %","78.1","","","","","1.2 %","6182"
"Scott Williamson","Orioles","31","14.1","93","134","227","40.6 %","89.1","44.2 %","81.5","","","","","15.2 %","81.7","","","","","0.4 %","361"
"Daisuke Matsuzaka","Red Sox","26","204.2","1269","2211","3480","52.7 %","91.9","17.2 %","82.3","14.6 %","86.9","5.1 %","77.4","4.7 %","80.9","5.8 %","82.8","","","1.1 %","7775"
"Dustin Moseley","Angels","25","92.0","546","876","1422","61.2 %","90.3","","","","","20.4 %","75.9","18.4 %","81.6","","","","","1.2 %","7060"
"Geoff Geary","Phillies","30","67.1","398","665","1063","65.9 %","90.4","19.0 %","82.3","","","11.5 %","79.2","3.6 %","82.9","","","","","2.4 %","1813"
"Rodrigo Lopez","Rockies","31","79.1","438","739","1177","49.6 %","88.2","15.8 %","80.8","12.2 %","87.8","2.9 %","79.4","19.5 %","83.0","","","","","10.4 %","150"
"Chad Gaudin","Athletics","24","199.1","1307","1986","3293","70.0 %","90.3","21.6 %","80.5","","","0.3 %","75.6","8.1 %","85.0","","","","","1.8 %","1783"
"Kenny Rogers","Tigers","42","63.0","391","625","1016","51.0 %","85.2","2.4 %","78.6","1.2 %","83.3","14.5 %","73.2","30.9 %","79.1","","","","","1.0 %","1277"
"Chris Ray","Orioles","25","42.2","277","470","747","69.4 %","94.7","21.0 %","86.6","","","","","6.0 %","85.8","3.6 %","86.1","","","1.9 %","6315"
"Santiago Casilla","Athletics","26","50.2","341","527","868","49.6 %","93.1","40.7 %","85.3","","","","","9.7 %","85.9","","","","","2.3 %","2873"
"Joe Saunders","Angels","26","107.1","677","1096","1773","63.3 %","90.8","4.0 %","80.0","","","9.7 %","76.3","23.0 %","81.4","","","","","1.9 %","4366"
"Tom Glavine","Mets","41","200.1","1402","1939","3341","50.6 %","83.7","1.9 %","78.1","","","2.5 %","69.9","45.0 %","76.8","","","","","1.2 %","90"
"Jason Bergmann","Nationals","25","115.1","705","1188","1893","61.4 %","89.3","19.1 %","84.2","","","9.9 %","76.3","9.7 %","82.9","","","","","1.1 %","4640"
"Justin Germano","Padres","24","133.1","804","1326","2130","61.5 %","85.1","0.7 %","78.7","","","28.1 %","68.1","9.8 %","77.2","","","","","2.2 %","1938"
"Phil Hughes","Yankees","21","72.2","448","791","1239","66.2 %","91.0","4.7 %","79.8","","","22.9 %","71.2","6.3 %","80.0","","","","","0.6 %","7450"
"Eric O'Flaherty","Mariners","22","52.1","319","555","874","51.3 %","90.6","38.3 %","82.9","","","1.9 %","75.8","8.5 %","82.3","","","","","1.8 %","5746"
"Jorge Sosa","Mets","30","112.2","671","1153","1824","37.3 %","91.6","52.3 %","84.6","","","","","10.4 %","84.3","","","","","1.8 %","1228"
"Travis Driskill","Astros","35","6.0","29","74","103","62.6 %","86.8","2.0 %","","","","","","","","35.4 %","80.0","","","3.9 %","134"
"Edinson Volquez","Rangers","23","34.0","232","361","593","65.7 %","93.7","0.3 %","83.0","","","11.8 %","79.7","22.2 %","82.6","","","","","0.3 %","3990"
"Josh Newman","Rockies","25","2.0","8","21","29","65.5 %","86.4","","","","","3.5 %","72.0","31.0 %","76.9","","","","","","7383"
"Greg Aquino","Brewers","29","14.0","75","138","213","53.1 %","91.8","39.2 %","82.1","","","","","7.7 %","85.6","","","","","1.9 %","1899"
"A.J. Murray","Rangers","25","28.0","191","281","472","67.3 %","88.7","7.8 %","83.2","","","5.9 %","73.8","19.1 %","81.4","","","","","2.3 %","3422"
"Carmen Pignatiello","Cubs","24","2.0","8","23","31","54.8 %","85.9","16.1 %","81.8","3.2 %","84.0","22.6 %","80.2","3.2 %","81.0","","","","","","3088"
"John Grabow","Pirates","28","51.2","318","528","846","42.4 %","91.2","24.9 %","82.9","","","0.1 %","80.0","32.6 %","82.7","","","","","2.3 %","1848"
"Barry Zito","Giants","29","196.2","1329","2082","3411","56.8 %","84.5","4.3 %","77.8","","","18.7 %","70.4","20.2 %","73.0","","","","","2.2 %","944"
"Andrew Brown","Athletics","26","41.2","274","439","713","57.3 %","94.7","25.0 %","85.3","","","10.3 %","80.9","7.5 %","85.1","","","","","1.4 %","2115"
"Todd Wellemeyer","- - -","28","79.1","521","859","1380","68.4 %","92.2","18.0 %","83.2","","","0.1 %","","13.6 %","84.1","","","","","1.2 %","1709"
"Frank Francisco","Rangers","27","59.1","457","679","1136","70.1 %","93.8","2.1 %","83.2","","","15.3 %","78.7","2.5 %","85.0","10.0 %","85.4","","","1.5 %","1933"
"Micah Bowie","Nationals","32","57.1","421","608","1029","56.2 %","87.1","33.8 %","78.7","","","1.8 %","75.1","8.3 %","78.6","","","","","1.5 %","1561"
"Aaron Laffey","Indians","22","49.1","272","448","720","68.8 %","87.5","18.2 %","78.2","","","","","13.0 %","82.1","","","","","1.7 %","6248"
"Jon Lester","Red Sox","23","63.0","425","658","1083","54.2 %","89.9","1.9 %","82.1","22.0 %","85.0","15.4 %","72.3","6.5 %","82.7","","","","","0.7 %","4930"
"Yusmeiro Petit","Diamondbacks","22","57.0","316","577","893","56.0 %","87.3","19.3 %","81.0","","","9.5 %","73.7","15.2 %","79.2","","","","","2.4 %","4020"
"Jason Frasor","Blue Jays","29","57.0","400","635","1035","68.2 %","93.6","23.9 %","83.0","","","2.9 %","81.5","4.6 %","85.0","0.5 %","85.6","","","1.6 %","1906"
"Wandy Rodriguez","Astros","28","182.2","1139","1897","3036","67.2 %","88.9","","","","","24.5 %","75.4","8.3 %","83.0","","","","","1.7 %","2586"
"Paul Byrd","Indians","36","192.1","859","1977","2836","56.1 %","85.6","11.5 %","79.3","5.3 %","84.6","7.9 %","73.9","17.2 %","79.6","2.0 %","80.2","","","2.1 %","594"
"Chris Sampson","Astros","29","121.2","636","1122","1758","64.4 %","88.5","5.2 %","84.0","11.0 %","85.0","13.0 %","77.1","6.4 %","83.0","","","","","1.1 %","2651"
"Jason Marquis","Cubs","28","191.2","1158","1871","3029","64.8 %","90.4","16.4 %","85.3","6.1 %","86.3","1.9 %","74.4","10.8 %","82.9","","","","","3.0 %","105"
"Jeff Suppan","Brewers","32","206.2","1257","2071","3328","59.5 %","87.9","15.8 %","83.5","","","11.5 %","72.3","13.2 %","80.7","","","","","2.2 %","633"
"Kyle Lohse","- - -","28","192.2","1097","1946","3043","52.6 %","90.8","23.2 %","84.9","0.0 %","","6.1 %","75.2","18.1 %","82.3","","","","","1.5 %","739"
"Brandon Duckworth","Royals","31","46.2","336","444","780","62.1 %","89.4","11.8 %","84.3","0.1 %","89.0","14.1 %","77.5","11.8 %","82.9","","","","","2.4 %","954"
"Derrick Turnbow","Brewers","29","68.0","473","690","1163","69.6 %","95.1","17.9 %","85.0","","","8.2 %","83.9","4.3 %","85.1","0.1 %","83.0","","","0.9 %","1694"
"Matt Chico","Nationals","24","167.0","1084","1745","2829","60.2 %","85.5","17.4 %","79.6","","","4.7 %","72.5","17.7 %","78.5","","","","","1.2 %","6068"
"Kason Gabbard","- - -","25","81.1","570","773","1343","48.7 %","86.4","","","","","29.0 %","76.0","22.3 %","79.6","","","","","1.2 %","3418"
"Sergio Mitre","Marlins","26","149.0","796","1445","2241","68.4 %","90.1","3.5 %","79.3","","","6.2 %","78.3","21.9 %","83.6","","","","","2.2 %","1773"
"Chris Spurling","Brewers","30","50.0","255","513","768","72.8 %","89.8","25.5 %","83.0","0.3 %","89.5","","","1.5 %","84.3","","","","","1.7 %","1668"
"Brian Bruney","Yankees","25","50.0","374","546","920","82.2 %","93.5","10.9 %","82.4","","","0.3 %","78.3","6.6 %","85.5","","","","","1.1 %","1929"
"Tom Mastny","Indians","26","57.2","407","613","1020","75.7 %","89.1","0.4 %","83.5","0.1 %","83.0","21.0 %","78.2","2.9 %","83.5","","","","","4.0 %","5768"
"Devern Hansack","Red Sox","29","7.2","68","91","159","62.0 %","91.1","25.3 %","80.6","","","","","12.7 %","85.2","","","","","0.6 %","4939"
"Jair Jurrjens","Tigers","21","30.2","177","297","474","59.9 %","92.6","19.6 %","80.6","","","","","20.5 %","84.7","","","","","","5556"
