"Name","Team","Age","IP","Balls","Strikes","Pitches","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","playerid"
"Mark Woodyard","Tigers","26","6.0","30","57","87","68.5 %","93.0","8.2 %","","","","9.6 %","82.3","1.4 %","","12.3 %","88.5","","","16.1 %","3094"
"Billy Wagner","Phillies","33","77.2","395","800","1195","75.9 %","96.9","23.9 %","84.5","","","0.1 %","78.0","0.2 %","85.5","","","","","0.5 %","578"
"Chuck James","Braves","23","5.2","37","54","91","83.5 %","87.2","","","","","4.4 %","74.7","12.1 %","76.8","","","","","","4886"
"Jack Taschner","Giants","27","22.2","158","237","395","66.2 %","91.4","20.7 %","82.4","","","0.3 %","75.0","12.8 %","81.2","","","","","10.9 %","2766"
"Clay Hensley","Padres","25","47.2","265","422","687","55.7 %","89.8","25.8 %","83.5","0.4 %","89.5","10.1 %","74.6","8.1 %","79.9","","","","","17.6 %","4593"
"Huston Street","Athletics","21","78.1","409","777","1186","51.7 %","91.2","38.9 %","84.7","0.3 %","88.0","","","9.0 %","83.4","0.1 %","85.0","","","13.4 %","8258"
"Derrick Turnbow","Brewers","27","67.1","374","675","1049","77.0 %","95.6","5.8 %","85.5","","","8.2 %","84.5","8.6 %","85.0","0.5 %","87.4","","","5.3 %","1694"
"Brandon Medders","Diamondbacks","25","30.1","178","301","479","58.4 %","90.6","9.1 %","84.6","4.1 %","87.8","24.1 %","75.6","4.3 %","81.3","","","","","3.6 %","8604"
"Zach Duke","Pirates","22","84.2","455","815","1270","61.8 %","89.1","1.4 %","82.4","","","17.5 %","73.8","19.3 %","81.9","","","","","6.9 %","3840"
"Chad Cordero","Nationals","23","74.1","403","806","1209","78.1 %","89.4","16.2 %","79.5","","","0.1 %","","5.7 %","83.7","","","","","1.2 %","1816"
"Matt Miller","Indians","33","29.2","164","251","415","51.5 %","88.0","41.0 %","78.0","","","","","7.5 %","78.6","","","","","3.6 %","1754"
"Scott Linebrink","Padres","28","73.2","401","736","1137","73.3 %","93.0","15.6 %","81.3","","","1.8 %","79.1","8.6 %","81.2","0.8 %","81.7","","","4.5 %","564"
"Lenny DiNardo","Red Sox","25","14.2","87","159","246","44.0 %","81.4","22.8 %","79.8","","","27.2 %","73.5","6.0 %","75.2","","","","","4.1 %","1894"
"Roger Clemens","Astros","42","211.1","1165","2038","3203","66.0 %","91.9","11.4 %","84.0","","","2.2 %","76.7","0.1 %","84.3","20.3 %","87.0","","","3.5 %","815"
"Josh Hancock","Reds","27","14.0","57","112","169","63.0 %","89.6","26.8 %","79.9","","","3.2 %","74.0","7.1 %","80.5","","","","","24.3 %","1606"
"Neal Cotts","White Sox","25","60.1","381","618","999","78.6 %","89.8","20.2 %","83.1","","","0.5 %","79.8","0.7 %","82.3","","","","","7.4 %","1797"
"Cliff Politte","White Sox","31","67.1","362","656","1018","65.0 %","92.7","28.5 %","84.9","","","","","5.9 %","84.5","0.6 %","86.8","","","7.6 %","967"
"Hector Carrasco","Nationals","35","88.1","566","879","1445","58.9 %","91.8","20.9 %","85.4","","","7.1 %","78.5","13.0 %","84.8","0.1 %","85.0","","","3.1 %","1240"
"Dustin Hermanson","White Sox","32","57.1","319","513","832","43.1 %","88.9","34.1 %","84.4","0.1 %","","","","8.6 %","83.7","14.1 %","84.8","","","2.2 %","195"
"Arthur Rhodes","Indians","35","43.1","241","455","696","83.0 %","92.0","13.3 %","83.9","0.9 %","87.0","0.8 %","78.4","2.0 %","84.6","","","","","7.9 %","1097"
"Todd Jones","Marlins","37","73.0","336","698","1034","67.6 %","91.0","10.8 %","86.8","7.6 %","88.5","9.6 %","71.5","4.4 %","81.2","","","","","3.4 %","436"
"Jason Isringhausen","Cardinals","32","59.0","342","580","922","42.7 %","91.7","9.1 %","88.1","22.0 %","88.8","24.7 %","78.5","1.5 %","84.4","","","","","2.9 %","1158"
"Al Reyes","Cardinals","35","62.2","390","663","1053","54.4 %","89.4","19.7 %","79.5","","","1.3 %","77.1","24.6 %","79.9","","","","","1.0 %","1005"
"Gabe White","Cardinals","33","8.1","33","99","132","59.8 %","89.3","26.8 %","79.5","","","1.6 %","","11.8 %","81.6","","","","","3.8 %","360"
"Aquilino Lopez","- - -","30","16.2","101","187","288","49.3 %","90.0","50.7 %","78.5","","","","","","","","","","","2.1 %","1671"
"Paul Maholm","Pirates","23","41.1","240","370","610","58.5 %","89.3","11.8 %","81.0","","","18.3 %","75.4","11.5 %","80.8","","","","","34.4 %","8678"
"Kyle Farnsworth","- - -","29","70.0","401","713","1114","64.4 %","96.3","35.5 %","86.2","","","","","0.1 %","90.0","","","","","5.9 %","278"
"Cal Eldred","Cardinals","37","37.0","246","389","635","63.9 %","88.8","","","4.6 %","87.8","28.2 %","76.3","3.3 %","83.2","","","","","7.9 %","1653"
"Craig Breslow","Padres","24","16.1","145","173","318","68.5 %","88.9","13.4 %","78.4","","","5.3 %","66.7","12.8 %","74.7","","","","","4.1 %","4363"
"Justin Duchscherer","Athletics","27","85.2","470","865","1335","50.2 %","86.0","5.8 %","82.8","15.9 %","84.2","25.7 %","70.2","2.3 %","79.3","","","","","6.7 %","910"
"Dan Wheeler","Astros","27","73.1","355","731","1086","59.8 %","89.9","27.4 %","81.2","","","5.9 %","75.9","4.0 %","83.2","2.8 %","84.3","0.1 %","","1.1 %","120"
"Aaron Fultz","Phillies","31","72.1","422","676","1098","41.3 %","89.0","32.2 %","81.9","","","4.9 %","75.6","21.7 %","80.1","","","","","2.3 %","1113"
"Mike Timlin","Red Sox","39","80.1","391","778","1169","85.2 %","91.7","5.9 %","87.8","0.6 %","90.9","4.0 %","78.9","1.0 %","83.5","3.3 %","85.5","","","1.2 %","1187"
"Kazuhito Tadano","Indians","25","4.0","14","38","52","73.1 %","90.1","1.9 %","","","","7.7 %","80.0","17.3 %","78.5","","","","","","1917"
"Armando Almanza","Diamondbacks","32","4.0","34","37","71","63.5 %","90.9","4.8 %","80.3","","","17.5 %","74.8","14.3 %","83.3","","","","","11.3 %","507"
"Brad Lidge","Astros","28","70.2","372","766","1138","53.9 %","96.0","43.7 %","87.1","","","","","2.4 %","86.3","","","","","0.4 %","563"
"Matt Cain","Giants","20","46.1","263","453","716","69.1 %","93.2","16.1 %","85.2","3.1 %","87.4","9.0 %","80.2","2.7 %","87.8","","","","","1.0 %","4732"
"Rick Helling","Brewers","34","49.0","286","493","779","62.2 %","88.3","4.0 %","83.5","18.8 %","85.5","10.8 %","77.9","4.3 %","81.2","","","","","0.6 %","58"
"Andy Pettitte","Astros","33","222.1","1088","2103","3191","51.3 %","87.9","14.8 %","81.8","13.5 %","84.5","12.0 %","72.6","8.4 %","79.0","","","","","1.3 %","840"
"Roy Halladay","Blue Jays","28","141.2","628","1283","1911","68.6 %","92.6","0.2 %","87.7","7.5 %","91.4","20.8 %","77.1","3.0 %","84.7","","","","","1.4 %","1303"
"Brian Shackelford","Reds","28","29.2","166","287","453","59.4 %","87.6","24.8 %","80.3","4.0 %","84.3","2.9 %","76.7","8.9 %","75.4","","","","","1.1 %","2461"
"B.J. Ryan","Orioles","29","70.1","430","813","1243","79.4 %","90.9","19.9 %","85.4","","","","","0.7 %","85.8","","","","","11.3 %","168"
"Jose Valverde","Diamondbacks","27","66.1","368","725","1093","81.7 %","93.2","1.5 %","84.2","","","","","4.7 %","84.3","12.0 %","85.2","","","7.3 %","1726"
"Rafael Soriano","Mariners","25","7.1","44","104","148","70.2 %","92.8","24.0 %","83.7","","","","","5.8 %","83.8","","","","","29.7 %","1100"
"Juan Rincon","Twins","26","77.0","465","856","1321","69.5 %","94.1","30.2 %","87.6","0.2 %","89.0","","","0.1 %","84.0","","","","","13.9 %","752"
"Bob Howry","Indians","31","73.0","394","719","1113","82.6 %","92.8","15.6 %","86.4","0.3 %","88.7","","","1.6 %","84.5","","","","","2.5 %","237"
"Bob Wickman","Indians","36","62.0","354","583","937","70.2 %","90.6","27.2 %","83.0","0.1 %","87.0","1.2 %","78.9","1.3 %","83.8","","","","","1.4 %","413"
"Rich Harden","Athletics","23","128.0","700","1261","1961","62.2 %","94.4","10.7 %","85.8","","","0.1 %","80.0","9.0 %","85.2","18.0 %","86.1","","","3.0 %","1772"
"Jorge Sosa","Braves","28","134.0","821","1343","2164","61.7 %","93.1","33.6 %","82.9","","","0.6 %","80.2","3.9 %","85.2","0.2 %","85.4","","","2.3 %","1228"
"Scott Munter","Giants","25","38.2","182","364","546","92.0 %","91.6","5.1 %","82.7","","","","","2.9 %","81.4","","","","","6.4 %","3470"
"Justin Speier","Blue Jays","31","66.2","351","694","1045","58.3 %","90.1","32.6 %","85.2","0.1 %","89.0","3.5 %","78.4","3.1 %","81.4","2.4 %","80.4","","","12.7 %","451"
"Tom Gordon","Yankees","37","80.2","443","797","1240","62.3 %","92.8","21.8 %","88.0","5.3 %","90.2","8.0 %","81.8","0.5 %","85.4","2.1 %","87.1","","","1.8 %","282"
"Matt Perisho","- - -","30","14.0","103","138","241","68.3 %","88.9","23.5 %","79.4","","","0.9 %","75.0","7.4 %","77.7","","","","","4.6 %","1423"
"Roberto Hernandez","Mets","40","69.2","408","715","1123","79.8 %","93.1","10.0 %","86.4","","","","","0.7 %","85.8","9.5 %","85.9","","","1.1 %","605"
"Jae Seo","Mets","28","90.1","454","913","1367","49.6 %","87.7","7.5 %","80.4","0.1 %","85.0","9.3 %","74.1","25.7 %","78.5","7.9 %","81.9","","","0.5 %","895"
"Dontrelle Willis","Marlins","23","236.1","1239","2317","3556","66.5 %","90.3","17.0 %","79.5","8.8 %","86.5","0.5 %","75.1","7.3 %","80.2","","","","","1.8 %","1703"
"Scott Eyre","Giants","33","68.1","443","746","1189","61.8 %","91.2","22.2 %","82.5","0.5 %","87.6","8.5 %","75.9","7.1 %","80.9","","","","","5.8 %","1300"
"Jonathan Papelbon","Red Sox","24","34.0","209","380","589","75.6 %","92.9","9.6 %","84.4","0.2 %","","1.2 %","71.4","","","13.4 %","85.1","","","1.0 %","5975"
"Chris Ray","Orioles","23","40.2","247","427","674","67.8 %","94.2","25.3 %","83.1","","","1.5 %","80.6","5.4 %","84.6","","","","","12.5 %","6315"
"Mike Gallo","Astros","28","20.1","121","200","321","76.1 %","89.1","17.8 %","79.7","","","5.4 %","76.6","0.6 %","80.0","","","","","2.2 %","1759"
"Luis Ayala","Nationals","27","71.0","341","678","1019","78.7 %","91.1","15.6 %","82.0","0.1 %","85.0","0.1 %","","5.5 %","83.6","","","","","1.7 %","1650"
"Felix Hernandez","Mariners","19","84.1","431","787","1218","60.1 %","95.8","3.3 %","83.6","","","21.9 %","82.5","14.7 %","85.0","","","","","8.5 %","4772"
"Francisco Rodriguez","Angels","23","67.1","431","677","1108","51.8 %","93.3","26.7 %","79.7","","","21.4 %","79.6","0.1 %","88.0","","","","","3.6 %","1642"
"Rudy Seanez","Padres","36","60.1","360","633","993","47.6 %","92.6","36.3 %","81.9","","","2.3 %","78.3","9.0 %","84.8","4.8 %","86.1","","","4.8 %","1279"
"Eric Gagne","Dodgers","29","13.1","70","147","217","45.0 %","92.7","2.4 %","85.8","","","8.5 %","69.0","41.2 %","83.4","2.8 %","83.8","","","2.8 %","650"
"Joe Nathan","Twins","30","70.0","397","750","1147","65.9 %","94.8","27.4 %","88.9","1.0 %","90.2","5.0 %","83.1","0.9 %","83.8","","","","","9.8 %","1122"
"Anthony Reyes","Cardinals","23","13.1","65","115","180","74.6 %","91.4","5.2 %","79.3","","","11.0 %","75.7","9.3 %","76.2","","","","","3.3 %","7105"
"Michael Gonzalez","Pirates","27","50.0","364","498","862","61.5 %","92.6","36.2 %","81.2","","","0.9 %","78.0","1.3 %","81.1","","","","","21.1 %","1794"
"Kane Davis","Brewers","30","16.2","117","170","287","75.1 %","94.2","16.6 %","83.1","","","4.2 %","79.7","4.2 %","84.4","","","","","7.7 %","872"
"Mike Adams","Brewers","26","13.1","99","154","253","55.0 %","91.0","29.3 %","84.0","","","12.7 %","78.1","3.1 %","82.5","","","","","7.5 %","1937"
"Jesse Crain","Twins","23","79.2","404","682","1086","72.2 %","93.1","19.5 %","86.8","","","8.3 %","73.7","","","","","","","10.1 %","4817"
"Eddie Guardado","Mariners","34","56.1","297","634","931","78.8 %","87.9","10.4 %","79.9","","","0.8 %","74.6","10.0 %","79.3","","","","","7.6 %","727"
"Bobby Jenks","White Sox","24","39.1","216","433","649","72.4 %","97.0","9.4 %","88.0","","","15.9 %","83.5","2.4 %","82.7","","","","","1.9 %","8645"
"Jason Bergmann","Nationals","23","19.2","131","199","330","58.6 %","92.0","31.8 %","84.1","","","6.5 %","74.8","2.8 %","83.1","0.3 %","","","","1.8 %","4640"
"Scot Shields","Angels","29","91.2","572","937","1509","75.2 %","92.7","14.4 %","81.8","0.1 %","","6.3 %","78.3","4.0 %","85.1","","","","","4.4 %","35"
"Salomon Torres","Pirates","33","94.2","550","870","1420","68.6 %","92.1","8.0 %","85.3","","","14.4 %","79.5","7.8 %","85.9","1.2 %","87.0","","","15.1 %","1628"
"Josh Rupe","Rangers","22","9.2","70","98","168","53.6 %","92.1","8.9 %","87.9","26.2 %","87.6","6.6 %","70.6","4.8 %","82.8","","","","","","7206"
"Rafael Betancourt","Indians","30","67.2","306","728","1034","84.7 %","92.3","1.9 %","83.4","","","10.4 %","79.7","3.0 %","84.5","","","","","1.4 %","177"
"Pedro Martinez","Mets","33","217.0","974","2070","3044","53.5 %","88.0","12.3 %","82.8","0.4 %","83.1","16.1 %","72.8","17.6 %","78.2","","","","","1.0 %","200"
"Vic Darensbourg","Tigers","34","22.1","108","224","332","51.0 %","88.5","3.1 %","75.7","","","30.5 %","71.6","15.4 %","76.6","","","","","12.1 %","516"
"Chris Carpenter","Cardinals","30","241.2","1160","2235","3395","52.1 %","91.3","15.0 %","85.8","7.7 %","86.6","22.4 %","75.4","2.8 %","84.4","","","","","4.0 %","1292"
"Jay Witasick","- - -","32","63.1","437","658","1095","54.2 %","91.8","35.4 %","81.2","","","2.5 %","78.5","8.0 %","81.6","","","","","7.2 %","1138"
"Kevin Millwood","Indians","30","192.0","1051","1913","2964","67.7 %","92.4","19.5 %","85.1","0.6 %","88.9","10.5 %","74.0","1.7 %","84.0","","","","","4.7 %","106"
"Danys Baez","Devil Rays","27","72.1","436","743","1179","81.5 %","93.0","0.6 %","87.2","","","10.4 %","78.2","0.3 %","85.7","7.3 %","88.2","","","8.1 %","367"
"Fernando Rodney","Tigers","28","44.0","295","481","776","58.0 %","93.4","2.4 %","86.6","","","","","39.0 %","82.6","0.6 %","83.8","","","18.6 %","494"
"Jose Capellan","Brewers","24","15.2","73","165","238","81.6 %","94.1","14.2 %","82.4","","","1.4 %","76.0","2.8 %","87.0","","","","","40.8 %","2236"
"Johan Santana","Twins","26","231.2","1004","2331","3335","58.6 %","92.4","16.9 %","83.8","0.2 %","87.6","","","24.3 %","80.6","","","","","10.0 %","755"
"Jake Peavy","Padres","24","203.0","1085","2072","3157","58.8 %","91.5","16.7 %","83.7","7.8 %","87.4","1.4 %","78.1","15.3 %","83.9","","","","","4.8 %","1051"
"Brian Fuentes","Rockies","29","74.1","498","840","1338","67.4 %","91.5","18.6 %","77.8","","","6.8 %","73.0","7.2 %","72.7","","","","","2.5 %","429"
"Will Ohman","Cubs","27","43.1","300","450","750","36.4 %","91.8","61.5 %","81.6","","","0.6 %","69.5","1.5 %","82.0","","","","","2.1 %","296"
"Gary Majewski","Nationals","25","86.0","520","900","1420","76.7 %","93.2","18.3 %","83.9","0.1 %","89.0","0.2 %","","4.8 %","83.8","","","","","1.7 %","2131"
"Roy Oswalt","Astros","27","241.2","1164","2436","3600","69.8 %","93.1","9.1 %","84.5","1.4 %","87.3","13.5 %","70.3","5.9 %","83.8","0.5 %","88.0","","","1.5 %","571"
"Brad Thompson","Cardinals","23","55.0","268","506","774","64.9 %","89.1","17.5 %","79.2","","","7.1 %","76.0","10.0 %","80.2","0.5 %","84.3","","","1.3 %","4911"
"Trevor Hoffman","Padres","37","57.2","270","566","836","63.4 %","85.4","3.4 %","81.5","2.0 %","82.0","2.1 %","74.6","29.1 %","74.1","","","","","2.5 %","1035"
"Manny Delcarmen","Red Sox","23","9.0","79","103","182","82.4 %","94.5","","","","","11.0 %","74.2","6.6 %","85.0","","","","","","3180"
"Bret Prinz","Angels","28","3.0","26","35","61","81.4 %","92.5","13.6 %","81.0","","","","","5.1 %","81.0","","","","","1.6 %","1474"
"Santiago Casilla","Athletics","24","3.0","19","23","42","81.0 %","94.7","11.9 %","83.2","","","7.1 %","80.0","","","","","","","","2873"
"Jermaine Van Buren","Cubs","24","6.0","67","58","125","51.8 %","90.0","30.7 %","84.4","7.0 %","85.8","10.5 %","74.5","","","","","","","8.0 %","2492"
"Jorge Vasquez","Braves","26","9.0","69","94","163","42.6 %","88.8","42.6 %","84.5","","","","","14.8 %","84.1","","","","","0.6 %","2221"
"Kelvim Escobar","Angels","29","59.2","321","571","892","50.9 %","92.4","10.7 %","85.7","4.2 %","88.0","3.2 %","80.4","14.6 %","82.2","16.5 %","85.5","","","1.7 %","1298"
"John Smoltz","Braves","38","229.2","1076","2222","3298","55.8 %","92.3","22.5 %","84.1","","","2.6 %","79.1","7.3 %","85.1","11.9 %","86.8","","","1.5 %","115"
"Julio Mateo","Mariners","27","88.1","414","858","1272","50.6 %","90.2","33.8 %","82.5","","","4.2 %","75.5","11.4 %","81.6","","","","","11.7 %","1087"
"Brian Cooper","Giants","30","17.2","109","173","282","52.6 %","86.5","17.8 %","81.0","","","14.8 %","73.0","3.3 %","79.3","11.5 %","78.3","","","4.3 %","1295"
"David Riske","Indians","28","72.2","366","673","1039","77.0 %","89.5","3.1 %","80.1","","","0.6 %","76.2","14.2 %","78.0","5.2 %","78.6","","","2.7 %","402"
"Blaine Boyer","Braves","23","37.2","237","382","619","76.1 %","92.3","0.3 %","84.5","1.3 %","91.5","18.0 %","75.3","4.3 %","83.9","","","","","1.1 %","2237"
"Andy Sisco","Royals","22","75.1","577","826","1403","83.4 %","92.7","9.7 %","83.5","","","","","5.7 %","85.6","1.2 %","86.4","","","16.7 %","3706"
"John Parrish","Orioles","27","17.1","164","214","378","46.0 %","88.6","47.9 %","84.3","","","0.5 %","77.5","5.7 %","83.4","","","","","1.6 %","160"
"Jim Mecir","Marlins","35","43.1","305","429","734","62.5 %","88.7","6.4 %","81.9","0.1 %","85.0","0.1 %","71.0","2.4 %","82.5","28.4 %","74.6","","","2.0 %","930"
"Mark Buehrle","White Sox","26","236.2","1137","2340","3477","49.4 %","86.8","8.2 %","79.9","18.4 %","84.2","6.5 %","72.1","17.4 %","78.5","","","","","2.9 %","225"
"Ryan Dempster","Cubs","28","92.0","644","927","1571","53.1 %","92.7","36.5 %","87.2","0.3 %","89.0","0.1 %","86.5","9.9 %","85.4","","","","","2.4 %","517"
"John Patterson","Nationals","27","198.1","1128","2051","3179","64.4 %","91.1","16.7 %","83.9","0.1 %","86.0","15.0 %","74.9","3.8 %","84.3","","","","","2.8 %","71"
"Mike Myers","Red Sox","36","37.1","224","375","599","73.5 %","81.7","18.6 %","73.3","","","","","7.9 %","70.5","","","","","2.2 %","68"
"Aaron Heilman","Mets","26","108.0","636","1105","1741","56.8 %","90.1","5.4 %","81.2","","","1.3 %","76.9","36.5 %","80.4","0.1 %","80.0","","","0.6 %","1751"
"Jose Santiago","Mets","30","5.2","40","61","101","70.3 %","89.9","11.9 %","80.1","","","8.9 %","78.9","8.9 %","81.7","","","","","","972"
"Aaron Small","Yankees","33","76.0","405","715","1120","54.7 %","87.5","10.9 %","78.5","","","24.0 %","77.6","10.3 %","78.0","","","","","1.2 %","1477"
"Jarrod Washburn","Angels","30","177.1","970","1741","2711","56.3 %","88.7","17.7 %","80.6","3.7 %","86.0","8.0 %","75.9","14.4 %","79.9","","","","","8.1 %","40"
"Joey Eischen","Nationals","35","36.1","262","364","626","47.4 %","88.9","34.2 %","79.0","","","17.7 %","77.1","0.7 %","82.0","","","","","3.7 %","774"
"Kiko Calero","Athletics","30","55.2","345","567","912","31.3 %","88.7","61.6 %","80.1","","","3.8 %","78.2","3.1 %","82.1","0.2 %","82.0","","","10.3 %","1676"
"Jason Frasor","Blue Jays","27","74.2","478","774","1252","69.4 %","93.4","5.3 %","82.5","0.1 %","87.0","22.3 %","78.1","2.9 %","85.7","","","","","8.2 %","1906"
"Carlos Zambrano","Cubs","24","223.1","1344","2218","3562","72.9 %","92.8","16.4 %","81.3","1.0 %","90.5","2.0 %","71.5","3.5 %","82.5","4.3 %","84.8","","","1.4 %","305"
"Joe Beimel","Devil Rays","28","11.0","67","104","171","69.5 %","85.8","17.7 %","77.0","0.6 %","85.0","4.9 %","73.8","7.3 %","80.8","","","","","4.1 %","979"
"Chad Qualls","Astros","26","79.2","389","728","1117","62.4 %","91.9","33.2 %","86.2","2.9 %","88.7","0.2 %","79.0","1.4 %","84.3","","","","","0.8 %","2170"
"Aaron Rakers","Orioles","28","13.2","64","126","190","48.9 %","91.1","19.4 %","85.8","","","3.2 %","79.3","22.0 %","79.1","6.5 %","78.1","","","2.1 %","2638"
"Todd Williams","Orioles","34","76.1","453","733","1186","85.6 %","90.5","10.4 %","78.5","0.8 %","87.5","0.6 %","74.0","2.6 %","83.5","0.2 %","79.0","","","10.2 %","805"
"Scott Schoeneweis","Blue Jays","31","57.0","332","536","868","80.8 %","91.1","17.3 %","83.2","0.4 %","86.7","","","1.5 %","82.4","","","","","8.2 %","33"
"Mike MacDougal","Royals","28","70.1","464","699","1163","61.1 %","95.2","31.1 %","85.1","0.5 %","90.2","4.4 %","80.7","2.9 %","86.2","","","","","12.8 %","612"
"Ben Sheets","Brewers","26","156.2","754","1544","2298","66.6 %","93.2","","","","","30.7 %","79.8","2.7 %","84.9","","","","","1.5 %","710"
"Scott Baker","Twins","23","53.2","281","544","825","72.3 %","91.8","4.1 %","80.9","","","14.4 %","78.4","9.2 %","81.8","","","","","11.5 %","6176"
"Matt Wise","Brewers","29","64.1","385","668","1053","46.6 %","88.6","1.4 %","79.9","","","0.5 %","73.5","51.5 %","79.6","","","","","4.6 %","42"
"Chris Bootcheck","Angels","26","18.2","104","183","287","68.8 %","89.6","26.2 %","82.8","","","2.2 %","76.4","2.9 %","80.7","","","","","1.7 %","1842"
"Jason Grilli","Tigers","28","16.0","77","135","212","61.9 %","91.3","1.0 %","81.5","","","23.8 %","78.7","13.3 %","82.7","","","","","0.9 %","521"
"Josh Beckett","Marlins","25","178.2","1015","1791","2806","69.0 %","93.5","0.3 %","81.1","0.0 %","88.0","16.7 %","75.7","13.7 %","86.4","0.2 %","86.0","","","1.0 %","510"
"Ray King","Cardinals","31","40.0","236","423","659","67.0 %","90.9","28.0 %","83.6","0.5 %","87.7","","","4.6 %","83.1","","","","","0.2 %","693"
"Matt Guerrier","Twins","26","71.2","408","686","1094","61.0 %","89.8","15.1 %","84.5","","","18.3 %","75.6","5.7 %","81.5","","","","","11.1 %","2061"
"Francisco Cordero","Rangers","30","69.0","467","773","1240","56.8 %","95.9","39.6 %","86.8","","","0.3 %","74.5","0.7 %","84.7","2.6 %","85.3","","","1.1 %","1243"
"Kameron Loe","Rangers","23","92.0","496","916","1412","80.3 %","89.9","6.8 %","78.4","","","11.0 %","77.1","1.9 %","81.7","","","","","2.4 %","4422"
"Julian Tavarez","Cardinals","32","65.2","394","625","1019","64.8 %","91.4","23.2 %","81.0","","","1.2 %","77.9","9.1 %","82.4","1.7 %","84.2","","","2.8 %","541"
"Chris Spurling","Tigers","28","70.2","370","644","1014","68.6 %","90.1","26.1 %","82.6","","","0.4 %","77.3","5.0 %","82.7","","","","","8.0 %","1668"
"Carlos Silva","Twins","26","188.1","656","1638","2294","83.9 %","92.1","5.0 %","82.4","","","6.6 %","77.5","4.5 %","81.5","","","","","9.0 %","973"
"Shawn Chacon","- - -","27","151.2","1028","1468","2496","63.0 %","86.9","11.8 %","78.7","1.0 %","85.0","17.5 %","72.5","6.7 %","78.7","","","","","1.3 %","424"
"John Lackey","Angels","26","209.0","1270","2219","3489","60.0 %","91.4","7.5 %","85.0","3.1 %","87.7","20.1 %","80.5","9.2 %","82.9","","","","","4.0 %","1507"
"A.J. Burnett","Marlins","28","209.0","1252","2044","3296","63.6 %","95.6","0.3 %","85.2","","","26.2 %","80.9","9.9 %","85.9","","","","","4.6 %","512"
"Kenny Rogers","Rangers","40","195.1","1154","1859","3013","43.0 %","85.6","8.8 %","79.9","6.3 %","81.9","8.8 %","73.7","33.2 %","78.7","","","","","1.4 %","1277"
"Randy Flores","Cardinals","29","41.2","239","430","669","47.7 %","88.4","35.9 %","80.1","0.8 %","85.8","13.9 %","75.1","1.8 %","80.0","","","","","","1446"
"J.C. Romero","Twins","29","57.0","454","573","1027","67.2 %","90.9","20.2 %","81.7","","","3.4 %","78.2","9.3 %","80.2","","","","","10.6 %","754"
"Bartolo Colon","Angels","32","222.2","1042","2206","3248","81.7 %","92.7","10.5 %","85.9","0.7 %","88.9","0.6 %","80.3","6.6 %","83.6","","","","","11.2 %","375"
"Derek Thompson","Dodgers","24","18.0","132","179","311","69.0 %","89.5","2.6 %","80.6","2.9 %","86.2","19.0 %","75.2","6.5 %","81.3","","","","","0.3 %","2126"
"Jon Garland","White Sox","25","221.0","1138","2176","3314","68.9 %","91.1","14.4 %","84.3","0.1 %","88.5","2.1 %","75.2","14.6 %","81.0","","","","","10.1 %","232"
"Mike Hampton","Braves","32","69.1","375","641","1016","56.2 %","88.3","6.1 %","83.3","19.7 %","85.9","4.2 %","76.0","13.8 %","82.4","","","","","0.7 %","430"
