"Name","Team","Age","IP","Balls","Strikes","Pitches","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","playerid"
"Tim Hudson","Braves","29","192.0","1077","1813","2890","70.2 %","90.3","12.9 %","84.9","4.4 %","88.0","1.2 %","77.0","4.4 %","82.2","6.9 %","85.2","","","1.6 %","921"
"Octavio Dotel","Athletics","31","15.1","107","150","257","89.5 %","92.1","8.5 %","82.6","","","","","2.0 %","","","","","","3.9 %","555"
"Joe Blanton","Athletics","24","201.1","1176","1895","3071","57.3 %","89.0","12.2 %","81.1","0.0 %","89.0","17.0 %","73.5","13.6 %","81.4","","","","","7.5 %","4849"
"Tom Glavine","Mets","39","211.1","1294","1976","3270","55.1 %","85.2","3.5 %","80.8","0.5 %","82.8","4.1 %","72.6","36.9 %","78.1","","","","","0.3 %","90"
"Pete Walker","Blue Jays","36","84.0","527","786","1313","47.7 %","86.6","30.8 %","83.4","2.4 %","84.4","0.5 %","75.0","14.9 %","80.6","3.7 %","81.5","","","3.9 %","1325"
"Brandon Webb","Diamondbacks","26","229.0","1225","2149","3374","77.5 %","87.6","0.3 %","82.1","","","9.5 %","74.9","12.7 %","79.4","","","","","3.9 %","1692"
"Elmer Dessens","Dodgers","34","65.2","395","660","1055","63.6 %","89.4","20.8 %","83.9","0.6 %","88.0","7.7 %","76.5","6.7 %","83.2","0.7 %","83.0","","","2.1 %","317"
"Jeff Suppan","Cardinals","30","194.1","1109","1923","3032","59.4 %","88.0","11.2 %","83.2","1.7 %","85.4","13.3 %","71.5","14.5 %","80.5","","","","","0.8 %","633"
"Robinson Tejeda","Phillies","23","85.2","597","877","1474","69.8 %","92.2","15.1 %","82.1","0.1 %","","2.0 %","79.8","13.0 %","83.0","","","","","4.6 %","2575"
"Akinori Otsuka","Padres","33","62.2","439","628","1067","50.6 %","90.3","36.5 %","84.4","0.1 %","","0.8 %","79.8","1.1 %","82.8","10.9 %","85.0","","","6.1 %","1895"
"Seth Greisinger","Braves","29","5.0","22","47","69","58.0 %","89.6","2.9 %","80.0","","","23.2 %","77.0","15.9 %","79.8","","","","","","467"
"Chad Orvella","Devil Rays","24","50.0","308","545","853","59.5 %","91.4","12.5 %","84.8","","","","","28.0 %","82.8","","","","","3.2 %","5952"
"Jon Rauch","Nationals","26","30.0","173","320","493","58.5 %","89.7","22.9 %","80.6","","","9.4 %","72.8","9.2 %","81.5","","","","","11.6 %","1475"
"J.J. Putz","Mariners","28","60.0","368","643","1011","76.1 %","94.8","20.0 %","86.2","","","0.1 %","83.0","3.4 %","85.7","0.4 %","86.0","","","5.5 %","1795"
"Jose Contreras","White Sox","33","204.2","1188","1981","3169","56.4 %","92.9","14.6 %","84.8","0.1 %","88.0","0.3 %","79.3","4.6 %","81.2","24.0 %","79.8","","","1.8 %","1660"
"Derek Lowe","Dodgers","32","222.0","1148","2173","3321","66.0 %","88.4","14.3 %","80.2","1.3 %","87.0","2.4 %","77.2","16.1 %","83.1","","","","","5.2 %","199"
"Ugueth Urbina","- - -","31","79.2","547","896","1443","69.1 %","91.2","15.2 %","83.5","0.2 %","87.0","0.1 %","77.0","15.6 %","78.6","","","","","5.1 %","216"
"Mark Mulder","Cardinals","27","205.0","1126","1889","3015","64.1 %","87.9","11.5 %","83.0","3.8 %","84.5","7.5 %","68.3","9.5 %","81.0","3.7 %","85.1","","","3.6 %","932"
"Ryan Speier","Rockies","25","24.2","165","230","395","54.8 %","85.5","27.2 %","79.1","1.0 %","84.8","2.6 %","76.7","14.4 %","77.9","","","","","3.0 %","3808"
"Josh Johnson","Marlins","21","12.1","106","118","224","75.7 %","91.0","13.1 %","85.3","","","1.8 %","79.8","9.5 %","84.4","","","","","0.9 %","4567"
"Kent Mercker","Reds","37","61.2","328","612","940","68.1 %","90.9","11.2 %","84.1","0.1 %","91.0","0.2 %","78.0","20.3 %","81.7","","","","","10.1 %","439"
"Craig Dingman","Tigers","31","32.0","160","309","469","58.6 %","91.0","34.5 %","81.2","","","4.7 %","78.9","2.2 %","81.0","","","","","13.0 %","318"
"Franklyn German","Tigers","25","59.0","436","603","1039","53.1 %","92.5","1.3 %","84.5","","","","","4.7 %","83.4","40.9 %","84.3","","","13.0 %","1603"
"Mark Prior","Cubs","24","166.2","988","1839","2827","68.6 %","92.2","8.5 %","81.3","","","18.1 %","79.9","4.8 %","84.9","","","","","1.7 %","301"
"Aaron Cook","Rockies","26","83.1","434","751","1185","84.2 %","89.5","7.7 %","80.4","","","2.3 %","76.7","5.8 %","83.4","","","","","16.5 %","1571"
"Darrell Rasner","Nationals","24","7.1","53","70","123","64.7 %","87.1","5.0 %","81.0","","","21.9 %","74.1","8.4 %","78.7","","","","","3.3 %","4770"
"Eude Brito","Phillies","26","22.0","148","214","362","58.9 %","90.3","19.0 %","84.9","7.5 %","87.4","","","14.5 %","84.1","","","","","0.6 %","2514"
"Jamie Walker","Tigers","33","48.2","249","488","737","46.8 %","85.3","23.2 %","76.2","","","11.3 %","72.9","18.7 %","77.5","","","","","13.6 %","502"
"Josh Towers","Blue Jays","28","208.2","927","2027","2954","57.6 %","87.9","28.8 %","82.3","1.4 %","84.0","4.2 %","75.7","8.1 %","81.0","","","","","13.9 %","1489"
"Brendan Donnelly","Angels","33","65.1","389","713","1102","66.5 %","89.4","14.7 %","87.2","3.3 %","87.3","","","14.5 %","83.0","1.0 %","84.0","","","5.1 %","1441"
"Brett Myers","Phillies","24","215.1","1249","2225","3474","58.2 %","91.4","4.7 %","85.4","8.7 %","87.3","20.6 %","79.5","7.8 %","83.9","0.0 %","87.0","","","1.1 %","962"
"Rick White","Pirates","36","75.0","455","743","1198","60.7 %","92.6","13.8 %","83.0","","","16.7 %","80.0","8.9 %","82.9","","","","","9.4 %","456"
"Geoff Geary","Phillies","28","58.0","319","572","891","65.8 %","91.3","13.6 %","83.7","","","12.2 %","79.3","8.5 %","84.3","","","","","1.0 %","1813"
"Gustavo Chacin","Blue Jays","24","203.0","1216","2029","3245","55.9 %","89.3","12.1 %","83.5","14.3 %","85.8","5.2 %","75.2","12.5 %","79.7","","","","","4.4 %","2060"
"Joaquin Benoit","Rangers","27","87.0","552","957","1509","61.5 %","91.5","20.0 %","83.6","2.2 %","87.0","2.9 %","78.3","13.4 %","81.1","","","","","0.4 %","1437"
"Luis Vizcaino","White Sox","30","70.0","444","720","1164","42.5 %","92.1","43.9 %","83.0","0.1 %","89.0","0.2 %","77.0","3.1 %","85.4","10.3 %","87.3","","","6.2 %","714"
"Duaner Sanchez","Dodgers","25","82.0","470","794","1264","58.9 %","93.3","11.0 %","85.6","","","12.0 %","77.8","16.9 %","82.4","1.2 %","83.8","","","4.5 %","1518"
"Dan Haren","Athletics","24","217.0","1232","2141","3373","59.3 %","91.9","16.6 %","83.3","0.4 %","87.9","3.3 %","80.3","2.9 %","83.1","17.6 %","86.5","","","8.2 %","1757"
"Paul Byrd","Angels","34","204.1","908","2010","2918","54.9 %","87.2","19.9 %","80.4","2.1 %","85.9","9.3 %","73.6","13.8 %","79.7","","","","","1.3 %","594"
"Chris Oxspring","Padres","28","12.0","83","116","199","68.1 %","88.0","4.7 %","79.6","1.2 %","86.5","18.9 %","72.9","7.1 %","80.3","","","","","15.1 %","7232"
"Damaso Marte","White Sox","30","45.1","366","540","906","61.5 %","92.1","36.6 %","80.0","","","2.0 %","77.0","","","","","","","4.8 %","247"
"Esteban Loaiza","Nationals","33","217.0","1135","2206","3341","57.5 %","89.6","3.5 %","84.4","31.6 %","86.6","0.2 %","75.0","7.2 %","79.6","","","","","1.2 %","1310"
"Scott Kazmir","Devil Rays","21","186.0","1290","2007","3297","65.2 %","92.6","21.8 %","83.5","","","0.1 %","81.0","12.9 %","82.8","","","","","3.9 %","4897"
"Noah Lowry","Giants","24","204.2","1302","2244","3546","54.2 %","87.8","13.0 %","80.1","0.3 %","83.7","5.8 %","73.2","26.8 %","73.3","","","","","0.9 %","1833"
"Cliff Lee","Indians","26","202.0","1059","2038","3097","75.2 %","89.3","2.4 %","83.5","2.8 %","85.8","8.0 %","73.8","11.6 %","82.0","","","","","0.8 %","1636"
"Randy Johnson","Yankees","41","225.2","1117","2309","3426","56.0 %","92.7","38.0 %","84.6","","","","","3.9 %","85.6","2.2 %","86.1","","","3.2 %","60"
"Michael Wuertz","Cubs","26","75.2","533","795","1328","35.6 %","90.8","47.8 %","84.9","1.2 %","86.9","","","10.8 %","84.2","4.7 %","86.1","","","2.8 %","1856"
"James Baldwin","- - -","33","56.2","317","543","860","57.8 %","87.7","10.1 %","84.2","3.2 %","86.7","15.0 %","77.0","13.9 %","79.5","0.1 %","81.0","","","1.5 %","1064"
"Aaron Harang","Reds","27","211.2","1118","2295","3413","68.1 %","90.5","17.5 %","82.2","0.0 %","87.0","5.8 %","76.0","8.6 %","80.7","","","","","3.8 %","1451"
"Bruce Chen","Orioles","28","197.1","1150","1991","3141","45.6 %","86.0","12.1 %","79.8","0.4 %","83.6","17.0 %","72.7","24.9 %","75.7","","","","","5.2 %","769"
"LaTroy Hawkins","- - -","32","56.1","376","585","961","79.5 %","93.6","14.2 %","86.6","","","0.8 %","77.4","5.6 %","83.3","","","","","4.4 %","729"
"Chris Hammond","Padres","39","58.2","306","579","885","32.3 %","82.2","21.4 %","79.4","1.7 %","82.9","4.2 %","64.3","40.5 %","65.6","","","","","5.3 %","92"
"Doug Davis","Brewers","29","222.2","1426","2300","3726","51.9 %","87.3","5.3 %","83.2","25.0 %","84.6","9.4 %","72.5","8.4 %","80.3","","","","","9.8 %","1244"
"Chad Bradford","Red Sox","30","23.1","116","257","373","72.4 %","80.8","22.4 %","68.0","","","","","5.2 %","73.8","","","","","0.8 %","904"
"Barry Zito","Athletics","27","228.1","1489","2315","3804","51.5 %","87.3","8.5 %","81.0","0.5 %","81.7","25.4 %","72.1","14.2 %","75.0","","","","","6.2 %","944"
"Freddy Garcia","White Sox","28","228.0","1262","2133","3395","52.8 %","91.4","23.2 %","83.5","0.6 %","87.6","8.6 %","75.5","12.5 %","84.0","2.3 %","84.5","","","1.9 %","1077"
"Vinnie Chulk","Blue Jays","26","72.0","431","689","1120","60.5 %","92.2","29.1 %","80.8","0.1 %","89.0","6.1 %","78.3","4.2 %","82.0","","","","","6.3 %","1838"
"Justin Lehr","Brewers","27","34.2","224","311","535","54.3 %","89.2","17.3 %","84.7","3.6 %","87.1","8.4 %","78.2","13.6 %","83.4","2.9 %","84.4","","","10.5 %","2163"
"Joel Peralta","Angels","29","34.2","221","384","605","46.8 %","90.5","16.3 %","78.9","","","13.1 %","77.0","18.6 %","80.7","5.3 %","82.0","","","5.0 %","2332"
"Brad Penny","Dodgers","27","175.1","970","1814","2784","74.5 %","92.7","0.2 %","83.7","","","18.6 %","75.9","6.7 %","82.9","","","","","1.9 %","535"
"Erasmo Ramirez","Rangers","29","23.0","95","220","315","54.7 %","81.6","7.3 %","75.4","","","18.1 %","66.1","19.9 %","65.9","","","","","12.4 %","1699"
"Dae-Sung Koo","Mets","35","23.0","171","267","438","67.5 %","87.5","15.4 %","77.3","","","11.5 %","74.1","5.5 %","77.9","","","","","0.9 %","8619"
"Giovanni Carrara","Dodgers","37","75.2","507","748","1255","58.5 %","87.5","8.9 %","84.0","3.3 %","84.9","17.1 %","69.8","12.1 %","79.0","0.2 %","84.0","","","3.1 %","643"
"Chris Reitsma","Braves","27","73.1","363","710","1073","63.0 %","93.1","0.6 %","82.3","","","13.6 %","77.2","22.9 %","80.4","","","","","1.1 %","348"
"Jeff Nelson","Mariners","38","36.2","256","376","632","27.5 %","88.1","71.9 %","78.5","","","","","0.7 %","78.0","","","","","4.8 %","1092"
"David Weathers","Reds","35","77.2","435","793","1228","67.2 %","89.0","29.0 %","84.1","","","0.1 %","75.0","3.7 %","82.5","","","","","7.7 %","902"
"Braden Looper","Mets","30","59.1","407","662","1069","77.5 %","92.9","12.6 %","85.3","","","","","7.2 %","83.4","2.7 %","83.6","","","1.3 %","526"
"Jeremy Accardo","Giants","23","29.2","168","281","449","72.1 %","92.7","18.8 %","85.6","1.7 %","90.3","0.5 %","","6.9 %","82.0","","","","","9.8 %","6428"
"Franquelis Osoria","Dodgers","23","29.2","123","253","376","77.4 %","89.0","5.8 %","78.1","","","6.6 %","77.2","9.9 %","83.0","0.3 %","86.0","","","3.7 %","2860"
"Ambiorix Burgos","Royals","21","63.1","431","644","1075","73.1 %","96.3","8.0 %","85.3","","","0.1 %","","1.3 %","87.8","17.5 %","86.9","","","10.8 %","3246"
"Livan Hernandez","Nationals","30","246.1","1560","2449","4009","61.2 %","86.0","21.9 %","79.7","0.2 %","82.7","9.0 %","69.2","7.7 %","78.8","","","","","1.9 %","1116"
"Scott Olsen","Marlins","21","20.1","132","228","360","58.5 %","89.6","24.4 %","83.1","2.8 %","87.2","0.3 %","76.0","14.0 %","81.7","","","","","0.8 %","4529"
"Chris Capuano","Brewers","26","219.0","1361","2280","3641","61.9 %","86.4","17.2 %","78.0","","","0.2 %","74.0","20.8 %","76.5","","","","","9.8 %","1701"
"Erik Bedard","Orioles","26","141.2","908","1556","2464","65.2 %","91.2","1.4 %","80.2","3.5 %","88.4","16.6 %","78.1","13.3 %","78.3","","","","","9.5 %","126"
"Chien-Ming Wang","Yankees","25","116.1","610","987","1597","77.9 %","92.0","12.9 %","85.4","0.1 %","88.0","","","7.5 %","82.6","1.6 %","85.9","","","1.3 %","2074"
"Nate Bump","Marlins","28","38.0","215","361","576","78.7 %","88.4","","","","","15.9 %","73.0","5.4 %","78.8","","","","","5.9 %","1755"
"CC Sabathia","Indians","24","196.2","1138","2014","3152","66.3 %","94.7","15.3 %","81.8","0.0 %","92.0","2.3 %","79.2","16.0 %","85.1","","","","","4.0 %","404"
"Brandon McCarthy","White Sox","21","67.0","374","721","1095","61.1 %","90.3","","","","","16.9 %","76.2","22.0 %","77.6","","","","","14.5 %","4662"
"Jason Vargas","Marlins","22","73.2","466","794","1260","68.4 %","89.0","11.2 %","79.1","0.2 %","81.5","2.5 %","77.7","17.8 %","80.6","","","","","0.9 %","8044"
"Brad Radke","Twins","32","200.2","853","2083","2936","64.9 %","89.4","10.3 %","84.0","0.3 %","86.8","7.6 %","76.2","17.0 %","77.7","","","","","14.2 %","748"
"Scott Sauerbeck","Indians","33","35.2","224","351","575","43.7 %","85.1","8.3 %","76.1","","","44.8 %","74.6","3.3 %","78.7","","","","","4.0 %","1007"
"Tomo Ohka","- - -","29","180.1","993","1831","2824","52.4 %","87.4","24.6 %","81.9","8.4 %","85.2","2.4 %","75.5","8.8 %","80.7","3.3 %","83.2","","","12.3 %","788"
"Tim Byrdak","Orioles","31","26.2","210","302","512","61.7 %","90.4","33.0 %","84.2","1.3 %","86.3","1.1 %","77.0","2.4 %","83.0","0.4 %","83.0","","","11.7 %","1995"
"Jeff Fassero","Giants","42","91.0","511","901","1412","56.2 %","88.4","24.1 %","83.2","4.5 %","86.6","4.5 %","76.6","9.0 %","81.2","1.8 %","81.2","","","2.8 %","279"
"Trever Miller","Devil Rays","32","44.1","306","453","759","53.7 %","87.1","28.4 %","77.9","","","6.3 %","75.2","11.6 %","80.5","","","","","7.3 %","1672"
"Tim Worrell","- - -","37","48.2","273","516","789","62.8 %","88.2","14.7 %","81.5","4.4 %","85.9","5.9 %","79.1","11.0 %","82.5","1.2 %","83.2","","","4.9 %","1139"
"Ron Villone","- - -","35","64.0","480","731","1211","64.1 %","89.8","20.9 %","83.2","0.5 %","87.3","0.9 %","76.5","13.5 %","83.4","","","","","1.6 %","1010"
"Miguel Batista","Blue Jays","34","74.2","444","776","1220","53.4 %","92.7","9.0 %","88.4","28.6 %","90.8","2.1 %","78.0","4.3 %","84.2","2.7 %","86.4","","","7.8 %","46"
"David Cortes","Rockies","31","52.2","265","526","791","80.3 %","91.2","5.7 %","80.9","","","3.4 %","76.6","10.6 %","80.8","","","","","2.2 %","1798"
"Matt Morris","Cardinals","30","192.2","950","1925","2875","44.1 %","89.2","26.7 %","83.5","2.1 %","86.3","23.8 %","74.0","3.3 %","81.5","","","","","1.4 %","1172"
"Kris Benson","Mets","30","174.1","1008","1731","2739","56.9 %","90.2","24.8 %","83.7","2.4 %","87.0","1.0 %","80.1","15.0 %","82.9","","","","","0.5 %","982"
"Jason Marquis","Cardinals","26","207.0","1254","1984","3238","69.5 %","91.4","13.7 %","83.7","1.3 %","86.5","10.0 %","77.0","5.6 %","82.9","","","","","4.1 %","105"
"Steve Trachsel","Mets","34","37.0","213","348","561","38.1 %","87.0","2.3 %","82.1","","","23.2 %","75.1","13.3 %","80.7","23.0 %","80.2","","","0.9 %","898"
"Ryan Madson","Phillies","24","87.0","510","863","1373","57.0 %","92.3","0.2 %","81.0","0.4 %","87.8","16.9 %","76.2","25.6 %","81.2","","","","","2.4 %","1852"
"Tim Wakefield","Red Sox","38","225.1","1149","2244","3393","12.1 %","76.1","","","","","4.3 %","60.2","","","","","83.6 %","67.9","1.4 %","219"
"John Foster","Braves","27","34.2","256","350","606","68.2 %","89.2","7.5 %","76.7","","","16.5 %","75.0","7.8 %","82.3","","","","","0.8 %","86"
"Victor Zambrano","Mets","29","166.1","1122","1665","2787","52.2 %","89.6","19.5 %","82.1","","","1.6 %","77.9","26.6 %","84.0","0.1 %","83.8","","","0.7 %","1237"
"Kirk Saarloos","Athletics","26","159.2","954","1450","2404","60.8 %","85.7","11.2 %","81.7","12.2 %","83.9","2.2 %","75.7","13.7 %","80.7","","","","","14.2 %","1516"
"Kyle Lohse","Twins","26","178.2","1040","1835","2875","59.8 %","91.6","25.1 %","85.2","1.6 %","88.2","1.6 %","78.0","11.9 %","82.2","","","","","10.2 %","739"
"Shigetoshi Hasegawa","Mariners","36","66.2","398","609","1007","57.6 %","87.3","19.0 %","79.5","","","0.9 %","75.7","17.3 %","79.6","5.3 %","81.9","","","9.9 %","1082"
"Jeff Harris","Mariners","30","53.2","328","534","862","50.7 %","86.3","29.5 %","80.9","","","7.9 %","75.8","11.8 %","80.6","0.1 %","","","","14.6 %","7189"
"Jon Lieber","Phillies","35","218.1","1026","2101","3127","59.0 %","89.1","34.8 %","82.8","0.7 %","87.5","","","5.5 %","81.4","","","","","1.3 %","287"
"Brandon Claussen","Reds","26","166.2","1030","1814","2844","65.7 %","87.3","5.8 %","79.0","0.1 %","","14.5 %","75.9","13.9 %","79.7","","","","","8.9 %","814"
"Jeff Weaver","Dodgers","28","224.0","1140","2234","3374","48.0 %","87.8","18.6 %","78.7","7.4 %","85.1","18.6 %","74.0","7.1 %","80.2","0.3 %","85.5","","","3.6 %","503"
"Amaury Telemaco","Phillies","31","10.2","67","96","163","43.8 %","86.9","29.6 %","82.7","1.9 %","87.7","","","","","24.7 %","81.3","","","0.6 %","1802"
"Juan Dominguez","Rangers","25","70.1","414","755","1169","64.4 %","93.0","3.0 %","83.0","","","4.3 %","79.8","28.3 %","83.9","","","","","9.9 %","1796"
"Kerry Wood","Cubs","28","66.0","387","671","1058","63.7 %","94.3","25.7 %","84.7","","","5.0 %","78.0","5.7 %","85.1","","","","","2.0 %","304"
"Tyler Walker","Giants","29","61.2","401","645","1046","66.7 %","93.2","26.3 %","85.5","0.2 %","88.5","2.8 %","77.3","3.9 %","85.0","0.1 %","","","","4.9 %","901"
"Greg Maddux","Cubs","39","225.0","1034","2065","3099","65.3 %","84.3","4.8 %","79.5","0.9 %","82.7","3.5 %","71.9","25.5 %","78.9","","","","","2.3 %","104"
"Jerome Williams","- - -","23","122.2","755","1181","1936","56.3 %","88.4","19.3 %","82.6","1.0 %","85.7","5.1 %","75.5","18.2 %","81.2","0.2 %","85.0","","","1.6 %","1137"
"Chris Young","Rangers","26","164.2","1003","1856","2859","71.9 %","89.9","0.4 %","81.0","","","14.5 %","74.2","13.2 %","80.0","","","","","4.0 %","3196"
"Adam Eaton","Padres","27","128.2","830","1404","2234","56.5 %","91.4","11.5 %","85.3","3.7 %","87.3","18.5 %","77.2","9.9 %","83.9","","","","","8.4 %","1029"
"Terry Mulholland","Twins","42","59.0","289","524","813","69.7 %","87.1","13.5 %","80.9","0.4 %","84.0","14.0 %","75.3","2.3 %","78.5","","","","","4.3 %","665"
"Jamie Moyer","Mariners","42","200.0","1250","2013","3263","40.9 %","81.8","8.5 %","78.9","16.6 %","80.3","6.2 %","68.8","27.8 %","74.8","","","","","5.2 %","1091"
"Steve Kline","Orioles","32","61.0","386","577","963","61.2 %","86.7","29.0 %","81.7","","","0.1 %","","9.6 %","79.9","","","","","7.5 %","1164"
"John Wasdin","Rangers","32","75.2","412","736","1148","64.2 %","91.0","0.4 %","79.5","","","20.8 %","77.9","14.7 %","80.3","","","","","6.7 %","1768"
"Scott Downs","Blue Jays","29","94.0","613","953","1566","61.8 %","86.6","14.0 %","78.1","","","16.0 %","71.7","8.3 %","80.1","","","","","5.2 %","773"
"Ricardo Rincon","Athletics","35","37.1","256","368","624","51.7 %","88.7","39.1 %","83.9","4.0 %","86.5","","","5.2 %","83.0","","","","","9.8 %","401"
"Randy Wolf","Phillies","28","80.0","458","837","1295","62.1 %","87.6","9.6 %","81.1","0.5 %","84.0","18.7 %","66.0","9.1 %","76.0","","","","","0.7 %","976"
"Jason Schmidt","Giants","32","172.0","1197","1852","3049","63.0 %","91.8","6.8 %","83.0","","","6.6 %","79.2","23.3 %","85.6","0.3 %","","","","1.2 %","1131"
"Mike Mussina","Yankees","36","179.2","1075","1903","2978","45.9 %","88.3","18.1 %","83.1","1.0 %","85.5","23.2 %","77.4","7.1 %","75.6","4.8 %","82.8","","","1.4 %","837"
"Matt Belisle","Reds","25","85.2","473","892","1365","77.3 %","91.8","1.9 %","80.1","","","18.4 %","75.0","2.4 %","83.1","","","","","21.1 %","1837"
"Dave Williams","Pirates","26","138.2","876","1351","2227","59.5 %","87.1","3.3 %","80.1","0.6 %","84.4","19.7 %","72.2","17.0 %","80.6","","","","","2.6 %","1013"
"Javier Vazquez","Diamondbacks","28","215.2","1123","2199","3322","55.9 %","91.7","10.0 %","81.4","0.6 %","86.2","14.6 %","74.8","19.0 %","81.1","","","","","7.0 %","801"
"Ryan Vogelsong","Pirates","27","81.1","564","833","1397","74.9 %","91.1","2.1 %","85.8","3.9 %","87.7","13.2 %","76.9","6.1 %","83.5","","","","","6.7 %","1011"
"Roberto Novoa","Cubs","25","44.2","315","487","802","64.6 %","93.4","29.3 %","83.8","0.4 %","89.0","3.1 %","82.8","2.6 %","84.2","","","","","3.2 %","2217"
"David Wells","Red Sox","42","184.0","844","1931","2775","56.8 %","87.6","1.8 %","81.8","9.1 %","85.0","29.3 %","71.6","3.1 %","78.7","","","","","0.7 %","855"
"Mike Gosling","Diamondbacks","24","32.1","254","324","578","63.5 %","89.0","4.8 %","81.7","1.4 %","82.7","17.4 %","74.7","12.9 %","81.6","","","","","2.4 %","2204"
"Mike Wood","Royals","25","115.0","771","1122","1893","57.2 %","87.1","12.3 %","79.8","","","5.5 %","74.8","21.5 %","82.0","3.6 %","83.4","","","13.6 %","1806"
"Jorge De La Rosa","Brewers","24","42.1","398","489","887","61.0 %","93.5","7.1 %","83.2","0.1 %","84.0","11.0 %","75.4","20.8 %","83.1","","","","","5.6 %","2047"
"Joe Borowski","- - -","34","46.1","257","452","709","40.2 %","88.2","42.8 %","81.5","","","1.4 %","79.4","15.5 %","79.4","","","","","1.7 %","267"
"John Thomson","Braves","31","98.2","539","1025","1564","72.5 %","90.3","9.6 %","85.8","2.0 %","87.6","7.8 %","77.7","8.1 %","84.0","","","","","1.9 %","453"
"Mike DeJean","- - -","34","62.1","419","636","1055","55.1 %","90.6","33.5 %","83.3","0.2 %","87.5","0.1 %","75.0","2.3 %","82.3","8.8 %","82.4","","","4.8 %","682"
"Brett Tomko","Giants","32","190.2","1096","1983","3079","66.3 %","93.3","17.1 %","84.3","0.0 %","88.0","4.8 %","77.7","11.6 %","83.6","0.2 %","87.3","","","2.1 %","1056"
"Nate Robertson","Tigers","27","196.2","1066","1865","2931","51.1 %","88.5","23.3 %","80.5","0.4 %","84.1","1.1 %","75.3","24.1 %","79.0","","","","","3.7 %","1620"
"Jake Westbrook","Indians","27","210.2","1156","2054","3210","69.9 %","91.3","8.0 %","82.9","6.7 %","87.3","5.8 %","79.4","9.7 %","82.7","","","","","4.1 %","412"
"Dave Bush","Blue Jays","25","136.1","734","1404","2138","61.2 %","89.1","5.6 %","82.4","2.7 %","86.3","21.0 %","68.1","9.5 %","81.4","0.1 %","","","","5.7 %","4635"
"Keiichi Yabu","Athletics","36","58.0","368","548","916","65.4 %","90.1","8.0 %","83.9","3.0 %","88.0","6.0 %","74.9","4.5 %","82.8","13.1 %","83.2","","","1.8 %","8624"
"Armando Benitez","Giants","32","30.0","206","324","530","75.7 %","92.1","10.6 %","82.5","","","","","5.7 %","85.1","8.0 %","86.0","","","3.6 %","865"
"Matt Childers","Braves","26","4.0","31","47","78","62.8 %","90.4","15.4 %","82.7","","","6.4 %","77.7","11.5 %","83.0","3.9 %","83.3","","","","1563"
"Masao Kida","Mariners","36","2.0","5","18","23","45.5 %","89.4","","","","","22.7 %","72.8","31.8 %","80.6","","","","","4.4 %","1800"
"Colter Bean","Yankees","28","2.0","18","27","45","33.3 %","","66.7 %","","","","","","","","","","","","","2246"
"Todd Coffey","Reds","24","58.0","321","606","927","69.8 %","91.7","19.6 %","82.3","","","0.2 %","79.0","10.0 %","82.8","0.4 %","85.0","","","6.8 %","2467"
"Julio Santana","Brewers","31","42.0","256","427","683","64.5 %","93.4","31.5 %","84.3","","","0.8 %","81.3","1.8 %","81.9","1.5 %","86.4","","","2.5 %","496"
"Matt Capps","Pirates","21","4.0","22","45","67","74.5 %","90.7","21.3 %","79.6","","","","","4.3 %","82.0","","","","","29.9 %","4788"
"Bronson Arroyo","Red Sox","28","205.1","1166","2134","3300","48.5 %","89.5","25.4 %","76.2","0.2 %","85.5","18.7 %","72.5","7.2 %","79.7","","","","","4.2 %","978"
"Daniel Cabrera","Orioles","24","161.1","1175","1691","2866","65.2 %","96.2","28.0 %","87.5","","","5.6 %","84.6","1.2 %","85.7","0.0 %","84.0","","","4.8 %","1931"
"Glendon Rusch","Cubs","30","145.1","940","1626","2566","76.6 %","88.5","3.8 %","80.4","1.3 %","85.8","8.8 %","72.9","9.5 %","80.0","","","","","2.8 %","707"
"Cory Lidle","Phillies","33","184.2","986","1807","2793","61.1 %","87.7","0.4 %","82.4","0.2 %","87.5","18.8 %","71.2","11.0 %","75.5","8.5 %","80.6","","","1.2 %","926"
"Ricky Bottalico","Brewers","35","41.2","284","421","705","55.9 %","89.4","28.0 %","83.4","0.3 %","85.0","8.7 %","75.8","6.7 %","82.9","0.4 %","86.0","","","1.4 %","948"
"Jason Johnson","Tigers","31","210.0","1070","1932","3002","62.2 %","91.4","6.8 %","83.1","0.0 %","88.0","22.3 %","80.8","8.7 %","81.5","","","","","24.8 %","147"
"Brian Moehler","Marlins","33","158.1","878","1595","2473","71.7 %","87.7","5.3 %","83.4","7.0 %","85.6","4.3 %","75.9","11.7 %","80.0","0.1 %","82.0","","","5.1 %","480"
"Jake Woods","Angels","23","27.2","199","301","500","54.9 %","88.5","9.3 %","79.1","","","20.5 %","77.1","15.3 %","81.4","","","","","0.6 %","2196"
"Odalis Perez","Dodgers","28","108.2","575","1065","1640","46.4 %","88.3","8.9 %","81.2","0.7 %","83.2","16.7 %","76.3","27.4 %","81.3","","","","","1.2 %","668"
"Kelly Wunsch","Dodgers","32","23.2","163","228","391","25.0 %","84.0","52.6 %","76.0","","","8.4 %","73.7","14.0 %","74.7","","","","","2.8 %","259"
"Jesus Colome","Devil Rays","27","45.1","295","454","749","79.9 %","94.3","7.7 %","85.6","","","0.4 %","82.0","12.0 %","87.2","","","","","2.3 %","1198"
