"Name","Team","Age","IP","Balls","Strikes","Pitches","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","playerid"
"Eric Junge","Phillies","25","12.2","85","147","232","67.5 %","90.2","22.5 %","83.2","","","","","10.0 %","80.9","","","","","0.4 %","1611"
"Brian Tallet","Indians","24","12.0","80","89","169","76.3 %","87.7","4.1 %","82.3","","","","","19.5 %","80.6","","","","","","1646"
"Micah Bowie","Athletics","27","12.0","78","123","201","68.2 %","90.4","21.9 %","83.0","","","4.0 %","75.0","6.0 %","79.3","","","","","","1561"
"Gabe Molina","Cardinals","27","11.1","65","97","162","72.4 %","91.8","","","","","26.9 %","80.1","0.6 %","","","","","","3.7 %","1575"
"Buddy Groom","Orioles","36","62.0","320","594","914","63.3 %","90.7","29.9 %","82.9","","","","","6.8 %","83.1","","","","","1.2 %","143"
"Clay Condrey","Padres","26","26.2","124","236","360","52.8 %","86.3","11.4 %","71.8","","","18.9 %","78.0","16.9 %","77.0","","","","","","1579"
"Cliff Lee","Indians","23","10.1","68","93","161","74.5 %","87.2","","","","","8.7 %","71.9","16.8 %","80.5","","","","","","1636"
"Francisco Cordero","Rangers","27","45.1","277","460","737","74.9 %","95.0","20.0 %","85.2","","","","","5.2 %","84.8","","","","","","1243"
"Darren Holmes","Braves","36","54.2","266","529","795","70.4 %","90.4","5.7 %","81.7","","","17.3 %","80.3","6.6 %","82.5","","","","","0.6 %","95"
"Jason Davis","Indians","22","14.2","69","125","194","69.6 %","91.9","","","","","11.9 %","","8.3 %","82.5","10.3 %","84.3","","","","1598"
"Octavio Dotel","Astros","28","97.1","459","983","1442","78.8 %","94.5","18.0 %","82.8","","","3.2 %","79.8","","","","","","","2.8 %","555"
"Jayson Durocher","Brewers","27","48.0","281","448","729","77.6 %","92.7","13.4 %","83.0","","","","","","","9.0 %","81.6","","","7.0 %","1497"
"Mike Crudale","Cardinals","25","52.2","300","548","848","65.4 %","91.1","9.6 %","75.1","","","17.9 %","77.4","7.2 %","78.7","","","","","12.9 %","1148"
"J.C. Romero","Twins","26","81.0","509","733","1242","72.5 %","91.5","7.6 %","82.4","","","11.5 %","77.2","8.5 %","76.2","","","","","9.3 %","754"
"Troy Percival","Angels","32","56.1","381","631","1012","85.3 %","91.5","","","","","14.7 %","71.5","","","","","","","12.4 %","29"
"Eric Gagne","Dodgers","26","82.1","379","868","1247","69.3 %","93.8","5.2 %","84.9","","","3.5 %","64.0","21.8 %","85.6","0.2 %","86.0","","","4.9 %","650"
"Jorge Julio","Orioles","23","68.0","460","683","1143","78.4 %","95.9","16.6 %","83.8","","","","","5.0 %","84.3","","","","","1.9 %","148"
"Mike Remlinger","Braves","36","68.0","409","728","1137","74.3 %","91.4","7.9 %","82.6","","","","","17.8 %","83.2","","","","","0.7 %","111"
"Steve Reed","- - -","37","67.0","369","638","1007","57.5 %","85.1","32.3 %","74.6","","","","","10.2 %","76.3","","","","","5.0 %","1053"
"Byung-Hyun Kim","Diamondbacks","23","84.0","465","892","1357","58.5 %","89.7","35.0 %","80.6","","","","","6.6 %","78.9","","","","","6.7 %","61"
"Kurt Ainsworth","Giants","23","25.2","171","255","426","64.1 %","90.1","11.5 %","82.3","","","8.9 %","76.5","15.5 %","79.4","","","","","","1431"
"LaTroy Hawkins","Twins","29","80.1","371","822","1193","82.3 %","92.6","4.0 %","83.7","","","8.7 %","77.1","5.0 %","81.1","","","","","7.5 %","729"
"Brendan Donnelly","Angels","30","49.2","306","532","838","75.7 %","88.2","22.7 %","84.5","","","","","1.6 %","83.4","","","","","11.6 %","1441"
"Alan Embree","- - -","32","62.0","326","680","1006","79.1 %","94.5","20.9 %","77.8","","","","","","","","","","","4.8 %","1030"
"Robb Nen","Giants","32","73.2","341","765","1106","73.6 %","89.3","26.5 %","85.8","","","","","","","","","","","5.0 %","1123"
"Grant Roberts","Mets","24","45.0","277","443","720","77.8 %","91.0","12.4 %","82.1","","","9.5 %","75.9","0.3 %","87.0","","","","","1.7 %","894"
"Scot Shields","Angels","26","49.0","273","437","710","73.5 %","89.2","9.6 %","82.1","","","9.9 %","78.6","7.0 %","82.6","","","","","9.3 %","35"
"Tim Worrell","Giants","34","72.0","415","712","1127","65.2 %","89.2","21.1 %","83.2","","","","","10.0 %","80.4","3.8 %","83.9","","","10.2 %","1139"
"Pedro Martinez","Red Sox","30","199.1","1041","2055","3096","58.7 %","90.5","6.9 %","83.8","","","15.7 %","76.2","18.7 %","79.6","","","","","0.1 %","200"
"Armando Benitez","Mets","29","67.1","416","751","1167","76.0 %","95.2","10.3 %","87.1","","","","","","","13.7 %","88.2","","","2.1 %","865"
"Scott Sauerbeck","Pirates","30","62.2","389","631","1020","26.8 %","87.0","","","","","70.6 %","75.0","2.5 %","77.9","","","","","10.9 %","1007"
"Carlos Almanzar","Reds","28","11.2","56","99","155","64.5 %","93.2","23.2 %","84.2","","","","","12.3 %","84.1","","","","","","308"
"Randy Johnson","Diamondbacks","38","260.0","1373","2620","3993","54.9 %","94.1","41.8 %","86.0","","","","","1.6 %","85.3","1.6 %","86.5","","","2.3 %","60"
"Arthur Rhodes","Mariners","32","69.2","336","706","1042","74.1 %","93.9","25.9 %","81.1","","","","","","","","","","","10.6 %","1097"
"Jay Witasick","Giants","29","68.1","361","611","972","71.0 %","90.7","24.6 %","80.8","","","","","4.4 %","81.9","","","","","3.4 %","1138"
"Mark Guthrie","Mets","36","48.0","285","449","734","47.0 %","87.8","41.3 %","79.6","","","","","11.7 %","81.9","","","","","4.4 %","876"
"Mark Hendrickson","Blue Jays","28","36.2","188","301","489","69.8 %","90.0","5.9 %","80.1","","","7.0 %","78.8","17.3 %","81.0","","","","","3.1 %","1574"
"Jaime Cerda","Mets","23","25.2","187","283","470","65.5 %","90.8","25.5 %","78.5","","","","","8.9 %","82.0","","","","","","1532"
"Jason Isringhausen","Cardinals","29","65.1","318","634","952","78.2 %","90.4","5.7 %","82.9","","","15.9 %","72.8","0.2 %","85.5","","","","","11.0 %","1158"
"Manny Aybar","Giants","30","14.1","67","147","214","70.1 %","92.4","29.9 %","85.7","","","","","","","","","","","","1107"
"Billy Wagner","Astros","30","75.0","364","757","1121","81.2 %","95.6","18.1 %","86.8","","","0.8 %","84.6","","","","","","","6.7 %","578"
"Kazuhiro Sasaki","Mariners","34","60.2","323","646","969","49.4 %","90.1","","","","","7.6 %","74.3","","","42.9 %","82.6","","","8.0 %","1098"
"Woody Williams","Cardinals","35","103.1","579","990","1569","71.9 %","88.0","2.8 %","78.7","","","17.1 %","76.6","8.3 %","80.8","","","","","15.6 %","1190"
"Ben Weber","Angels","32","78.0","384","712","1096","69.4 %","88.4","20.8 %","79.9","","","","","9.8 %","82.0","","","","","12.7 %","41"
"Derek Lowe","Red Sox","29","219.2","1113","1963","3076","76.6 %","87.4","","","","","13.7 %","79.4","9.8 %","81.5","","","","","0.2 %","199"
"Greg Maddux","Braves","36","199.1","883","1796","2679","77.0 %","85.8","","","","","3.8 %","75.1","19.2 %","80.9","","","","","0.7 %","104"
"Wayne Franklin","Brewers","28","24.0","163","219","382","73.8 %","88.0","11.4 %","83.6","","","","","14.8 %","82.0","","","","","1.1 %","557"
"Tim Spooneybarger","Braves","22","51.1","309","477","786","74.6 %","92.0","25.0 %","83.0","","","","","0.4 %","82.3","","","","","1.7 %","1484"
"C.J. Nitkowski","Rangers","29","13.2","115","126","241","66.2 %","90.6","14.7 %","81.3","","","12.0 %","72.6","7.1 %","78.4","","","","","6.6 %","570"
"Al Reyes","Pirates","32","17.0","106","175","281","54.9 %","91.1","27.7 %","82.1","","","","","17.4 %","82.3","","","","","6.1 %","1005"
"Juan Acevedo","Tigers","32","74.2","370","723","1093","83.8 %","92.5","5.2 %","83.1","","","6.9 %","78.2","4.1 %","80.8","","","","","10.2 %","458"
"John Riedling","Reds","26","46.2","307","438","745","70.4 %","89.7","","","","","26.7 %","80.2","2.9 %","83.7","","","","","4.0 %","1515"
"Salomon Torres","Pirates","30","30.0","167","246","413","62.5 %","90.6","","","","","30.5 %","77.4","7.0 %","81.7","","","","","","1628"
"Paul Quantrill","Dodgers","33","76.2","454","866","1320","90.4 %","88.7","6.9 %","82.5","","","","","2.8 %","82.5","","","","","10.5 %","669"
"Blaine Neal","Marlins","24","33.0","189","334","523","68.0 %","92.7","28.4 %","82.5","","","","","3.6 %","82.7","","","","","4.4 %","1468"
"Joe Borowski","Cubs","31","95.2","575","1045","1620","55.4 %","92.0","37.9 %","84.4","","","","","6.7 %","82.1","","","","","7.8 %","267"
"Trevor Hoffman","Padres","34","59.1","302","589","891","69.2 %","84.7","5.0 %","72.0","","","2.4 %","77.1","23.4 %","74.0","","","","","5.2 %","1035"
"Mariano Rivera","Yankees","32","46.0","229","490","719","98.5 %","93.2","1.5 %","79.0","","","","","","","","","","","4.7 %","844"
"Barry Zito","Athletics","24","229.1","1340","2362","3702","57.5 %","86.3","","","","","26.7 %","72.0","15.8 %","76.0","","","","","9.2 %","944"
"Andy Benes","Cardinals","34","97.0","673","983","1656","63.0 %","85.1","7.6 %","77.7","","","14.8 %","78.6","8.6 %","80.2","6.1 %","79.4","","","9.1 %","1144"
"Tim Wakefield","Red Sox","35","163.1","836","1617","2453","7.1 %","73.9","","","","","4.3 %","62.2","","","","","88.6 %","65.7","1.6 %","219"
"Tim Drew","Expos","23","16.0","80","150","230","47.7 %","88.8","32.6 %","81.8","","","","","19.7 %","81.6","","","","","16.1 %","380"
"Damaso Marte","White Sox","27","60.1","344","634","978","50.7 %","92.1","44.9 %","81.7","","","","","4.4 %","82.2","","","","","6.9 %","247"
"Julio Santana","Tigers","28","57.0","380","548","928","81.1 %","94.3","15.4 %","84.4","","","","","3.4 %","83.9","","","","","5.7 %","496"
"Keith Foulke","White Sox","29","77.2","400","734","1134","58.0 %","88.7","13.7 %","82.7","","","","","28.3 %","78.8","","","","","7.0 %","231"
"David Weathers","Mets","32","77.1","501","746","1247","72.7 %","89.4","22.7 %","83.7","","","","","4.6 %","83.4","","","","","1.4 %","902"
"Scott Williamson","Reds","26","74.0","472","707","1179","69.0 %","92.0","27.3 %","82.4","","","","","","","3.7 %","86.4","","","18.2 %","361"
"Eddie Guardado","Twins","31","67.2","316","736","1052","68.4 %","88.2","24.9 %","79.2","","","","","6.7 %","79.6","","","","","9.5 %","727"
"Bartolo Colon","- - -","29","233.1","1256","2297","3553","73.0 %","92.9","","","","","19.1 %","82.1","7.9 %","82.7","","","","","10.1 %","375"
"Roy Halladay","Blue Jays","25","239.1","1186","2323","3509","62.5 %","87.3","4.9 %","77.2","","","26.2 %","71.9","5.6 %","64.5","0.8 %","69.8","","","7.8 %","1303"
"Mike Williams","Pirates","33","61.1","375","603","978","32.4 %","86.0","29.8 %","83.3","","","","","30.3 %","80.8","7.6 %","80.6","","","9.6 %","1014"
"Tom Glavine","Braves","36","224.2","1443","2154","3597","64.8 %","85.3","","","","","1.5 %","75.4","33.8 %","79.8","","","","","0.2 %","90"
"Kerry Ligtenberg","Braves","31","66.2","365","693","1058","57.4 %","89.2","33.8 %","80.4","","","","","8.8 %","80.9","","","","","1.0 %","100"
"Jose Mesa","Phillies","36","75.2","475","787","1262","81.9 %","89.5","18.1 %","80.6","","","","","","","","","","","2.8 %","961"
"Mike Timlin","- - -","36","96.2","363","866","1229","91.9 %","91.5","1.8 %","85.4","","","0.9 %","83.8","","","5.5 %","86.0","","","5.9 %","1187"
"Gabe White","Reds","30","54.1","279","531","810","66.6 %","89.3","","","","","26.9 %","78.7","6.4 %","79.1","","","","","15.7 %","360"
"Tim Hudson","Athletics","26","238.1","1257","2198","3455","65.3 %","79.7","12.9 %","81.4","","","","","11.3 %","79.3","10.6 %","82.4","","","","921"
"Luis Vizcaino","Brewers","27","81.1","462","818","1280","62.9 %","93.7","31.9 %","84.4","","","","","3.3 %","80.9","1.9 %","81.0","","","5.9 %","714"
"Johan Santana","Twins","23","108.1","673","1169","1842","58.4 %","90.8","26.8 %","80.1","","","","","14.8 %","77.9","","","","","5.1 %","755"
"Odalis Perez","Dodgers","25","222.1","989","2038","3027","50.7 %","89.8","33.4 %","80.8","","","","","15.9 %","82.0","","","","","11.3 %","668"
"Andy Van Hekken","Tigers","22","30.0","166","280","446","55.0 %","81.1","","","","","18.2 %","70.1","26.9 %","76.4","","","","","7.4 %","1630"
"Eric DuBose","Orioles","26","6.0","29","53","82","46.3 %","89.5","","","","","29.3 %","60.6","24.4 %","68.3","","","","","","1633"
"Ugueth Urbina","Red Sox","28","60.0","322","653","975","74.9 %","92.2","11.1 %","85.2","","","","","14.1 %","79.7","","","","","0.8 %","216"
"Mike Stanton","Yankees","35","78.0","451","752","1203","63.0 %","89.5","10.7 %","83.3","","","18.8 %","72.4","7.5 %","81.2","","","","","1.8 %","849"
"Roy Smith","Indians","26","6.0","57","74","131","71.0 %","83.8","7.6 %","78.4","","","3.8 %","73.0","17.6 %","78.1","","","","","","407"
"Jesse Orosco","Dodgers","45","27.0","192","272","464","45.2 %","85.3","54.8 %","77.8","","","","","","","","","","","5.6 %","667"
"Roy Oswalt","Astros","24","233.0","1057","2371","3428","68.1 %","93.7","7.2 %","84.1","","","19.9 %","71.7","4.8 %","82.4","","","","","0.8 %","571"
"Elmer Dessens","Reds","31","178.0","1028","1672","2700","68.3 %","88.5","23.5 %","78.9","","","0.1 %","83.0","8.1 %","79.7","","","","","20.3 %","317"
"Chad Zerbe","Giants","30","56.1","285","502","787","78.2 %","87.5","5.2 %","82.8","","","10.4 %","74.6","6.2 %","74.9","","","","","6.2 %","1140"
"Ray King","Brewers","28","65.0","348","631","979","56.3 %","92.2","40.9 %","84.3","","","","","2.8 %","83.5","","","","","7.4 %","693"
"Scott Stewart","Expos","26","64.0","372","615","987","50.2 %","88.3","40.9 %","80.7","","","","","9.0 %","81.5","","","","","24.1 %","797"
"Chad Bradford","Athletics","27","75.1","352","750","1102","77.3 %","82.9","4.5 %","70.0","","","6.7 %","69.3","11.5 %","70.2","","","","","3.8 %","904"
"Mike Lincoln","Pirates","27","72.1","425","674","1099","54.2 %","90.2","","","","","43.1 %","78.1","2.7 %","81.3","","","","","8.8 %","1457"
"Mike DeJean","Brewers","31","75.0","468","738","1206","72.6 %","92.3","18.3 %","82.7","","","","","","","9.1 %","82.1","","","11.9 %","682"
"Valerio de los Santos","Brewers","29","57.2","330","553","883","87.6 %","91.6","4.7 %","85.4","","","","","7.8 %","84.5","","","","","5.2 %","681"
"Dave Elder","Indians","26","23.0","178","241","419","80.3 %","91.9","3.4 %","84.0","","","13.0 %","78.7","3.2 %","81.6","","","","","2.9 %","1535"
"Braden Looper","Marlins","27","86.0","546","881","1427","91.9 %","94.8","8.0 %","87.3","","","","","0.1 %","83.0","","","","","2.9 %","526"
"Jarrod Washburn","Angels","27","206.0","1230","2120","3350","80.7 %","87.4","10.6 %","79.5","","","","","8.7 %","79.5","","","","","12.7 %","40"
"Scott Mullen","Royals","27","40.0","238","373","611","65.0 %","88.6","","","","","35.0 %","77.2","","","","","","","18.2 %","618"
"Tony Fiore","Twins","30","91.0","559","862","1421","54.0 %","86.5","","","","","22.7 %","75.6","23.3 %","74.1","","","","","6.5 %","726"
"Tomo Ohka","Expos","26","192.2","982","1881","2863","53.7 %","87.9","9.6 %","81.1","","","13.9 %","73.7","15.3 %","80.0","7.5 %","79.8","","","17.5 %","788"
"Danny Graves","Reds","28","98.2","475","910","1385","71.9 %","91.1","","","","","28.1 %","76.2","","","","","","","13.9 %","326"
"Shigetoshi Hasegawa","Mariners","33","70.1","440","639","1079","55.6 %","87.4","28.0 %","81.5","","","","","8.7 %","81.3","7.7 %","83.7","","","5.2 %","1082"
"Randy Wolf","Phillies","25","210.2","1124","2083","3207","64.3 %","87.1","","","","","23.8 %","69.9","11.9 %","75.2","","","","","2.6 %","976"
"Carlos Silva","Phillies","23","84.0","463","814","1277","82.9 %","92.4","12.7 %","82.5","","","","","4.4 %","82.9","","","","","0.8 %","973"
"Jose Parra","Diamondbacks","29","14.0","113","136","249","79.0 %","90.9","13.9 %","82.9","","","","","7.1 %","84.5","","","","","4.4 %","70"
"Lou Pote","Angels","30","50.1","334","483","817","54.8 %","88.7","","","","","35.1 %","75.6","7.2 %","81.4","3.0 %","71.9","","","6.1 %","30"
"Kirk Rueter","Giants","31","203.2","1351","1918","3269","79.7 %","84.5","","","","","12.2 %","72.5","8.1 %","76.1","","","","","11.3 %","1128"
"Curt Schilling","Diamondbacks","35","259.1","1092","2630","3722","55.2 %","92.7","12.7 %","85.6","","","5.5 %","75.5","4.2 %","83.4","22.4 %","85.3","","","4.6 %","73"
"John Patterson","Diamondbacks","24","30.2","192","326","518","69.1 %","89.5","","","","","29.5 %","77.0","1.4 %","83.3","","","","","18.7 %","71"
"Willie Banks","Red Sox","33","39.0","254","404","658","60.6 %","91.1","","","","","19.3 %","77.3","20.1 %","81.3","","","","","0.2 %","1434"
"Kevin Millwood","Braves","27","217.0","1161","2177","3338","70.4 %","91.4","16.2 %","83.2","","","10.2 %","73.0","3.2 %","83.0","","","","","0.0 %","106"
"Matt Wise","Angels","26","8.1","38","87","125","52.8 %","88.3","","","","","19.2 %","76.6","28.0 %","80.1","","","","","","42"
"Joel Pineiro","Mariners","23","194.1","1121","1974","3095","58.7 %","90.4","16.2 %","84.7","","","13.2 %","77.2","12.0 %","83.5","","","","","7.0 %","1094"
"John Smoltz","Braves","35","80.1","375","794","1169","61.9 %","94.7","30.3 %","87.0","","","","","","","7.8 %","89.8","","","0.3 %","115"
"Steve Karsay","Yankees","30","88.1","472","871","1343","63.0 %","92.6","","","","","21.2 %","78.9","6.8 %","85.9","8.9 %","87.0","","","4.2 %","829"
"Billy Koch","Athletics","27","93.2","602","1010","1612","92.2 %","93.0","3.5 %","90.0","","","4.3 %","79.2","","","","","","","5.6 %","924"
"Mike Jackson","Twins","37","55.0","272","534","806","50.6 %","87.9","39.4 %","81.9","","","","","7.5 %","81.4","2.5 %","83.9","","","11.9 %","732"
"Andy Pettitte","Yankees","30","134.2","717","1412","2129","69.3 %","89.0","3.7 %","83.3","","","20.6 %","74.4","6.4 %","79.5","","","","","1.1 %","840"
"Giovanni Carrara","Dodgers","34","90.2","514","878","1392","56.2 %","89.0","20.8 %","84.1","","","15.3 %","72.3","7.8 %","79.5","","","","","8.3 %","643"
"Vicente Padilla","Phillies","24","206.0","1048","1994","3042","77.1 %","91.3","4.4 %","82.3","","","12.5 %","74.9","6.1 %","79.8","","","","","","964"
"Wade Miller","Astros","25","164.2","947","1624","2571","69.4 %","92.5","8.8 %","86.6","","","18.1 %","78.3","3.7 %","84.3","","","","","5.0 %","568"
"Yorkis Perez","Orioles","34","27.1","169","294","463","54.3 %","88.3","25.7 %","81.0","","","","","16.4 %","80.8","3.7 %","85.5","","","11.7 %","1513"
"A.J. Burnett","Marlins","25","204.1","1271","1994","3265","69.8 %","94.5","","","","","25.1 %","79.0","5.1 %","81.6","","","","","5.8 %","512"
"Paul Shuey","- - -","31","68.0","456","715","1171","70.6 %","92.0","","","","","14.6 %","77.0","","","14.8 %","87.8","","","5.6 %","406"
"Jamie Moyer","Mariners","39","230.2","1263","2184","3447","46.5 %","82.8","","","","","18.9 %","74.6","34.6 %","75.6","","","","","6.6 %","1091"
"Mark Prior","Cubs","21","116.2","732","1295","2027","71.1 %","91.9","","","","","24.2 %","78.2","4.7 %","81.5","","","","","13.6 %","301"
"Mike Koplove","Diamondbacks","25","61.2","340","557","897","65.9 %","87.7","22.0 %","76.0","","","","","12.1 %","77.8","","","","","5.8 %","63"
"Willis Roberts","Orioles","27","75.0","490","773","1263","75.7 %","93.3","15.4 %","84.8","","","","","3.0 %","85.5","6.0 %","86.8","","","1.6 %","167"
"Steve Trachsel","Mets","31","173.2","1078","1775","2853","57.1 %","88.2","","","","","17.0 %","76.3","15.0 %","82.0","10.9 %","82.7","","","0.5 %","898"
"Tom Gordon","- - -","34","42.2","241","448","689","68.0 %","91.6","","","","","30.0 %","81.0","2.0 %","82.6","","","","","13.9 %","282"
"Dennis Cook","Angels","39","24.0","167","243","410","47.5 %","84.4","35.7 %","77.4","","","","","16.8 %","77.5","","","","","18.8 %","8"
"Scott Wiggins","Blue Jays","26","2.2","17","28","45","51.1 %","86.8","","","","","48.9 %","75.5","","","","","","","","1631"
"Brian Boehringer","Pirates","32","79.2","469","765","1234","82.1 %","92.6","14.6 %","84.4","","","","","3.3 %","83.7","","","","","7.0 %","984"
"Hideo Nomo","Dodgers","33","220.1","1329","2139","3468","57.2 %","84.3","5.1 %","70.5","","","","","4.6 %","71.0","33.1 %","75.4","","","11.6 %","666"
"Steve Kline","Cardinals","29","58.1","350","553","903","56.8 %","87.2","40.1 %","79.7","","","","","3.1 %","81.0","","","","","11.5 %","1164"
"Vladimir Nunez","Marlins","27","97.2","595","991","1586","62.0 %","91.5","21.8 %","81.4","","","","","9.6 %","83.1","6.6 %","84.4","","","2.7 %","532"
"Kelly Wunsch","White Sox","29","31.2","213","281","494","44.6 %","83.8","36.7 %","77.0","","","","","18.8 %","77.3","","","","","5.1 %","259"
"Kevin Beirne","Dodgers","28","29.0","219","287","506","71.8 %","89.1","4.4 %","85.8","","","19.3 %","72.9","4.6 %","80.5","","","","","4.7 %","638"
"Damian Moss","Braves","25","179.0","1168","1730","2898","54.8 %","88.3","6.6 %","82.2","","","7.8 %","73.6","30.8 %","81.7","","","","","1.9 %","107"
"Matt Morris","Cardinals","27","210.1","1149","2059","3208","64.5 %","89.8","","","","","31.6 %","71.3","3.9 %","81.1","","","","","13.4 %","1172"
"T.J. Mathews","Astros","32","18.1","82","169","251","65.8 %","87.2","21.9 %","79.1","","","","","12.3 %","76.6","","","","","9.2 %","567"
"Ramiro Mendoza","Yankees","30","91.2","442","931","1373","70.0 %","87.3","2.6 %","81.7","","","14.6 %","73.6","12.8 %","72.2","","","","","1.3 %","836"
"Jay Powell","Rangers","30","49.2","367","487","854","74.9 %","89.7","17.6 %","82.4","","","","","7.5 %","82.8","","","","","3.5 %","1271"
"Jason Schmidt","Giants","29","185.1","1082","1950","3032","73.4 %","88.4","11.5 %","79.3","","","7.0 %","71.8","8.2 %","80.3","","","","","10.1 %","1131"
"Casey Fossum","Red Sox","24","106.2","661","1148","1809","62.1 %","89.9","32.3 %","76.9","","","","","5.6 %","79.7","","","","","","188"
"Dan Smith","Expos","26","46.2","296","458","754","59.8 %","89.5","20.5 %","80.2","","","18.3 %","80.1","1.4 %","81.0","","","","","11.5 %","1521"
"Mark Mulder","Athletics","24","207.1","1058","1955","3013","57.0 %","89.2","8.2 %","82.8","","","16.1 %","69.9","15.0 %","79.6","3.8 %","84.0","","","5.4 %","932"
"Al Leiter","Mets","36","204.1","1324","2091","3415","73.3 %","89.0","22.7 %","78.9","","","","","4.0 %","79.5","","","","","4.4 %","883"
"Kevin Gryboski","Braves","28","51.2","394","525","919","92.5 %","92.8","6.0 %","85.9","","","","","1.5 %","84.0","","","","","","91"
"Dave Veres","Cardinals","35","82.2","527","802","1329","53.2 %","85.6","12.1 %","75.8","","","","","15.0 %","79.0","19.8 %","78.3","","","7.0 %","1188"
"Oliver Perez","Padres","20","90.0","594","925","1519","62.9 %","85.2","29.5 %","74.1","","","","","7.7 %","74.7","","","","","10.5 %","1514"
"Jeff Weaver","- - -","25","199.2","1073","2024","3097","59.0 %","91.6","13.8 %","80.8","","","22.3 %","75.5","4.9 %","82.9","","","","","1.4 %","503"
"Scott Strickland","- - -","26","68.2","475","754","1229","64.5 %","91.7","31.4 %","81.3","","","","","4.1 %","81.8","","","","","1.2 %","897"
"Matt Clement","Cubs","27","205.0","1249","1995","3244","57.3 %","91.4","39.0 %","83.8","","","","","3.8 %","83.4","","","","","5.4 %","271"
"Jose Jimenez","Rockies","28","73.1","351","721","1072","76.9 %","91.4","11.1 %","80.3","","","0.2 %","80.0","6.7 %","80.3","5.1 %","73.6","","","10.0 %","435"
"John Halama","Mariners","30","101.0","597","1007","1604","47.5 %","82.8","12.2 %","77.1","","","17.2 %","72.9","23.2 %","78.0","","","","","9.2 %","1080"
"Rodrigo Lopez","Orioles","26","196.2","1082","1905","2987","62.8 %","90.1","25.4 %","82.6","","","4.1 %","45.4","7.7 %","83.3","","","","","5.6 %","150"
"Pete Munro","Astros","27","80.2","468","777","1245","71.9 %","87.5","12.4 %","84.5","","","4.8 %","72.1","10.9 %","82.1","","","","","12.1 %","1546"
"Mark Buehrle","White Sox","23","239.0","1255","2257","3512","62.5 %","86.5","","","","","22.5 %","75.9","14.9 %","79.6","","","","","8.4 %","225"
"Kip Wells","Pirates","25","198.1","1192","1896","3088","67.4 %","90.0","","","","","25.7 %","79.0","6.9 %","79.8","","","","","14.1 %","1012"
"Ricky Stone","Astros","27","77.1","491","775","1266","64.7 %","87.9","18.0 %","81.6","","","","","17.3 %","80.1","","","","","6.2 %","576"
