"Name","Team","Age","IP","Balls","Strikes","Pitches","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","playerid"
"Daniel Bard","Red Sox","25","74.2","425","709","1134","72.9 %","97.9","20.7 %","84.2","","","","","6.4 %","90.4","","","","","1.8 %","7115"
"Chris Sale","White Sox","21","23.1","155","237","392","62.8 %","96.3","29.7 %","82.8","","","","","7.4 %","87.1","","","","","0.5 %","10603"
"Jonny Venters","Braves","25","83.0","534","804","1338","77.0 %","94.6","22.1 %","84.7","","","","","1.0 %","86.9","","","","","0.8 %","7175"
"Santiago Casilla","Giants","29","55.1","337","561","898","74.4 %","96.6","11.4 %","87.9","","","14.2 %","81.9","","","","","","","2.6 %","2873"
"Matt Reynolds","Rockies","25","18.0","104","172","276","56.7 %","90.7","27.6 %","80.5","","","","","","","15.6 %","82.1","","","0.4 %","8887"
"Joel Peralta","Nationals","34","49.0","236","500","736","53.1 %","91.1","","","","","23.0 %","78.4","","","23.9 %","81.5","","","2.6 %","2332"
"Aroldis Chapman","Reds","22","13.1","87","134","221","76.5 %","99.6","23.5 %","86.7","","","","","","","","","","","1.8 %","10233"
"Darren O'Day","Rangers","27","62.0","306","591","897","58.1 %","85.7","41.9 %","78.3","","","","","","","","","","","1.0 %","3321"
"Scott Maine","Cubs","25","13.0","77","131","208","51.2 %","91.8","28.1 %","79.2","","","","","20.7 %","84.1","","","","","2.4 %","885"
"Michael Kohn","Angels","24","21.1","164","241","405","68.2 %","92.1","31.1 %","81.5","","","","","","","0.8 %","84.7","","","1.5 %","8505"
"Evan Meek","Pirates","27","80.0","500","835","1335","59.1 %","95.1","10.6 %","83.5","14.7 %","92.7","15.6 %","81.3","","","","","","","2.1 %","5109"
"Sean Burnett","Nationals","27","63.0","429","638","1067","73.4 %","90.8","19.8 %","78.8","","","","","6.9 %","84.0","","","","","3.3 %","1886"
"Clay Hensley","Marlins","30","75.0","463","719","1182","48.7 %","88.5","8.7 %","80.7","","","21.7 %","71.5","21.0 %","81.7","","","","","1.6 %","4593"
"Brad Kilby","Athletics","27","8.1","49","88","137","80.3 %","89.2","9.5 %","80.9","","","","","10.2 %","80.3","","","","","","9823"
"Sergio Romo","Giants","27","62.0","298","615","913","51.6 %","88.6","42.6 %","77.8","","","","","5.9 %","82.7","","","","","1.2 %","9817"
"Dillon Gee","Mets","24","33.0","193","298","491","59.5 %","89.1","15.4 %","79.1","","","8.3 %","73.2","16.8 %","82.0","","","","","2.0 %","7396"
"Francisco Rodriguez","Mets","28","57.1","343","627","970","60.3 %","91.1","","","","","22.3 %","77.7","17.4 %","82.2","","","","","1.9 %","1642"
"Jason Motte","Cardinals","28","52.1","302","562","864","82.0 %","95.8","","","12.4 %","90.3","5.7 %","80.4","","","","","","","2.6 %","5861"
"Brian Sanches","Marlins","31","63.2","379","639","1018","57.1 %","88.3","17.1 %","80.3","","","5.0 %","74.0","","","20.8 %","76.4","","","0.7 %","2739"
"Kyle McClellan","Cardinals","26","75.1","439","725","1164","60.3 %","91.3","","","11.1 %","87.1","22.6 %","75.7","5.9 %","84.8","0.1 %","84.0","","","1.3 %","4845"
"Felix Hernandez","Mariners","24","249.2","1320","2411","3731","60.7 %","94.1","10.7 %","85.9","","","13.3 %","81.7","15.3 %","89.8","","","","","3.3 %","4772"
"Grant Balfour","Rays","32","55.1","360","597","957","75.9 %","92.7","15.9 %","86.9","","","7.4 %","81.4","0.9 %","85.9","","","","","1.9 %","718"
"Arthur Rhodes","Reds","40","55.0","318","564","882","71.5 %","91.3","26.3 %","82.7","","","","","2.2 %","85.5","","","","","0.8 %","1097"
"Elmer Dessens","Mets","39","47.0","279","430","709","66.8 %","88.3","21.7 %","82.3","","","4.3 %","75.9","7.3 %","82.3","","","","","3.7 %","317"
"Josh Johnson","Marlins","26","183.2","1036","1952","2988","61.9 %","94.9","27.7 %","87.9","","","","","10.5 %","87.4","","","","","1.2 %","4567"
"Clay Buchholz","Red Sox","25","173.2","1073","1737","2810","54.1 %","94.1","18.7 %","90.0","","","8.6 %","78.4","18.7 %","82.0","","","","","0.8 %","3543"
"Javier Lopez","- - -","32","57.2","308","549","857","69.2 %","86.8","22.4 %","77.4","","","","","8.4 %","80.0","","","","","1.6 %","1663"
"Jordan Walden","Angels","22","15.1","107","167","274","77.7 %","98.8","22.3 %","85.7","","","","","","","","","","","0.4 %","3271"
"Joel Zumaya","Tigers","25","38.1","224","373","597","85.2 %","99.3","","","","","13.8 %","81.3","1.0 %","85.5","","","","","0.3 %","4699"
"Adam Wainwright","Cardinals","28","230.1","1190","2166","3356","46.4 %","91.1","16.3 %","86.0","","","28.7 %","74.1","8.6 %","82.9","","","","","1.3 %","2233"
"Roy Halladay","Phillies","33","250.2","1127","2441","3568","37.4 %","92.6","","","34.2 %","91.4","16.9 %","78.1","11.5 %","84.2","","","","","0.8 %","1303"
"Daniel Hudson","- - -","23","95.1","494","941","1435","66.1 %","92.5","10.5 %","85.1","","","0.7 %","74.1","22.7 %","82.7","","","","","0.2 %","7146"
"Eric O'Flaherty","Braves","25","44.0","259","416","675","63.9 %","91.8","28.1 %","85.0","","","","","8.0 %","84.9","","","","","1.9 %","5746"
"Robert Ray","Blue Jays","26","3.2","38","42","80","39.2 %","89.6","25.7 %","82.3","20.3 %","89.0","13.5 %","75.2","1.4 %","81.0","","","","","7.5 %","3359"
"Matt Capps","- - -","26","73.0","316","744","1060","78.5 %","94.0","16.8 %","85.7","","","","","4.7 %","87.8","","","","","1.9 %","4788"
"Darren Oliver","Rangers","39","61.2","357","626","983","70.0 %","88.9","29.7 %","77.3","","","","","0.3 %","82.3","","","","","2.8 %","206"
"John Axford","Brewers","27","58.0","382","607","989","65.0 %","94.9","16.2 %","84.5","","","18.8 %","80.6","","","","","","","1.2 %","9059"
"Ryan Madson","Phillies","29","53.0","286","548","834","52.2 %","93.7","","","18.1 %","89.3","1.0 %","79.0","28.7 %","83.4","","","","","2.6 %","1852"
"Carlos Marmol","Cubs","27","77.2","550","871","1421","41.0 %","94.1","59.0 %","83.8","","","","","","","","","","","1.5 %","2790"
"Collin Balester","Nationals","24","21.0","136","203","339","62.2 %","94.1","","","","","36.0 %","78.9","1.8 %","87.2","","","","","2.4 %","6883"
"Shawn Hill","Blue Jays","29","20.2","139","222","361","63.0 %","88.6","1.2 %","83.5","","","4.6 %","74.4","31.2 %","80.0","","","","","3.3 %","1882"
"Brian Duensing","Twins","27","130.2","691","1194","1885","60.0 %","91.1","19.9 %","81.6","","","4.5 %","72.5","15.6 %","84.1","","","","","1.4 %","4064"
"Scott Downs","Blue Jays","34","61.1","369","567","936","75.9 %","89.3","6.8 %","83.9","","","17.3 %","75.9","","","","","","","1.9 %","773"
"Sean Marshall","Cubs","27","74.2","393","797","1190","25.5 %","90.6","14.9 %","84.2","18.1 %","86.7","41.4 %","76.9","0.2 %","85.5","","","","","2.1 %","5905"
"Matt Thornton","White Sox","33","60.2","337","646","983","90.1 %","96.2","9.9 %","83.4","","","","","","","","","","","2.3 %","1918"
"Jeremy Jeffress","Brewers","22","10.0","77","106","183","75.8 %","95.4","","","","","21.4 %","77.1","2.8 %","87.6","","","","","2.7 %","9490"
"Jaime Garcia","Cardinals","23","163.1","977","1632","2609","55.6 %","90.3","","","19.5 %","84.9","11.9 %","73.6","13.0 %","82.7","","","","","1.4 %","8137"
"Renyel Pinto","Marlins","27","16.2","138","182","320","63.2 %","90.8","14.8 %","81.7","","","","","22.0 %","83.5","","","","","0.6 %","2180"
"David Price","Rays","24","208.2","1160","2195","3355","74.0 %","94.6","4.9 %","86.5","","","15.6 %","77.5","5.5 %","84.2","","","","","1.1 %","3184"
"Neftali Feliz","Rangers","22","69.1","375","697","1072","82.9 %","96.3","","","","","14.0 %","79.3","3.2 %","87.4","","","","","0.5 %","18"
"Roy Oswalt","- - -","32","211.2","1037","2157","3194","55.3 %","92.6","14.8 %","84.3","","","14.7 %","72.7","15.1 %","83.0","","","","","2.4 %","571"
"Kameron Loe","Brewers","28","58.1","310","578","888","79.5 %","89.3","0.1 %","76.0","","","19.5 %","78.2","0.9 %","80.8","","","","","1.1 %","4422"
"Brett Anderson","Athletics","22","112.1","682","1119","1801","50.9 %","92.1","31.3 %","83.6","","","9.3 %","77.7","8.5 %","84.2","","","","","1.6 %","8223"
"Brian Fuentes","- - -","34","48.0","303","511","814","71.1 %","89.5","11.2 %","74.6","","","","","17.7 %","73.6","","","","","1.2 %","429"
"Bobby Parnell","Mets","25","35.0","210","378","588","80.8 %","96.5","18.0 %","87.4","","","","","1.2 %","90.0","","","","","1.5 %","9926"
"Takashi Saito","Braves","40","54.0","336","600","936","68.1 %","91.3","24.4 %","82.0","","","7.6 %","77.2","","","","","","","1.3 %","6021"
"J.J. Putz","White Sox","33","54.0","273","534","807","58.3 %","94.0","12.4 %","87.7","0.1 %","90.0","","","","","29.3 %","86.9","","","1.7 %","1795"
"Tim Hudson","Braves","34","228.2","1269","2070","3339","63.8 %","91.2","14.6 %","85.3","6.1 %","88.8","4.2 %","75.9","5.5 %","81.5","5.9 %","85.0","","","1.6 %","921"
"R.A. Dickey","Mets","35","174.1","887","1724","2611","16.2 %","83.9","","","","","","","","","","","83.8 %","75.9","1.0 %","1245"
"Fernando Abad","Astros","24","19.0","101","201","302","57.1 %","90.1","","","","","26.3 %","76.3","16.6 %","76.5","","","","","0.3 %","4994"
"Koji Uehara","Orioles","35","44.0","206","483","689","66.3 %","88.1","","","5.6 %","82.0","0.2 %","77.0","11.6 %","81.0","16.4 %","78.8","","","1.5 %","9227"
"Ubaldo Jimenez","Rockies","26","221.2","1424","2176","3600","61.4 %","96.1","15.4 %","86.6","","","9.3 %","78.6","13.9 %","87.7","","","","","2.1 %","3374"
"Justin Duchscherer","Athletics","32","28.0","170","269","439","43.2 %","84.6","","","29.2 %","80.3","26.9 %","68.9","0.7 %","79.3","","","","","0.2 %","910"
"Daniel Schlereth","Tigers","24","18.2","121","203","324","58.2 %","91.8","","","","","41.5 %","80.5","0.3 %","83.0","","","","","4.0 %","8739"
"Ryan Webb","Padres","24","59.0","362","608","970","62.7 %","94.9","35.3 %","85.4","","","","","2.0 %","85.2","","","","","2.4 %","7474"
"Clayton Kershaw","Dodgers","22","204.1","1255","2135","3390","71.6 %","92.5","19.6 %","81.4","","","7.0 %","73.2","1.8 %","83.6","","","","","1.9 %","2036"
"Stephen Strasburg","Nationals","21","68.0","368","705","1073","57.8 %","97.3","","","","","25.5 %","82.4","16.7 %","89.7","","","","","1.1 %","10131"
"Mat Latos","Padres","22","184.2","1031","1934","2965","59.8 %","93.7","22.9 %","84.7","","","7.1 %","78.0","10.2 %","83.8","","","","","1.0 %","3815"
"Boone Logan","Yankees","25","40.0","252","395","647","67.3 %","93.3","26.1 %","81.9","","","","","6.6 %","86.9","","","","","2.2 %","5525"
"Matt Belisle","Rockies","30","92.0","467","989","1456","68.0 %","92.3","21.0 %","85.6","","","10.8 %","74.6","0.3 %","84.3","","","","","2.7 %","1837"
"Zach Braddock","Brewers","22","33.2","226","374","600","72.4 %","93.1","27.6 %","81.5","","","","","","","","","","","0.3 %","4553"
"Manny Acosta","Mets","29","39.2","261","377","638","57.8 %","94.1","","","","","29.8 %","80.5","12.5 %","84.0","","","","","0.9 %","8725"
"Wilton Lopez","Astros","26","67.0","296","645","941","81.1 %","92.3","7.1 %","84.0","","","","","11.9 %","84.6","","","","","0.7 %","4227"
"Brad Lidge","Phillies","33","45.2","323","489","812","39.8 %","91.7","60.2 %","83.4","","","","","","","","","","","2.2 %","563"
"Sergio Santos","White Sox","26","51.2","358","529","887","61.2 %","95.9","23.1 %","85.7","","","","","15.8 %","87.6","","","","","1.9 %","4734"
"Peter Moylan","Braves","31","63.2","425","637","1062","66.0 %","90.3","26.7 %","79.6","","","","","7.3 %","80.7","","","","","3.3 %","4891"
"Jensen Lewis","Indians","26","36.1","222","387","609","70.4 %","89.8","2.0 %","82.3","","","","","27.6 %","80.8","","","","","2.0 %","3384"
"Trevor Cahill","Athletics","22","196.2","1219","1819","3038","64.1 %","90.4","4.6 %","82.7","","","13.1 %","77.6","18.2 %","80.8","","","","","1.0 %","6249"
"Johan Santana","Mets","31","199.0","973","2031","3004","58.7 %","89.4","14.8 %","81.9","","","","","26.5 %","79.4","","","","","1.9 %","755"
"Ramon Ramirez","- - -","28","69.1","426","690","1116","54.7 %","92.5","26.9 %","87.1","","","","","18.4 %","87.5","","","","","2.1 %","7986"
"Shawn Camp","Blue Jays","34","72.1","369","712","1081","49.1 %","87.9","21.8 %","79.8","","","","","29.2 %","83.4","","","","","2.6 %","1855"
"Madison Bumgarner","Giants","20","111.0","588","1132","1720","57.3 %","91.3","20.4 %","84.8","","","12.0 %","74.7","10.3 %","83.2","","","","","0.9 %","5524"
"Jose Valverde","Tigers","32","63.0","396","633","1029","47.5 %","95.2","","","","","","","","","52.5 %","86.5","","","1.6 %","1726"
"Brandon Beachy","Braves","23","15.0","109","170","279","64.0 %","91.1","","","","","12.0 %","75.1","24.0 %","81.4","","","","","4.3 %","8851"
"Mike McClendon","Brewers","25","21.0","127","189","316","55.5 %","88.3","33.2 %","78.6","","","","","11.3 %","80.1","","","","","1.9 %","9587"
"Alfredo Aceves","Yankees","27","12.0","64","125","189","43.7 %","89.9","","","23.5 %","87.5","15.3 %","78.1","17.5 %","83.4","","","","","3.2 %","5164"
"John Parrish","Royals","32","6.0","45","70","115","46.5 %","89.3","50.0 %","80.4","","","","","3.5 %","80.5","","","","","0.9 %","160"
"Jered Weaver","Angels","27","224.1","1294","2419","3713","56.1 %","89.9","17.1 %","79.1","","","13.0 %","70.7","13.9 %","78.6","","","","","1.3 %","4235"
"Craig Breslow","Athletics","29","74.2","459","776","1235","71.1 %","90.5","","","22.2 %","85.4","0.4 %","74.6","6.3 %","76.5","","","","","1.9 %","4363"
"Dan Runzler","Giants","25","32.2","246","349","595","76.2 %","94.0","22.4 %","85.0","","","","","1.4 %","85.4","","","","","2.5 %","4080"
"Jason Berken","Orioles","26","62.1","350","617","967","54.1 %","91.6","37.0 %","83.4","","","5.5 %","77.2","3.4 %","81.9","","","","","2.9 %","5673"
"Bobby Cramer","Athletics","30","23.2","127","240","367","44.2 %","87.9","","","17.6 %","86.5","36.5 %","76.2","1.7 %","77.2","","","","","0.8 %","2744"
"Jesse Crain","Twins","28","68.0","392","707","1099","42.2 %","94.8","46.3 %","85.5","","","9.9 %","75.5","1.6 %","83.4","","","","","1.6 %","4817"
"Matt Maloney","Reds","26","20.2","102","205","307","60.7 %","86.9","19.7 %","80.5","","","0.3 %","79.0","19.3 %","78.7","","","","","2.3 %","9920"
"Cole Hamels","Phillies","26","208.2","1148","2220","3368","54.4 %","92.0","","","14.7 %","89.0","8.2 %","76.4","22.8 %","82.1","","","","","1.1 %","4972"
"Tyler Clippard","Nationals","25","91.0","582","991","1573","55.0 %","92.3","13.6 %","87.1","","","8.7 %","76.3","22.8 %","81.1","","","","","1.5 %","5640"
"Jonathan Sanchez","Giants","27","193.1","1244","1991","3235","65.0 %","90.6","19.0 %","80.4","","","","","16.0 %","81.2","","","","","1.6 %","7507"
"Doug Slaten","Nationals","30","40.2","255","388","643","58.9 %","90.2","35.0 %","80.1","","","","","6.2 %","84.4","","","","","1.7 %","3107"
"Brandon Lyon","Astros","30","78.0","467","788","1255","38.5 %","91.6","44.2 %","89.6","","","13.1 %","78.2","4.2 %","86.6","","","","","3.8 %","1312"
"Jon Rauch","Twins","31","57.2","299","623","922","56.4 %","90.9","25.5 %","84.9","0.3 %","86.0","11.6 %","74.1","6.2 %","84.4","","","","","0.4 %","1475"
"Kerry Wood","- - -","33","46.0","340","494","834","58.1 %","94.4","","","26.3 %","89.2","15.6 %","77.5","","","","","","","2.4 %","304"
"Brett Myers","Astros","29","223.2","1245","2212","3457","43.6 %","89.3","27.9 %","83.4","","","20.3 %","76.2","8.2 %","82.5","","","","","1.3 %","962"
"Matt Cain","Giants","25","223.1","1230","2271","3501","63.2 %","91.6","9.5 %","85.1","","","13.5 %","77.0","13.8 %","84.8","","","","","1.3 %","4732"
"Bobby Cassevah","Angels","24","20.0","135","195","330","73.4 %","91.6","12.9 %","83.8","","","0.3 %","79.0","","","13.5 %","85.5","","","3.3 %","6950"
"Brian Sweeney","Mariners","36","37.0","184","323","507","42.5 %","88.1","19.0 %","83.9","","","3.4 %","72.3","35.1 %","78.4","","","","","2.2 %","1801"
"Matt Guerrier","Twins","31","71.0","367","678","1045","53.0 %","90.6","31.7 %","86.2","","","8.1 %","78.6","7.2 %","82.5","","","","","0.9 %","2061"
"Cliff Lee","- - -","31","212.1","860","2120","2980","63.6 %","91.3","1.6 %","79.2","19.8 %","86.3","5.6 %","75.5","9.4 %","84.7","","","","","2.3 %","1636"
"CC Sabathia","Yankees","29","237.2","1316","2271","3587","61.5 %","93.5","21.5 %","80.3","","","","","17.0 %","86.6","0.0 %","93.0","","","1.0 %","404"
"Randy Flores","- - -","34","31.0","189","317","506","49.5 %","88.5","27.5 %","82.0","","","16.6 %","73.9","6.4 %","81.8","","","","","1.4 %","1446"
"Will Ohman","- - -","32","42.0","317","465","782","60.3 %","90.3","39.7 %","81.9","","","","","","","","","","","2.7 %","296"
"Chris Carpenter","Cardinals","35","235.0","1294","2255","3549","49.3 %","91.4","19.9 %","86.5","","","27.0 %","74.2","3.7 %","84.4","","","","","1.2 %","1292"
"Luke Gregerson","Padres","26","78.1","359","748","1107","39.0 %","90.6","58.6 %","84.0","","","","","2.4 %","78.1","","","","","1.4 %","4090"
"Gio Gonzalez","Athletics","24","200.2","1340","2030","3370","62.1 %","91.8","","","","","30.3 %","78.6","7.6 %","82.9","","","","","0.9 %","7448"
"Brad Penny","Cardinals","32","55.2","279","533","812","47.2 %","94.1","2.5 %","87.9","","","17.0 %","79.0","4.8 %","86.5","28.5 %","88.8","","","0.9 %","535"
"Jon Lester","Red Sox","26","208.0","1289","2068","3357","50.4 %","93.3","","","22.1 %","89.7","16.0 %","77.7","11.6 %","85.4","","","","","1.0 %","4930"
"Rafael Perez","Indians","28","61.0","386","663","1049","33.2 %","90.7","45.9 %","86.6","","","","","20.9 %","86.5","","","","","1.5 %","4078"
"Brad Ziegler","Athletics","30","60.2","369","542","911","77.5 %","84.3","16.5 %","73.0","","","","","6.0 %","75.0","","","","","5.4 %","7293"
"Jhoulys Chacin","Rockies","22","137.1","923","1381","2304","58.5 %","91.1","14.2 %","82.6","","","14.1 %","79.0","13.2 %","83.2","","","","","1.7 %","2608"
"Andy Pettitte","Yankees","38","129.0","724","1276","2000","57.0 %","89.0","","","20.4 %","83.2","15.5 %","75.3","7.2 %","80.1","","","","","1.6 %","840"
"Nelson Figueroa","- - -","36","93.0","568","1029","1597","54.1 %","88.0","25.0 %","81.4","","","13.3 %","73.4","7.6 %","80.8","","","","","1.3 %","683"
"Pedro Feliciano","Mets","33","62.2","441","668","1109","62.0 %","87.0","19.2 %","76.9","1.7 %","82.1","0.3 %","75.0","16.9 %","75.4","","","","","2.1 %","1601"
"Mike Ekstrom","Rays","26","16.1","113","165","278","69.9 %","90.7","18.8 %","83.2","","","","","11.4 %","83.5","","","","","2.2 %","7488"
"Jose Mijares","Twins","25","32.2","216","378","594","63.1 %","91.4","29.8 %","81.6","","","","","7.1 %","84.5","","","","","0.7 %","4140"
"Justin Germano","Indians","27","35.1","183","327","510","59.3 %","89.2","0.2 %","83.0","","","21.7 %","70.1","18.8 %","81.6","","","","","3.1 %","1938"
"Tommy Hanson","Braves","23","202.2","1163","2109","3272","57.0 %","92.7","28.0 %","84.2","","","12.4 %","76.1","2.7 %","82.8","","","","","1.2 %","9129"
"Carlos Zambrano","Cubs","29","129.2","934","1350","2284","55.4 %","90.1","10.7 %","79.8","16.3 %","89.1","1.6 %","69.4","","","16.1 %","83.1","","","1.1 %","305"
"Sergio Mitre","Yankees","29","54.0","317","465","782","68.2 %","89.5","7.8 %","81.6","","","7.4 %","77.9","16.6 %","82.3","","","","","","1773"
"Jose Contreras","Phillies","38","56.2","344","562","906","55.5 %","94.0","33.2 %","88.0","","","","","","","11.3 %","81.0","","","1.3 %","1660"
"Kyle Farnsworth","- - -","34","64.2","380","674","1054","65.6 %","94.9","12.4 %","85.2","19.4 %","89.9","","","2.6 %","89.0","","","","","1.7 %","278"
"Dan Wheeler","Rays","32","48.1","281","439","720","49.7 %","88.6","7.6 %","77.3","26.5 %","83.7","11.9 %","74.9","4.4 %","83.8","","","","","1.8 %","120"
"C.J. Wilson","Rangers","29","204.0","1389","2052","3441","49.2 %","90.5","12.1 %","82.6","18.6 %","87.8","8.5 %","75.3","11.7 %","82.1","","","","","1.4 %","3580"
"Justin Verlander","Tigers","27","224.1","1300","2446","3746","58.6 %","95.4","6.9 %","87.2","","","19.6 %","79.6","14.9 %","85.7","","","","","1.2 %","8700"
"Dan Cortes","Mariners","23","5.1","44","60","104","81.4 %","96.7","11.8 %","85.2","","","5.9 %","81.0","1.0 %","82.0","","","","","1.9 %","4027"
"Samuel Deduno","Rockies","26","2.2","18","32","50","66.0 %","90.2","","","","","28.0 %","79.0","6.0 %","85.0","","","","","","5285"
"Juan Cruz","Royals","31","5.1","48","61","109","42.6 %","93.4","13.9 %","79.2","30.6 %","87.3","","","13.0 %","82.9","","","","","0.9 %","273"
"Hiroki Kuroda","Dodgers","35","196.1","1099","1929","3028","55.4 %","92.3","31.8 %","84.1","","","0.2 %","77.4","","","12.6 %","87.3","","","1.9 %","3283"
"Joe Beimel","Rockies","33","45.0","254","432","686","67.2 %","87.4","","","","","23.2 %","74.3","9.6 %","78.4","","","","","1.5 %","979"
"J.A. Happ","- - -","27","87.1","632","944","1576","58.9 %","89.8","17.9 %","83.8","","","7.4 %","76.5","15.8 %","80.9","","","","","0.9 %","7410"
"Nick Masset","Reds","28","76.2","510","761","1271","55.9 %","94.7","","","12.5 %","91.6","20.9 %","81.5","","","10.7 %","89.0","","","1.3 %","7267"
