"Name","Team","Age","IP","Balls","Strikes","Pitches","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","playerid"
"Brandon League","Mariners","27","79.0","443","691","1134","76.8 %","95.5","5.5 %","87.8","","","","","","","17.8 %","86.8","","","3.2 %","3731"
"Jim Johnson","Orioles","27","26.1","146","276","422","66.0 %","94.0","","","","","17.6 %","80.0","16.4 %","86.9","","","","","1.7 %","3656"
"Tim Lincecum","Giants","26","212.1","1227","2210","3437","54.6 %","91.3","8.5 %","83.7","","","13.9 %","77.6","23.0 %","83.8","","","","","1.4 %","5705"
"Ron Mahay","Twins","39","34.0","214","351","565","53.7 %","88.9","33.1 %","81.5","","","","","13.2 %","82.3","","","","","1.1 %","290"
"David Aardsma","Mariners","28","49.2","337","530","867","77.3 %","94.1","11.2 %","83.6","","","","","","","11.5 %","86.8","","","3.5 %","1902"
"Ryan Franklin","Cardinals","37","65.0","324","659","983","48.6 %","91.2","0.7 %","82.2","9.0 %","88.9","29.4 %","78.3","6.7 %","85.0","5.6 %","83.4","","","0.7 %","1076"
"Juan Oviedo","Marlins","28","65.0","374","697","1071","51.0 %","94.0","3.0 %","85.3","","","","","46.0 %","86.8","","","","","1.6 %","2886"
"Jon Garland","Padres","30","200.0","1259","1994","3253","56.8 %","90.1","10.7 %","84.0","14.4 %","86.4","9.1 %","77.3","9.0 %","81.1","","","","","1.4 %","232"
"Jeremy Hellickson","Rays","23","36.1","213","374","587","53.0 %","91.2","","","1.0 %","86.5","16.8 %","74.3","29.1 %","80.7","","","","","1.7 %","4371"
"Tim Byrdak","Astros","36","38.2","266","400","666","40.5 %","88.9","45.2 %","81.5","","","1.2 %","75.0","13.2 %","82.4","","","","","0.9 %","1995"
"Max Scherzer","Tigers","25","195.2","1180","2117","3297","65.0 %","93.1","15.2 %","84.1","","","","","19.8 %","83.5","","","","","1.3 %","3137"
"Dallas Braden","Athletics","26","192.2","968","1882","2850","57.4 %","86.7","11.2 %","74.3","5.5 %","83.5","","","25.9 %","72.3","","","","","0.4 %","8099"
"Travis Wood","Reds","23","102.2","563","1050","1613","64.2 %","89.9","3.5 %","81.5","16.4 %","87.3","5.9 %","72.9","10.1 %","78.6","","","","","0.7 %","9884"
"Kevin Gregg","Blue Jays","32","59.0","441","645","1086","53.2 %","92.4","12.6 %","81.3","26.5 %","88.0","","","","","7.7 %","85.1","","","2.2 %","1793"
"Fernando Salas","Cardinals","25","30.2","226","340","566","65.2 %","91.3","14.0 %","80.8","","","","","20.8 %","84.7","","","","","2.5 %","4971"
"Robinson Tejeda","Royals","28","61.0","356","661","1017","71.9 %","93.7","9.6 %","83.3","","","","","18.5 %","82.5","","","","","2.3 %","2575"
"Dennys Reyes","Cardinals","33","38.0","255","357","612","51.2 %","90.2","39.7 %","84.0","","","","","9.1 %","84.3","","","","","1.6 %","444"
"Anibal Sanchez","Marlins","26","195.0","1165","2069","3234","52.2 %","91.3","25.2 %","84.5","","","9.8 %","76.2","12.8 %","83.4","","","","","1.8 %","3284"
"Tyler Walker","Nationals","34","35.1","176","351","527","50.1 %","91.0","34.6 %","82.3","","","","","","","15.3 %","80.5","","","1.9 %","901"
"Chad Billingsley","Dodgers","25","191.2","1160","1974","3134","53.3 %","91.5","3.1 %","84.3","22.1 %","88.5","19.1 %","77.2","2.5 %","85.6","","","","","1.4 %","5842"
"Travis Schlichting","Dodgers","25","22.2","141","216","357","81.9 %","92.0","14.7 %","83.5","","","","","3.5 %","84.4","","","","","2.5 %","3847"
"Drew Storen","Nationals","22","55.1","333","568","901","60.5 %","94.4","28.8 %","84.3","","","10.0 %","82.5","0.8 %","88.3","","","","","1.2 %","6983"
"Ryan Perry","Tigers","23","62.2","378","592","970","66.5 %","95.4","29.5 %","86.0","","","","","4.0 %","87.0","","","","","1.8 %","8799"
"Wandy Rodriguez","Astros","31","195.0","1213","1992","3205","52.4 %","89.6","","","","","36.4 %","75.8","11.2 %","84.0","","","","","1.7 %","2586"
"Vinnie Pestano","Indians","25","5.0","43","58","101","90.0 %","92.8","","","","","10.0 %","82.1","","","","","","","1.0 %","4782"
"Matt Chico","Nationals","27","5.0","28","51","79","61.8 %","86.8","19.7 %","79.9","","","","","18.4 %","81.5","","","","","3.8 %","6068"
"Mitchell Boggs","Cardinals","26","67.1","431","656","1087","72.8 %","96.1","26.0 %","86.9","","","","","1.2 %","87.4","","","","","1.4 %","3344"
"Rafael Betancourt","Rockies","35","62.1","248","675","923","79.5 %","92.8","18.3 %","81.7","","","","","2.2 %","85.7","","","","","1.3 %","177"
"Huston Street","Rockies","26","47.1","242","473","715","64.8 %","91.3","30.3 %","83.0","","","","","4.9 %","82.5","","","","","2.7 %","8258"
"Hisanori Takahashi","Mets","35","122.0","748","1322","2070","47.7 %","88.8","11.4 %","79.8","1.4 %","85.7","6.6 %","67.5","32.9 %","79.2","","","","","1.6 %","10091"
"Francisco Liriano","Twins","26","191.2","1080","1941","3021","48.6 %","93.7","33.8 %","85.9","","","","","17.6 %","85.4","","","","","1.0 %","3201"
"Joel Hanrahan","Pirates","28","69.2","424","752","1176","61.0 %","96.0","38.8 %","85.3","","","","","0.3 %","84.7","","","","","1.0 %","2186"
"Edward Mujica","Padres","26","69.2","318","710","1028","54.4 %","92.4","7.8 %","82.7","","","","","","","37.8 %","87.5","","","0.6 %","3970"
"Ted Lilly","- - -","34","193.2","909","1999","2908","55.0 %","86.8","20.4 %","81.1","","","9.6 %","71.0","15.1 %","77.6","","","","","1.2 %","833"
"Johnny Cueto","Reds","24","185.2","1191","1926","3117","55.2 %","93.2","26.7 %","85.2","8.2 %","90.9","","","10.0 %","82.6","","","","","1.9 %","6893"
"Shaun Marcum","Blue Jays","28","195.1","1078","1965","3043","45.1 %","87.1","5.1 %","80.6","14.7 %","85.2","9.3 %","74.0","25.8 %","80.9","","","","","1.0 %","6204"
"Livan Hernandez","Nationals","35","211.2","1236","2011","3247","61.4 %","84.3","20.3 %","79.7","","","10.9 %","66.1","7.4 %","78.0","","","","","1.2 %","1116"
"Mike Pelfrey","Mets","26","204.0","1279","2128","3407","68.9 %","92.0","9.3 %","83.8","","","5.5 %","75.5","","","16.3 %","84.5","","","1.6 %","5203"
"Casey Janssen","Blue Jays","28","68.2","446","752","1198","39.7 %","91.5","15.0 %","84.4","30.4 %","89.3","11.1 %","75.9","3.8 %","84.3","","","","","0.6 %","7355"
"Jason Frasor","Blue Jays","32","63.2","408","682","1090","64.4 %","92.8","20.9 %","82.3","","","","","","","14.7 %","86.1","","","3.4 %","1906"
"D.J. Carrasco","- - -","33","78.1","479","757","1236","31.2 %","90.4","9.0 %","80.2","36.6 %","87.7","21.3 %","75.7","1.9 %","84.4","","","","","1.5 %","1666"
"Kris Medlen","Braves","24","107.2","544","1052","1596","64.3 %","90.2","","","","","9.3 %","78.8","26.4 %","80.5","","","","","1.3 %","9417"
"Logan Ondrusek","Reds","25","58.2","336","580","916","35.8 %","92.6","8.0 %","81.6","39.6 %","90.8","13.0 %","77.8","","","3.7 %","81.1","","","1.8 %","3677"
"J.C. Romero","Phillies","34","36.2","321","380","701","72.2 %","90.2","19.8 %","79.9","","","","","8.0 %","79.4","","","","","4.1 %","754"
"Jerry Blevins","Athletics","26","48.2","272","529","801","62.1 %","90.5","","","15.2 %","84.4","16.3 %","72.3","6.4 %","83.2","","","","","0.9 %","7841"
"Miguel Batista","Nationals","39","82.2","570","771","1341","64.4 %","92.4","","","33.7 %","86.6","0.2 %","74.3","1.7 %","82.2","","","","","2.6 %","46"
"David Purcey","Blue Jays","28","34.0","233","384","617","80.1 %","92.2","16.5 %","84.1","","","3.1 %","74.8","0.3 %","85.0","","","","","1.5 %","8360"
"Colby Lewis","Rangers","30","201.0","1158","2143","3301","57.0 %","90.1","27.2 %","83.4","","","9.2 %","77.0","6.6 %","84.6","","","","","0.9 %","1259"
"John Danks","White Sox","25","213.0","1225","2164","3389","54.0 %","91.7","","","24.1 %","87.4","4.3 %","77.1","17.7 %","82.7","","","","","1.7 %","6329"
"Chris Ray","- - -","28","55.2","338","545","883","67.0 %","93.9","21.8 %","84.7","","","9.5 %","78.4","","","1.7 %","86.6","","","1.8 %","6315"
"Tommy Hunter","Rangers","23","128.0","650","1255","1905","51.1 %","90.5","","","22.9 %","89.0","20.2 %","76.9","5.9 %","83.3","","","","","1.4 %","1157"
"Ricky Romero","Blue Jays","25","210.0","1259","1982","3241","49.3 %","90.8","6.0 %","82.1","9.6 %","90.1","13.7 %","75.5","21.4 %","83.9","","","","","1.6 %","3403"
"Alex Sanabia","Marlins","21","72.1","403","729","1132","56.6 %","90.0","15.7 %","84.0","","","","","27.8 %","82.0","","","","","1.3 %","5350"
"Denny Bautista","Giants","29","33.2","277","380","657","62.2 %","94.9","29.1 %","88.7","","","8.7 %","83.1","","","","","","","4.1 %","1947"
"Carl Pavano","Twins","34","221.0","1012","2127","3139","57.5 %","90.1","20.5 %","83.7","","","","","21.9 %","81.2","","","","","1.1 %","790"
"Clayton Richard","Padres","26","201.2","1197","2015","3212","61.1 %","91.3","13.7 %","83.8","6.8 %","86.4","3.3 %","75.2","15.2 %","82.5","","","","","2.2 %","3551"
"Taylor Buchholz","- - -","28","12.0","74","102","176","60.3 %","89.0","","","","","28.2 %","78.4","11.5 %","82.2","","","","","1.1 %","2168"
"Jose Veras","Marlins","29","48.0","346","476","822","61.6 %","94.4","0.1 %","81.0","","","27.4 %","79.5","","","10.9 %","84.7","","","0.5 %","2063"
"Phil Coke","Tigers","27","64.2","380","670","1050","60.6 %","93.6","24.5 %","81.6","","","","","14.9 %","83.7","","","","","2.5 %","5535"
"Frank Francisco","Rangers","30","52.2","291","578","869","65.6 %","93.4","","","","","10.0 %","79.1","","","24.5 %","85.2","","","1.7 %","1933"
"Roberto Hernandez","Indians","29","210.1","1246","2058","3304","67.8 %","92.6","18.3 %","87.0","","","","","14.0 %","86.4","","","","","1.9 %","3273"
"Jason Vargas","Mariners","27","192.2","1052","1968","3020","59.9 %","86.8","8.6 %","83.5","","","2.8 %","74.2","28.8 %","79.1","","","","","2.0 %","8044"
"Chad Durbin","Phillies","32","68.2","505","720","1225","44.3 %","90.4","1.3 %","85.3","28.7 %","88.1","11.0 %","77.0","14.7 %","81.9","","","","","2.6 %","1442"
"Ian Kennedy","Diamondbacks","25","194.0","1180","1990","3170","58.9 %","89.3","5.4 %","83.3","","","17.3 %","76.6","18.4 %","80.5","","","","","0.7 %","6986"
"Enrique Gonzalez","Tigers","27","26.0","169","229","398","52.4 %","92.6","23.3 %","86.6","10.5 %","89.3","4.9 %","79.5","9.0 %","86.2","","","","","1.8 %","2568"
"David Robertson","Yankees","25","61.1","463","711","1174","75.8 %","91.9","","","","","23.8 %","80.2","0.4 %","86.8","","","","","2.5 %","8241"
"Pat Misch","Mets","28","37.2","198","371","569","43.4 %","85.7","20.5 %","83.1","","","13.4 %","75.1","22.8 %","81.0","","","","","1.2 %","5909"
"Joe Smith","Indians","26","40.0","249","395","644","73.7 %","91.0","24.6 %","81.7","","","","","1.8 %","77.6","","","","","2.2 %","3281"
"Jeremy Guthrie","Orioles","31","209.1","1271","2055","3326","61.5 %","92.5","21.6 %","84.1","","","4.6 %","73.6","12.3 %","84.5","","","","","1.7 %","2072"
"Carlos Carrasco","Indians","23","44.2","247","434","681","57.8 %","92.9","6.3 %","84.5","","","16.6 %","80.3","19.3 %","86.3","","","","","1.9 %","6632"
"Dusty Hughes","Royals","28","56.1","423","596","1019","47.2 %","90.3","24.4 %","85.1","","","9.1 %","74.8","19.3 %","81.8","","","","","2.4 %","6164"
"Francisco Cordero","Reds","35","72.2","489","801","1290","66.7 %","94.5","26.6 %","88.4","","","","","6.7 %","86.2","","","","","0.9 %","1243"
"Joel Pineiro","Angels","31","152.1","820","1486","2306","68.9 %","88.0","12.3 %","83.9","","","13.8 %","76.1","5.0 %","82.6","","","","","2.1 %","1094"
"Yovani Gallardo","Brewers","24","185.0","1254","1949","3203","58.3 %","92.6","17.5 %","86.8","","","20.4 %","80.1","3.8 %","84.1","","","","","1.3 %","8173"
"Ryan Dempster","Cubs","33","215.1","1373","2223","3596","54.5 %","91.0","35.1 %","84.8","","","","","","","10.5 %","81.8","","","1.4 %","517"
"Tobi Stoner","Mets","25","2.1","16","22","38","68.8 %","88.3","6.3 %","79.0","","","21.9 %","72.0","3.1 %","74.0","","","","","15.8 %","4591"
"Chris Resop","- - -","27","21.0","138","266","404","74.4 %","93.6","","","","","20.2 %","78.4","5.5 %","83.0","","","","","0.5 %","3799"
"Jordan Smith","Reds","24","42.0","213","400","613","67.6 %","91.9","24.8 %","80.8","","","","","7.6 %","83.8","","","","","1.3 %","9515"
"Sean Green","Mets","31","9.1","81","112","193","75.0 %","86.4","","","","","23.9 %","71.5","1.1 %","82.0","","","","","6.7 %","3001"
"Jesse English","Nationals","25","7.0","42","82","124","54.1 %","89.2","45.9 %","79.3","","","","","","","","","","","1.6 %","4454"
"Bronson Arroyo","Reds","33","215.2","1119","2138","3257","39.5 %","88.0","13.6 %","75.2","7.3 %","85.8","14.6 %","71.8","25.0 %","80.6","","","","","1.4 %","978"
"Brad Thomas","Tigers","32","69.1","459","673","1132","65.6 %","92.0","25.6 %","84.7","","","2.6 %","77.3","6.3 %","84.2","","","","","3.0 %","757"
"Jonathan Papelbon","Red Sox","29","67.0","401","766","1167","69.5 %","94.9","9.3 %","82.5","","","","","","","21.2 %","89.9","","","1.5 %","5975"
"Dan Haren","- - -","29","235.0","1299","2450","3749","42.3 %","90.6","","","27.2 %","86.4","12.5 %","79.0","","","18.1 %","85.3","","","1.6 %","1757"
"Barry Enright","Diamondbacks","24","99.0","521","962","1483","65.9 %","89.3","14.6 %","81.0","","","12.5 %","75.4","7.1 %","80.9","","","","","0.9 %","2412"
"Daniel Herrera","Reds","25","23.0","156","252","408","27.2 %","83.3","29.6 %","74.9","14.8 %","82.1","","","28.4 %","66.3","","","","","0.7 %","4552"
"Matt Garza","Rays","26","204.2","1217","2064","3281","71.5 %","93.3","14.0 %","86.1","","","9.0 %","75.9","5.5 %","84.9","","","","","1.0 %","3340"
"Lance Cormier","Rays","29","62.0","409","609","1018","20.2 %","88.6","0.1 %","87.0","54.2 %","87.7","22.6 %","76.8","2.9 %","81.7","","","","","2.6 %","4346"
"Ervin Santana","Angels","27","222.2","1321","2240","3561","58.1 %","92.5","36.9 %","82.4","","","","","4.9 %","85.1","","","","","2.1 %","3200"
"Chris Capuano","Brewers","31","66.0","404","655","1059","60.3 %","87.4","13.5 %","78.4","","","","","26.2 %","78.3","","","","","1.3 %","1701"
"Shawn Kelley","Mariners","26","25.0","154","286","440","68.1 %","92.7","26.9 %","83.1","","","","","5.1 %","85.0","","","","","1.8 %","7773"
"Kevin Jepsen","Angels","25","59.0","383","620","1003","61.1 %","95.7","","","28.1 %","90.1","10.9 %","82.7","","","","","","","3.0 %","6475"
"Jonathan Albaladejo","Yankees","27","11.1","85","99","184","75.8 %","91.6","7.9 %","82.3","","","15.7 %","76.1","0.6 %","84.0","","","","","3.3 %","3521"
"Burke Badenhop","Marlins","27","67.2","399","635","1034","66.1 %","88.7","21.5 %","79.0","","","","","12.4 %","82.3","","","","","3.4 %","9736"
"Derek Lowe","Braves","37","193.2","1242","1924","3166","63.9 %","88.5","16.1 %","80.9","4.5 %","85.6","","","15.5 %","84.1","","","","","1.9 %","199"
"Trever Miller","Cardinals","37","36.0","234","375","609","51.9 %","87.7","37.9 %","78.0","","","","","10.2 %","81.3","","","","","","1672"
"Clay Rapada","Rangers","29","9.0","64","82","146","62.9 %","85.3","32.9 %","74.9","","","","","4.3 %","82.5","","","","","4.1 %","4831"
"Michael Gonzalez","Orioles","32","24.2","166","236","402","56.4 %","92.6","42.8 %","82.0","","","","","0.8 %","81.7","","","","","4.7 %","1794"
"James McDonald","- - -","25","71.2","471","738","1209","64.6 %","92.3","","","","","22.0 %","76.6","13.4 %","81.4","","","","","2.1 %","5523"
"Adam Russell","Padres","27","15.2","96","158","254","67.1 %","94.8","5.2 %","86.5","","","21.8 %","82.1","6.0 %","84.2","","","","","0.8 %","7334"
"Frank Herrmann","Indians","26","44.2","258","491","749","80.0 %","94.3","17.3 %","82.0","","","","","","","2.7 %","85.8","","","1.3 %","7960"
"Jonathan Broxton","Dodgers","26","62.1","387","704","1091","75.5 %","95.3","24.1 %","87.0","","","","","0.4 %","88.8","","","","","2.3 %","4759"
"David Pauley","Mariners","27","90.2","546","873","1419","59.7 %","88.5","10.9 %","82.2","","","13.8 %","75.4","15.5 %","81.7","","","","","2.0 %","3625"
"Ross Ohlendorf","Pirates","27","108.1","678","1093","1771","63.3 %","91.3","28.0 %","80.3","","","","","8.7 %","81.4","","","","","1.3 %","8268"
"Wade Davis","Rays","24","168.0","1029","1760","2789","71.6 %","92.3","10.3 %","85.8","","","14.7 %","79.3","3.4 %","85.1","","","","","1.0 %","7441"
"Vicente Padilla","Dodgers","32","95.0","492","974","1466","72.6 %","92.4","8.3 %","83.6","0.6 %","87.5","15.1 %","64.4","","","3.5 %","85.0","","","1.4 %","964"
"Cory Luebke","Padres","25","17.2","120","185","305","70.1 %","90.9","15.1 %","84.1","","","","","14.8 %","83.3","","","","","2.3 %","1984"
"Damaso Marte","Yankees","35","17.2","143","197","340","59.2 %","90.9","40.8 %","81.0","","","","","","","","","","","2.7 %","247"
"Octavio Dotel","- - -","36","64.0","422","727","1149","81.6 %","91.7","11.5 %","81.3","","","6.9 %","77.4","","","","","","","2.5 %","555"
"Derek Holland","Rangers","23","57.1","409","648","1057","61.6 %","92.1","20.0 %","82.2","","","5.7 %","75.5","12.6 %","82.9","","","","","0.4 %","4141"
"Gavin Floyd","White Sox","27","187.1","1160","1860","3020","55.5 %","92.4","24.1 %","84.2","","","15.1 %","78.7","5.2 %","84.3","","","","","2.1 %","3886"
"Tom Gorzelanny","Cubs","27","136.1","895","1430","2325","61.0 %","89.8","22.5 %","79.7","","","2.0 %","74.5","14.4 %","83.4","","","","","2.3 %","6244"
"Doug Fister","Mariners","26","171.0","946","1754","2700","67.0 %","88.4","9.9 %","84.0","","","8.8 %","73.9","14.3 %","81.3","","","","","1.9 %","9425"
"Casey Coleman","Cubs","22","57.0","380","526","906","62.7 %","89.5","6.6 %","81.4","","","12.9 %","76.6","17.8 %","81.5","","","","","1.6 %","8270"
"Joe Martinez","- - -","27","19.2","125","206","331","64.9 %","90.1","","","","","27.0 %","79.9","8.1 %","78.1","","","","","2.7 %","3935"
"J.D. Martin","Nationals","27","48.0","294","514","808","52.3 %","86.7","","","24.4 %","84.4","13.5 %","72.7","9.9 %","81.4","","","","","2.0 %","3685"
"Bill Bray","Reds","27","28.1","175","309","484","56.6 %","90.5","43.4 %","84.0","","","","","","","","","","","1.9 %","8538"
"Jeremy Affeldt","Giants","31","50.0","323","471","794","71.4 %","93.2","","","","","25.9 %","77.9","2.7 %","87.4","","","","","2.8 %","583"
"Tony Sipp","Indians","26","63.0","451","677","1128","70.9 %","91.6","25.3 %","82.9","","","","","3.8 %","83.8","","","","","1.2 %","8280"
"Barry Zito","Giants","32","199.1","1194","2056","3250","50.6 %","85.7","14.5 %","78.4","","","19.4 %","72.4","15.5 %","75.1","","","","","1.9 %","944"
"Jon Link","Dodgers","26","8.2","54","85","139","72.5 %","90.5","23.7 %","83.5","","","","","3.8 %","82.0","","","","","5.8 %","3894"
"Philip Humber","Royals","27","21.2","130","236","366","54.0 %","91.6","","","","","32.1 %","80.4","13.9 %","84.6","","","","","3.8 %","8586"
"Dustin Richardson","Red Sox","26","13.0","132","162","294","82.1 %","90.7","9.0 %","81.8","","","8.3 %","77.3","0.7 %","80.5","","","","","1.4 %","2548"
"Jamey Wright","- - -","35","58.1","359","545","904","60.2 %","91.1","2.2 %","83.1","12.0 %","87.5","24.2 %","78.8","1.4 %","85.6","","","","","1.4 %","715"
"Bruce Chen","Royals","33","140.1","873","1541","2414","52.6 %","86.2","21.2 %","82.4","","","11.4 %","74.3","14.8 %","77.9","","","","","1.7 %","769"
"Zack Greinke","Royals","26","220.0","1286","2159","3445","60.7 %","93.5","15.5 %","86.9","","","10.8 %","74.3","13.0 %","85.2","","","","","1.2 %","1943"
"Randy Wolf","Brewers","33","215.2","1315","2260","3575","56.4 %","88.4","17.4 %","80.1","","","16.5 %","67.0","9.7 %","77.9","","","","","1.7 %","976"
"Phil Hughes","Yankees","24","176.1","1025","1982","3007","63.6 %","92.6","","","16.4 %","88.6","16.5 %","75.8","3.5 %","84.7","","","","","0.9 %","7450"
"Jon Niese","Mets","23","173.2","1063","1884","2947","55.9 %","89.7","","","25.6 %","85.6","14.6 %","74.4","3.9 %","81.1","","","","","2.4 %","4424"
"Jorge De La Rosa","Rockies","29","121.2","785","1241","2026","53.5 %","93.4","15.9 %","85.6","","","3.6 %","74.6","27.0 %","84.8","","","","","1.7 %","2047"
"Jake Westbrook","- - -","32","202.2","1289","2044","3333","61.1 %","90.6","15.4 %","79.5","9.9 %","85.9","","","13.6 %","79.3","","","","","1.7 %","412"
"Mark Melancon","- - -","25","21.1","136","213","349","61.8 %","92.8","","","","","30.2 %","84.0","8.1 %","83.9","","","","","0.3 %","4264"
"Carlos Silva","Cubs","31","113.0","588","1153","1741","54.6 %","90.5","14.4 %","79.5","","","","","31.0 %","81.5","","","","","2.1 %","973"
"Brett Cecil","Blue Jays","23","172.2","983","1728","2711","51.7 %","90.1","19.0 %","85.0","","","5.9 %","76.7","23.5 %","81.4","","","","","0.7 %","2660"
"Mike Leake","Reds","22","138.1","814","1317","2131","51.6 %","88.6","17.9 %","80.8","12.1 %","88.6","7.7 %","77.0","10.7 %","82.1","","","","","1.4 %","10130"
"Randy Choate","Rays","34","44.2","276","433","709","67.5 %","87.3","30.5 %","77.1","","","","","2.0 %","80.4","","","","","3.4 %","813"
"Fernando Rodney","Angels","33","68.0","496","783","1279","68.1 %","95.6","0.9 %","90.5","","","","","31.0 %","82.8","","","","","1.9 %","494"
"Matt Daley","Rockies","28","23.1","162","265","427","72.6 %","89.0","","","","","19.2 %","76.5","8.3 %","80.9","","","","","0.9 %","7952"
"Ross Detwiler","Nationals","24","29.2","198","299","497","64.3 %","89.7","","","","","18.3 %","75.6","17.5 %","82.3","","","","","2.0 %","2859"
"Wade LeBlanc","Padres","25","146.0","924","1488","2412","52.7 %","86.6","","","13.5 %","81.9","6.6 %","73.6","27.3 %","75.5","","","","","1.4 %","5221"
"Randy Wells","Cubs","27","194.1","1170","1916","3086","55.3 %","89.6","27.2 %","84.2","","","","","17.5 %","83.8","","","","","1.8 %","4535"
"Robert Manuel","Red Sox","26","12.2","100","142","242","70.5 %","85.7","20.7 %","80.3","","","","","8.9 %","80.5","","","","","2.1 %","817"
"Ross Wolf","Athletics","27","12.2","78","141","219","56.9 %","91.1","13.7 %","82.9","","","","","29.4 %","86.4","","","","","3.7 %","4534"
"Blaine Boyer","Diamondbacks","28","57.0","365","547","912","79.4 %","94.6","6.8 %","86.4","","","12.0 %","77.9","1.8 %","86.7","","","","","1.5 %","2237"
"Vin Mazzaro","Athletics","23","122.1","796","1278","2074","60.8 %","91.3","22.8 %","84.5","","","5.5 %","79.3","11.0 %","85.1","","","","","1.1 %","5231"
"Mark Buehrle","White Sox","31","210.1","1169","2137","3306","53.2 %","86.0","3.6 %","79.1","15.0 %","82.4","8.0 %","71.1","20.2 %","79.3","","","","","2.0 %","225"
"Dustin Nippert","Rangers","29","56.2","425","638","1063","66.6 %","93.1","0.1 %","84.0","","","15.4 %","74.7","17.9 %","83.0","","","","","2.3 %","4426"
"David Herndon","Phillies","24","52.1","311","537","848","72.3 %","92.2","25.3 %","82.8","","","","","2.4 %","83.8","","","","","1.8 %","9264"
"Brian Matusz","Orioles","23","175.2","1064","1943","3007","62.4 %","89.9","7.0 %","81.5","","","11.9 %","76.2","18.7 %","81.6","","","","","0.9 %","2646"
"Edinson Volquez","Reds","26","62.2","446","654","1100","56.7 %","93.6","1.4 %","82.2","","","19.1 %","77.6","22.8 %","82.0","","","","","0.3 %","3990"
"David Hernandez","Orioles","25","79.1","551","868","1419","67.2 %","93.6","","","","","27.2 %","80.4","5.5 %","84.3","","","","","1.9 %","4259"
"Michael Wuertz","Athletics","31","39.2","268","402","670","34.9 %","89.6","65.0 %","84.4","","","","","0.2 %","81.0","","","","","3.3 %","1856"
"Felix Doubront","Red Sox","22","25.0","159","264","423","71.7 %","91.5","","","9.3 %","87.2","11.6 %","75.6","7.4 %","81.8","","","","","0.5 %","1478"
"Guillermo Mota","Giants","36","54.0","348","558","906","70.2 %","93.9","18.8 %","86.7","","","","","11.0 %","85.6","","","","","2.0 %","1467"
"Ramon Troncoso","Dodgers","27","54.0","329","528","857","76.0 %","91.2","","","","","23.9 %","76.4","0.1 %","83.0","","","","","2.3 %","4685"
"Antonio Bastardo","Phillies","24","18.2","138","204","342","62.9 %","93.5","34.2 %","83.1","","","","","2.9 %","86.0","","","","","","8844"
"John Lackey","Red Sox","31","215.0","1330","2269","3599","58.7 %","91.5","14.2 %","84.6","0.0 %","","20.8 %","79.8","6.2 %","84.7","","","","","1.3 %","1507"
"Francisco Rodriguez","Angels","27","47.1","335","451","786","53.0 %","93.4","","","38.2 %","88.5","8.3 %","79.3","0.5 %","82.5","","","","","2.0 %","6688"
"Carlos Monasterios","Dodgers","24","88.1","569","920","1489","63.8 %","90.1","8.1 %","81.8","","","10.5 %","75.6","17.6 %","77.6","","","","","1.0 %","2506"
"Matt Lindstrom","Astros","30","53.1","336","572","908","68.8 %","95.7","28.9 %","83.6","","","","","","","2.3 %","85.2","","","0.9 %","4604"
"Jeff Niemann","Rays","27","174.1","986","1650","2636","64.0 %","91.4","11.1 %","85.4","","","15.4 %","78.3","","","9.5 %","85.0","","","2.1 %","8591"
"Scott Linebrink","White Sox","33","57.1","386","631","1017","63.1 %","94.2","2.3 %","84.5","8.3 %","89.4","0.3 %","79.7","14.3 %","83.4","11.7 %","82.4","","","1.7 %","564"
"Joba Chamberlain","Yankees","24","71.2","416","754","1170","66.1 %","94.6","26.5 %","87.2","","","7.3 %","80.2","0.1 %","82.0","","","","","1.4 %","2692"
"Mitch Talbot","Indians","26","159.1","1026","1604","2630","49.5 %","91.1","8.5 %","83.7","26.0 %","89.4","","","16.1 %","79.8","","","","","1.4 %","4961"
"Justin Miller","Dodgers","32","24.1","142","270","412","46.0 %","88.0","52.2 %","79.1","","","","","1.7 %","80.7","","","","","2.4 %","1313"
"Bobby Jenks","White Sox","29","52.2","323","593","916","70.5 %","95.0","15.6 %","88.6","","","7.4 %","83.7","6.5 %","84.7","","","","","1.3 %","8645"
"Andy Sonnanstine","Rays","27","81.0","463","842","1305","14.1 %","86.8","14.1 %","77.7","53.3 %","85.3","17.7 %","73.6","0.8 %","83.1","","","","","1.9 %","7667"
"Kevin Slowey","Twins","26","155.2","880","1700","2580","61.2 %","89.6","15.9 %","85.2","","","13.4 %","75.3","9.6 %","83.5","","","","","1.6 %","9918"
"Homer Bailey","Reds","24","109.0","690","1244","1934","68.3 %","92.8","11.6 %","85.1","","","11.2 %","76.5","","","9.0 %","86.9","","","2.0 %","8362"
"Joe Saunders","- - -","29","203.1","1319","1996","3315","63.8 %","90.5","4.8 %","80.1","","","13.9 %","75.6","17.6 %","81.9","","","","","1.4 %","4366"
"Edwin Jackson","- - -","26","209.1","1272","2086","3358","59.3 %","94.4","29.3 %","86.3","","","3.2 %","81.0","8.2 %","85.9","","","","","1.5 %","1841"
"Armando Galarraga","Tigers","28","144.1","862","1461","2323","54.9 %","90.8","34.8 %","86.7","","","0.0 %","79.0","10.3 %","83.2","","","","","2.2 %","4222"
