"Name","Team","Age","IP","Balls","Strikes","Pitches","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","playerid"
"Shingo Takatsu","White Sox","35","62.1","382","592","974","54.2 %","86.5","21.8 %","74.1","","","3.1 %","69.6","20.9 %","68.0","","","","","1.6 %","1896"
"Ryan Madson","Phillies","23","77.0","439","774","1213","52.1 %","90.2","0.1 %","","","","17.8 %","77.4","30.1 %","79.6","","","","","8.9 %","1852"
"Julian Tavarez","Cardinals","31","64.1","393","610","1003","60.2 %","91.5","23.0 %","80.4","","","3.7 %","77.8","11.4 %","83.1","1.7 %","83.9","","","4.9 %","541"
"Bobby Seay","Devil Rays","26","22.2","134","242","376","68.4 %","90.0","13.6 %","76.0","","","14.8 %","74.8","3.3 %","81.1","","","","","11.7 %","1225"
"Horacio Ramirez","Braves","24","60.1","382","546","928","63.2 %","88.9","19.8 %","83.5","","","1.4 %","77.1","15.5 %","83.1","0.1 %","85.0","","","12.6 %","110"
"Billy Wagner","Phillies","32","48.1","243","501","744","81.6 %","96.5","17.3 %","86.0","","","0.6 %","76.5","0.6 %","85.0","","","","","3.6 %","578"
"Luke Hudson","Reds","27","48.1","341","493","834","55.8 %","91.2","2.5 %","85.7","","","27.6 %","76.0","14.1 %","85.5","","","","","41.4 %","1542"
"David McCarty","Red Sox","34","3.2","26","38","64","70.3 %","86.5","1.6 %","","","","20.3 %","75.6","7.8 %","79.0","","","","","","1462"
"Antonio Osuna","Padres","31","36.2","231","405","636","69.4 %","91.2","15.2 %","84.7","","","0.5 %","78.5","13.2 %","76.9","1.7 %","78.7","","","6.0 %","249"
"Yhency Brazoban","Dodgers","23","32.2","210","355","565","71.2 %","95.1","23.8 %","84.2","","","3.1 %","83.6","1.5 %","84.4","0.4 %","75.0","","","7.8 %","2150"
"Kent Mercker","Cubs","36","53.0","364","563","927","75.0 %","91.1","11.1 %","83.7","","","1.2 %","76.4","12.7 %","80.1","","","","","5.9 %","439"
"Ron Mahay","Rangers","33","67.0","424","673","1097","61.3 %","91.0","13.3 %","81.9","","","1.5 %","77.7","15.9 %","82.4","8.0 %","83.4","","","9.8 %","290"
"Antonio Alfonseca","Braves","32","73.2","425","701","1126","92.1 %","93.9","1.3 %","88.3","","","0.2 %","","2.4 %","85.0","4.1 %","88.1","","","6.8 %","260"
"Gustavo Chacin","Blue Jays","23","14.0","70","133","203","53.7 %","89.7","13.8 %","84.5","13.3 %","85.0","5.4 %","76.4","13.8 %","81.3","","","","","","2060"
"Randy Johnson","Diamondbacks","40","245.2","1125","2508","3633","45.3 %","93.7","43.6 %","84.4","","","","","6.7 %","85.1","4.5 %","85.7","","","9.8 %","60"
"Johan Santana","Twins","25","228.0","1154","2269","3423","57.8 %","92.4","19.6 %","83.0","0.3 %","85.5","1.2 %","80.1","21.1 %","78.3","","","","","26.2 %","755"
"Ray King","Cardinals","30","62.0","336","610","946","56.9 %","91.1","38.2 %","84.1","","","","","4.9 %","83.5","","","","","7.5 %","693"
"Russ Springer","Astros","35","13.2","100","163","263","65.8 %","91.0","11.3 %","84.2","1.8 %","87.0","21.2 %","77.4","","","","","","","15.6 %","1652"
"LaTroy Hawkins","Cubs","31","82.0","367","824","1191","81.7 %","93.1","8.4 %","88.0","","","7.8 %","78.6","1.8 %","82.4","0.3 %","88.7","","","7.4 %","729"
"Juan Rincon","Twins","25","82.0","515","891","1406","66.0 %","93.3","32.5 %","85.7","","","1.1 %","79.3","0.4 %","86.0","","","","","18.3 %","752"
"Salomon Torres","Pirates","32","92.0","500","880","1380","77.3 %","92.9","12.0 %","86.7","","","6.7 %","80.5","4.0 %","85.0","0.1 %","88.0","","","4.4 %","1628"
"Chris Hammond","Athletics","38","53.2","286","537","823","48.0 %","82.5","8.4 %","81.3","","","12.8 %","69.5","30.8 %","69.4","","","","","7.2 %","92"
"Luis Ayala","Expos","26","90.1","436","884","1320","83.3 %","90.3","12.5 %","81.6","","","0.5 %","73.0","3.8 %","83.3","","","","","18.0 %","1650"
"Ben Sheets","Brewers","25","237.0","1140","2440","3580","63.9 %","93.3","0.1 %","88.0","","","30.9 %","81.0","5.1 %","84.5","","","","","12.4 %","710"
"Steve Karsay","Yankees","32","6.2","35","68","103","65.3 %","91.4","3.2 %","79.0","","","26.3 %","75.1","4.2 %","84.8","1.1 %","86.0","","","7.8 %","829"
"Braden Looper","Mets","29","83.1","444","831","1275","75.4 %","93.0","12.6 %","86.1","","","0.7 %","82.2","10.3 %","85.1","1.0 %","86.4","","","3.8 %","526"
"Bob Howry","Indians","30","42.2","292","471","763","79.2 %","92.3","17.1 %","86.1","","","","","3.7 %","82.7","","","","","0.3 %","237"
"Carlos Zambrano","Cubs","23","209.2","1315","2152","3467","75.1 %","92.9","13.6 %","81.9","0.2 %","86.8","2.7 %","72.7","6.3 %","82.6","2.2 %","85.4","","","7.2 %","305"
"Juan Cruz","Braves","25","72.0","461","743","1204","66.9 %","94.2","19.4 %","81.6","","","3.8 %","77.8","9.9 %","83.7","","","","","7.8 %","273"
"John Smoltz","Braves","37","81.2","346","796","1142","65.0 %","95.3","18.6 %","88.4","","","0.3 %","82.3","1.2 %","86.9","15.0 %","90.3","","","3.2 %","115"
"Kiko Calero","Cardinals","29","45.1","251","445","696","33.2 %","89.8","53.9 %","81.3","","","1.6 %","78.0","11.3 %","81.2","","","","","0.3 %","1676"
"Eddie Guardado","Mariners","33","45.1","220","466","686","77.0 %","88.0","12.5 %","80.3","","","1.4 %","75.6","8.9 %","79.5","0.2 %","","","","7.0 %","727"
"Jon Rauch","- - -","25","32.0","180","325","505","62.9 %","88.5","15.7 %","81.9","","","14.0 %","80.0","7.3 %","82.4","","","","","42.6 %","1475"
"Kevin Gryboski","Braves","30","50.2","339","485","824","93.3 %","93.2","3.6 %","87.3","","","0.3 %","81.5","2.8 %","87.0","","","","","4.7 %","91"
"Jason Isringhausen","Cardinals","31","75.1","442","735","1177","54.2 %","91.7","20.6 %","88.4","4.9 %","89.0","18.0 %","79.2","2.2 %","85.5","0.1 %","89.0","","","7.1 %","1158"
"Todd Williams","Orioles","33","31.1","177","279","456","87.2 %","91.6","9.6 %","80.5","","","1.4 %","80.0","1.8 %","84.7","","","","","2.2 %","805"
"Troy Percival","Angels","34","49.2","306","559","865","80.1 %","93.7","","","","","14.2 %","77.0","5.7 %","84.4","","","","","4.6 %","29"
"Chad Cordero","Expos","22","82.2","588","926","1514","74.1 %","89.6","20.0 %","83.0","","","0.2 %","","5.8 %","83.5","","","","","20.0 %","1816"
"Roger Clemens","Astros","41","214.1","1250","2181","3431","65.7 %","92.4","11.0 %","84.8","","","2.8 %","78.1","0.4 %","84.6","20.1 %","88.1","","","6.5 %","815"
"Dan Kolb","Brewers","29","57.1","285","573","858","89.1 %","93.7","6.2 %","85.7","","","0.3 %","79.0","1.7 %","83.4","2.8 %","84.8","","","11.1 %","1257"
"Oliver Perez","Pirates","22","196.0","1115","2019","3134","71.0 %","93.0","24.1 %","80.6","0.0 %","78.0","1.1 %","75.8","3.8 %","83.1","","","","","10.7 %","1514"
"Carl Pavano","Marlins","28","222.1","1094","2061","3155","67.3 %","91.0","18.5 %","83.7","0.3 %","80.8","0.4 %","81.3","13.5 %","83.1","0.0 %","83.0","","","7.4 %","790"
"Brendan Donnelly","Angels","32","42.0","264","462","726","71.6 %","90.2","16.5 %","87.2","","","","","12.0 %","82.2","","","","","5.5 %","1441"
"Jim Crowell","Phillies","30","3.0","19","33","52","75.6 %","84.8","4.9 %","","","","14.6 %","73.0","4.9 %","","","","","","21.2 %","1928"
"Bruce Chen","Orioles","27","47.2","259","489","748","45.4 %","87.8","12.3 %","81.5","","","18.2 %","74.3","24.1 %","78.8","","","","","13.9 %","769"
"Greg Aquino","Diamondbacks","26","35.1","222","339","561","61.1 %","94.1","34.8 %","84.4","","","0.4 %","","3.8 %","84.8","","","","","9.8 %","1899"
"Guillermo Mota","- - -","30","96.2","584","1021","1605","53.5 %","95.0","7.0 %","86.2","","","","","39.2 %","84.3","0.3 %","84.3","","","1.0 %","1467"
"Matt Miller","Indians","32","55.1","336","500","836","45.4 %","87.8","47.4 %","78.0","","","","","7.2 %","77.8","","","","","11.0 %","1754"
"Trever Miller","Devil Rays","31","49.0","272","476","748","51.4 %","87.8","28.8 %","78.2","","","12.4 %","76.1","7.4 %","79.8","","","","","13.6 %","1672"
"Brad Penny","- - -","26","143.0","828","1459","2287","76.8 %","93.9","","","","","17.3 %","77.3","5.7 %","84.4","0.1 %","87.0","","","9.8 %","535"
"Joe Horgan","Expos","27","40.0","245","413","658","57.9 %","87.5","31.1 %","83.8","0.2 %","86.0","7.0 %","73.0","3.9 %","82.1","","","","","8.5 %","2304"
"Jaime Cerda","Royals","25","45.2","364","513","877","68.9 %","91.4","9.2 %","80.1","","","6.3 %","77.4","15.6 %","81.1","","","","","16.1 %","1532"
"Mike Stanton","Mets","37","77.0","481","778","1259","57.6 %","87.8","18.2 %","83.3","","","11.7 %","72.7","12.5 %","81.0","","","","","4.4 %","849"
"Jason Schmidt","Giants","31","225.0","1287","2319","3606","64.6 %","93.5","5.7 %","85.1","","","3.6 %","80.1","25.8 %","87.5","0.3 %","86.7","","","13.3 %","1131"
"Jamie Walker","Tigers","32","64.2","329","645","974","49.1 %","86.7","25.7 %","77.4","","","10.2 %","74.0","15.1 %","78.9","","","","","12.3 %","502"
"Jay Witasick","Padres","31","61.2","405","612","1017","59.1 %","91.3","21.1 %","80.6","","","10.2 %","80.0","9.7 %","81.9","","","","","15.0 %","1138"
"Al Leiter","Mets","38","173.2","1422","1824","3246","47.8 %","86.8","10.5 %","81.2","20.2 %","85.5","14.4 %","76.6","7.1 %","81.1","","","","","0.4 %","883"
"Jose Parra","Mets","31","14.0","85","147","232","66.2 %","90.5","23.3 %","86.4","4.0 %","88.8","","","6.6 %","84.1","","","","","1.7 %","70"
"Jose Mesa","Pirates","38","69.1","386","679","1065","81.0 %","93.1","9.5 %","86.5","1.0 %","89.6","5.8 %","79.1","2.4 %","83.9","0.4 %","86.0","","","11.5 %","961"
"Odalis Perez","Dodgers","27","196.1","983","1837","2820","43.6 %","89.1","12.6 %","81.8","0.3 %","83.3","14.2 %","76.9","29.2 %","83.2","","","","","6.4 %","668"
"Curt Schilling","Red Sox","37","226.2","1028","2382","3410","58.2 %","91.5","7.2 %","85.5","0.8 %","88.2","7.8 %","73.4","6.8 %","82.9","19.2 %","84.1","","","3.6 %","73"
"Jesus Colome","Devil Rays","26","41.1","276","413","689","87.5 %","96.3","6.8 %","87.2","","","","","5.7 %","86.9","","","","","5.1 %","1198"
"Justin Duchscherer","Athletics","26","96.1","548","944","1492","49.2 %","85.8","12.0 %","82.4","2.6 %","83.3","28.9 %","69.5","7.3 %","80.0","","","","","18.6 %","910"
"Bobby Madritsch","Mariners","28","88.0","470","896","1366","63.8 %","90.4","13.5 %","77.6","0.1 %","","3.7 %","76.0","18.9 %","76.8","","","","","9.7 %","2085"
"Jaret Wright","Braves","28","186.1","1172","1812","2984","82.6 %","92.7","10.9 %","82.7","","","4.3 %","81.2","2.3 %","84.7","","","","","0.4 %","415"
"Felix Rodriguez","- - -","31","65.2","512","727","1239","90.6 %","94.8","8.2 %","87.9","","","","","1.2 %","86.4","","","","","10.0 %","1127"
"Jim Brower","Giants","31","93.0","583","873","1456","53.2 %","92.0","28.3 %","86.3","","","2.2 %","77.2","16.4 %","82.4","","","","","13.7 %","313"
"Orlando Hernandez","Yankees","34","84.2","566","865","1431","44.3 %","87.3","25.9 %","76.1","","","15.2 %","68.7","14.6 %","80.8","","","","","8.0 %","823"
"Roman Colon","Braves","24","19.0","117","183","300","71.9 %","94.5","14.4 %","85.6","","","","","6.9 %","88.2","6.9 %","88.1","","","1.0 %","2242"
"Rudy Seanez","- - -","35","46.0","287","459","746","59.4 %","93.5","23.3 %","84.0","","","0.1 %","","7.0 %","84.7","10.2 %","86.4","","","4.0 %","1279"
"Heath Bell","Mets","26","24.1","125","255","380","58.2 %","90.7","12.0 %","82.3","","","16.9 %","80.9","12.8 %","83.6","","","","","3.7 %","2080"
"Frank Francisco","Rangers","24","51.1","355","567","922","77.9 %","95.2","3.3 %","84.7","","","2.5 %","80.0","6.2 %","85.7","10.1 %","85.6","","","5.2 %","1933"
"Scot Shields","Angels","28","105.1","647","1074","1721","70.0 %","92.2","16.9 %","80.9","","","6.2 %","77.0","6.9 %","84.8","","","","","4.2 %","35"
"Wade Miller","Astros","27","88.2","655","910","1565","66.2 %","90.1","6.5 %","86.0","0.7 %","86.7","15.4 %","75.9","11.4 %","82.1","","","","","13.7 %","568"
"Orber Moreno","Mets","27","34.2","190","349","539","54.6 %","91.7","24.1 %","86.0","0.8 %","88.0","","","20.2 %","84.3","0.4 %","83.5","","","2.2 %","617"
"Duaner Sanchez","Dodgers","24","80.0","488","762","1250","65.6 %","92.9","11.2 %","84.9","","","12.7 %","77.9","5.8 %","84.0","4.6 %","86.0","","","6.5 %","1518"
"Ricky Bottalico","Mets","34","69.1","465","693","1158","55.1 %","88.7","29.2 %","82.6","","","6.2 %","75.5","9.6 %","81.5","","","","","7.7 %","948"
"Fernando Cabrera","Indians","22","5.1","31","51","82","75.6 %","93.4","7.3 %","83.8","","","6.1 %","81.2","3.7 %","84.3","7.3 %","84.0","","","","2105"
"Jay Powell","Rangers","32","24.0","167","244","411","71.9 %","90.5","20.1 %","81.5","","","0.4 %","75.0","7.6 %","82.8","","","","","32.1 %","1271"
"Jake Westbrook","Indians","26","215.2","1180","1964","3144","69.3 %","90.1","5.8 %","84.0","1.6 %","85.1","5.7 %","79.6","17.5 %","81.9","0.2 %","87.4","","","5.8 %","412"
"Doug Davis","Brewers","28","207.1","1262","2144","3406","59.3 %","87.3","8.8 %","82.9","16.0 %","85.0","7.4 %","72.8","8.6 %","80.7","","","","","17.7 %","1244"
"Mike Adams","Brewers","25","53.0","311","549","860","65.3 %","90.3","22.7 %","83.6","","","5.2 %","76.9","6.8 %","83.6","","","","","11.3 %","1937"
"Tomo Ohka","Expos","28","84.2","423","826","1249","53.2 %","89.6","23.8 %","82.8","1.3 %","85.3","5.1 %","75.4","7.4 %","81.7","9.2 %","83.1","","","38.2 %","788"
"Damaso Marte","White Sox","29","73.2","511","768","1279","64.0 %","91.4","33.5 %","81.1","","","1.6 %","77.0","1.0 %","83.1","","","","","5.9 %","247"
"Mike Remlinger","Cubs","38","36.2","235","400","635","68.0 %","89.7","7.1 %","81.3","","","6.2 %","79.8","18.7 %","81.6","","","","","5.4 %","111"
"Chris Carpenter","Cardinals","29","182.0","975","1720","2695","51.6 %","90.6","13.8 %","84.6","3.2 %","86.2","21.4 %","74.2","9.5 %","83.9","0.7 %","84.9","","","3.9 %","1292"
"John Parrish","Orioles","26","78.0","592","785","1377","58.1 %","90.6","32.9 %","85.4","2.2 %","87.6","0.1 %","","6.7 %","83.5","","","","","9.5 %","160"
"Glendon Rusch","Cubs","29","129.2","768","1417","2185","69.3 %","88.2","3.2 %","79.0","1.5 %","83.3","10.3 %","72.8","15.7 %","79.8","","","","","6.8 %","707"
"Lance Carter","Devil Rays","29","80.1","473","793","1266","57.9 %","86.4","7.0 %","79.8","","","10.9 %","74.7","24.2 %","79.6","","","","","2.1 %","1592"
"Brad Radke","Twins","31","219.2","1072","2268","3340","69.7 %","89.2","5.8 %","83.2","","","5.5 %","76.6","19.1 %","77.6","","","","","9.3 %","748"
"Roy Oswalt","Astros","26","237.0","1215","2372","3587","62.4 %","94.0","9.2 %","85.8","0.0 %","87.0","21.3 %","70.1","7.0 %","83.0","0.1 %","87.0","","","4.0 %","571"
"Gavin Floyd","Phillies","21","28.1","199","272","471","59.2 %","88.2","2.3 %","82.5","","","32.1 %","76.6","6.4 %","83.3","","","","","16.8 %","3886"
"Gary Glover","Brewers","27","18.0","126","181","307","72.0 %","92.0","17.5 %","85.9","","","9.0 %","76.6","1.6 %","84.3","","","","","38.4 %","234"
"J.C. Romero","Twins","28","74.1","542","738","1280","65.9 %","92.0","18.4 %","81.9","","","7.2 %","77.0","8.4 %","79.4","","","","","12.2 %","754"
"Scott Atchison","Mariners","28","30.2","217","353","570","55.0 %","90.1","15.0 %","83.8","","","24.1 %","77.2","5.9 %","83.0","","","","","17.0 %","2642"
"Ramiro Mendoza","Red Sox","32","30.2","146","265","411","48.4 %","85.9","2.2 %","83.5","","","21.5 %","70.5","27.7 %","80.6","0.3 %","82.0","","","0.5 %","836"
"Tim Hudson","Athletics","28","188.2","985","1779","2764","69.0 %","91.3","14.0 %","85.6","1.1 %","89.0","2.9 %","76.8","4.8 %","81.6","8.2 %","84.2","","","14.6 %","921"
"Chad Qualls","Astros","25","33.0","182","334","516","63.2 %","91.4","30.5 %","84.6","0.3 %","90.0","0.8 %","85.0","5.3 %","82.4","","","","","23.1 %","2170"
"Rheal Cormier","Phillies","37","81.0","444","732","1176","58.9 %","87.3","18.6 %","81.8","","","1.5 %","77.7","12.5 %","82.1","8.5 %","82.5","","","6.5 %","952"
"Danys Baez","Devil Rays","26","68.0","435","742","1177","85.2 %","93.3","1.8 %","85.1","","","8.0 %","79.1","0.5 %","83.7","4.5 %","88.1","","","4.8 %","367"
"Brian Meadows","Pirates","28","78.0","376","733","1109","46.8 %","90.6","17.0 %","82.8","","","31.5 %","81.3","4.7 %","81.6","","","","","16.5 %","998"
"Rodrigo Lopez","Orioles","28","170.2","995","1732","2727","63.2 %","90.2","16.0 %","81.8","0.9 %","86.7","6.0 %","79.6","13.9 %","83.1","","","","","4.4 %","150"
"Jim Mecir","Athletics","34","47.2","326","513","839","58.4 %","89.8","6.6 %","82.7","","","0.5 %","78.5","6.3 %","78.6","28.1 %","75.8","","","11.2 %","930"
"Brandon Webb","Diamondbacks","25","208.0","1408","2033","3441","71.0 %","87.0","0.5 %","81.1","0.0 %","","13.2 %","74.3","10.4 %","79.1","5.0 %","83.3","","","9.3 %","1692"
"Dan Miceli","Astros","33","77.2","475","851","1326","55.0 %","91.7","19.0 %","84.1","","","1.6 %","79.9","14.3 %","83.3","10.2 %","84.3","","","13.6 %","1463"
"Livan Hernandez","Expos","29","255.0","1490","2436","3926","53.4 %","86.9","23.1 %","80.4","","","13.6 %","70.2","10.0 %","79.3","","","","","6.0 %","1116"
"Tom Glavine","Mets","38","212.1","1421","1975","3396","48.0 %","85.6","9.6 %","81.5","0.1 %","83.5","2.4 %","76.5","40.0 %","80.2","","","","","6.5 %","90"
"Joe Kennedy","Rockies","25","162.1","952","1555","2507","66.8 %","89.4","11.2 %","80.7","","","13.6 %","76.0","8.4 %","81.0","0.1 %","","","","13.8 %","1217"
"A.J. Burnett","Marlins","27","120.0","681","1135","1816","71.9 %","95.4","3.4 %","83.2","","","20.0 %","80.6","4.7 %","87.0","","","","","5.8 %","512"
"Tim Worrell","Phillies","36","78.1","429","781","1210","63.1 %","88.7","12.8 %","81.5","0.2 %","","8.6 %","79.7","14.1 %","82.9","1.2 %","84.5","","","6.4 %","1139"
"Matt Clement","Cubs","29","181.0","1130","1865","2995","56.9 %","90.4","34.0 %","84.8","1.1 %","89.8","","","8.0 %","84.4","","","","","7.4 %","271"
"Ryan Bukvich","Royals","26","7.1","50","67","117","85.7 %","94.6","8.8 %","86.1","","","","","1.1 %","86.0","4.4 %","87.0","","","22.2 %","1531"
"Steve Reed","Rockies","39","66.0","361","664","1025","63.2 %","84.9","29.4 %","74.1","","","","","7.4 %","75.0","","","","","13.2 %","1053"
"Ricardo Rincon","Athletics","34","44.0","328","491","819","52.1 %","88.9","33.7 %","82.8","","","0.3 %","77.0","14.0 %","83.0","","","","","17.2 %","401"
"Dave Bush","Blue Jays","24","97.2","511","964","1475","58.7 %","89.9","7.2 %","78.0","0.1 %","","22.8 %","71.0","11.3 %","80.8","","","","","1.2 %","4635"
"Octavio Dotel","- - -","30","85.1","491","985","1476","80.1 %","93.9","17.9 %","83.3","","","1.6 %","80.5","0.4 %","80.5","","","","","7.8 %","555"
"Jason Marquis","Cardinals","25","201.1","1270","2055","3325","72.3 %","92.0","11.7 %","83.7","0.1 %","85.7","8.6 %","76.7","7.4 %","83.3","","","","","3.5 %","105"
"Carlos Almanzar","Rangers","30","72.2","352","673","1025","64.4 %","93.4","24.5 %","84.3","","","0.6 %","80.0","10.5 %","83.8","","","","","8.5 %","308"
"Kerry Wood","Cubs","27","140.1","793","1426","2219","64.1 %","94.0","27.3 %","85.6","","","5.8 %","76.6","2.9 %","85.0","","","","","4.9 %","304"
"John Thomson","Braves","30","198.1","1025","1910","2935","78.6 %","90.2","11.5 %","85.8","0.2 %","88.3","5.9 %","77.7","3.8 %","84.5","","","","","3.4 %","453"
"T.J. Tucker","Expos","25","67.2","370","685","1055","56.6 %","88.2","33.0 %","83.5","","","9.1 %","80.4","1.3 %","82.6","","","","","11.6 %","800"
"David Riske","Indians","27","77.1","525","845","1370","81.2 %","90.3","1.5 %","81.4","","","2.8 %","76.4","11.1 %","79.8","3.6 %","81.1","","","9.3 %","402"
"David Wells","Padres","41","195.2","878","1927","2805","60.4 %","87.5","2.0 %","81.9","5.5 %","84.2","22.6 %","71.7","9.5 %","79.3","","","","","11.6 %","855"
