"Name","Team","Age","IP","Balls","Strikes","Pitches","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","playerid"
"Madison Bumgarner","Giants","19","10.0","57","99","156","64.5 %","89.2","29.6 %","78.1","","","","","5.9 %","83.0","","","","","2.6 %","5524"
"Trevor Hoffman","Brewers","41","54.0","259","485","744","56.3 %","85.5","11.2 %","80.7","","","2.3 %","72.2","30.3 %","74.0","","","","","1.3 %","1035"
"Andrew Bailey","Athletics","25","83.1","442","819","1261","59.4 %","94.1","","","26.1 %","89.1","14.3 %","77.9","0.2 %","86.5","","","","","1.4 %","1368"
"Darren O'Day","- - -","26","58.2","320","599","919","61.6 %","85.0","37.2 %","77.2","","","","","1.1 %","78.7","","","","","4.1 %","3321"
"Jonathan Papelbon","Red Sox","28","68.0","416","768","1184","81.4 %","94.7","9.2 %","84.1","","","","","","","9.4 %","89.1","","","0.1 %","5975"
"Ryan Franklin","Cardinals","36","61.0","331","640","971","41.3 %","91.2","1.5 %","82.9","26.8 %","89.6","18.8 %","77.1","2.4 %","84.1","9.2 %","84.5","","","1.3 %","1076"
"Kiko Calero","Marlins","34","60.0","426","585","1011","41.9 %","88.3","53.9 %","79.8","","","","","4.3 %","82.9","","","","","4.6 %","1676"
"Blake Hawksworth","Cardinals","26","40.0","224","346","570","64.6 %","92.7","","","9.7 %","87.1","3.4 %","76.0","22.3 %","83.2","","","","","2.3 %","8963"
"Ronald Belisario","Dodgers","26","70.2","416","693","1109","85.3 %","94.9","14.6 %","86.2","","","","","0.1 %","88.0","","","","","3.5 %","2203"
"Trever Miller","Cardinals","36","43.2","220","409","629","52.6 %","87.0","39.7 %","76.6","","","","","7.7 %","81.4","","","","","0.8 %","1672"
"Joe Nathan","Twins","34","68.2","409","739","1148","59.2 %","93.6","30.2 %","88.0","","","10.1 %","81.6","0.5 %","86.3","","","","","0.4 %","1122"
"LaTroy Hawkins","Astros","36","63.1","372","640","1012","65.2 %","94.2","20.5 %","88.9","","","10.9 %","80.6","3.3 %","86.2","","","","","1.4 %","729"
"Sammy Gervacio","Astros","24","21.0","136","197","333","43.9 %","91.2","51.7 %","85.1","","","","","4.4 %","83.3","","","","","3.6 %","5127"
"Zack Greinke","Royals","25","229.1","1271","2206","3477","59.4 %","93.7","20.2 %","86.1","","","14.3 %","73.8","6.1 %","84.1","","","","","1.5 %","1943"
"Francisco Cordero","Reds","34","66.2","416","692","1108","64.0 %","95.0","26.3 %","88.2","","","","","9.7 %","86.7","","","","","2.9 %","1243"
"Joakim Soria","Royals","25","53.0","308","597","905","66.7 %","91.7","5.4 %","80.5","","","11.8 %","70.1","16.1 %","85.3","","","","","4.1 %","6941"
"Chris Carpenter","Cardinals","34","192.2","923","1747","2670","46.6 %","93.0","27.6 %","87.7","","","24.3 %","75.0","1.6 %","85.2","","","","","1.3 %","1292"
"Casey Fossum","Mets","31","4.0","30","33","63","30.2 %","88.2","46.0 %","83.1","","","23.8 %","76.3","","","","","","","","188"
"Henry Rodriguez","Athletics","22","4.0","24","51","75","89.2 %","99.1","9.5 %","84.5","","","","","1.4 %","89.0","","","","","1.3 %","6371"
"Jason Isringhausen","Rays","36","8.0","60","105","165","58.8 %","91.1","","","27.3 %","88.3","13.9 %","77.1","","","","","","","","1158"
"Alberto Castillo","Orioles","33","12.0","77","106","183","39.9 %","90.1","48.9 %","79.9","","","","","11.2 %","85.1","","","","","2.7 %","3316"
"Jose Valverde","Astros","31","54.0","301","587","888","69.2 %","95.8","3.6 %","85.3","","","","","","","27.1 %","85.5","","","0.8 %","1726"
"Jose Mijares","Twins","24","61.2","348","637","985","72.9 %","91.9","20.9 %","81.3","","","0.1 %","79.0","6.1 %","84.3","","","","","1.3 %","4140"
"Matt Guerrier","Twins","30","76.1","362","717","1079","56.9 %","91.1","25.6 %","85.3","","","14.1 %","78.2","3.5 %","82.6","","","","","1.1 %","2061"
"Nick Masset","Reds","27","76.0","402","664","1066","53.7 %","94.5","0.2 %","81.5","19.9 %","90.8","15.9 %","82.8","0.1 %","88.0","10.3 %","89.6","","","0.4 %","7267"
"Michael Gonzalez","Braves","31","74.1","495","812","1307","57.9 %","92.6","40.3 %","82.4","","","1.0 %","74.6","0.8 %","81.8","","","","","3.7 %","1794"
"Takashi Saito","Red Sox","39","55.2","403","636","1039","65.9 %","91.8","19.4 %","82.1","","","14.7 %","77.3","","","0.1 %","85.0","","","0.8 %","6021"
"Tim Lincecum","Giants","25","225.1","1242","2197","3439","55.9 %","92.4","5.2 %","82.0","","","17.4 %","76.8","21.6 %","83.2","","","","","1.5 %","5705"
"Felix Hernandez","Mariners","23","238.2","1325","2307","3632","63.1 %","94.0","13.1 %","86.6","","","10.2 %","82.1","13.6 %","89.2","","","","","2.7 %","4772"
"Jason Frasor","Blue Jays","31","57.2","342","618","960","65.7 %","93.8","19.2 %","83.8","","","","","3.3 %","87.4","11.8 %","85.9","","","1.4 %","1906"
"David Aardsma","Mariners","27","71.1","494","775","1269","86.9 %","94.1","6.4 %","83.7","","","","","","","6.7 %","87.2","","","3.2 %","1902"
"Arthur Rhodes","Reds","39","53.1","299","574","873","72.6 %","92.1","25.6 %","82.0","","","0.2 %","80.0","1.5 %","85.1","","","","","2.9 %","1097"
"Jeremy Accardo","Blue Jays","27","24.2","181","271","452","55.1 %","93.7","7.4 %","84.0","26.1 %","90.0","","","","","11.5 %","84.6","","","1.6 %","6428"
"Brian Sanches","Marlins","30","56.1","378","595","973","59.2 %","89.1","24.7 %","83.1","","","1.9 %","76.2","0.8 %","78.8","13.4 %","79.8","","","4.8 %","2739"
"Jair Jurrjens","Braves","23","215.0","1190","2115","3305","62.1 %","91.2","14.1 %","80.1","","","","","23.9 %","82.5","","","","","0.8 %","5556"
"Jonathan Broxton","Dodgers","25","76.0","412","813","1225","73.7 %","97.8","24.2 %","88.6","","","","","2.2 %","89.7","","","","","2.4 %","4759"
"Fu-Te Ni","Tigers","26","31.0","193","317","510","60.2 %","88.8","28.2 %","76.5","","","","","11.7 %","79.4","","","","","2.6 %","4199"
"Adam Wainwright","Cardinals","27","233.0","1295","2319","3614","49.8 %","90.9","19.2 %","85.2","","","24.0 %","74.2","7.0 %","82.1","","","","","0.8 %","2233"
"Michael Wuertz","Athletics","30","78.2","480","799","1279","31.2 %","91.0","65.4 %","85.8","","","1.8 %","78.7","1.6 %","84.2","","","","","0.5 %","1856"
"Kam Mickolio","Orioles","25","13.2","105","160","265","80.3 %","94.9","15.4 %","84.3","","","","","4.3 %","87.3","","","","","2.3 %","9513"
"Tyler Clippard","Nationals","24","60.1","387","600","987","58.9 %","90.5","8.3 %","84.7","","","7.7 %","75.8","25.2 %","79.8","","","","","0.9 %","5640"
"Aaron Poreda","- - -","22","13.1","116","141","257","84.8 %","92.2","14.8 %","78.4","","","","","0.4 %","77.0","","","","","7.8 %","4313"
"J.C. Romero","Phillies","33","16.2","145","169","314","70.1 %","91.3","14.5 %","80.8","","","","","15.4 %","80.4","","","","","1.0 %","754"
"Darren Oliver","Angels","38","73.0","414","740","1154","65.6 %","89.6","31.0 %","77.9","","","0.8 %","76.8","2.6 %","84.7","","","","","3.6 %","206"
"Heath Bell","Padres","31","69.2","431","768","1199","70.9 %","93.6","0.3 %","82.0","","","27.8 %","81.4","1.0 %","84.9","","","","","0.7 %","2080"
"Ramon Troncoso","Dodgers","26","82.2","510","827","1337","73.8 %","92.5","0.1 %","83.0","","","26.1 %","78.4","0.1 %","82.0","","","","","3.1 %","4685"
"Rafael Betancourt","- - -","34","56.0","313","614","927","76.0 %","92.4","17.2 %","82.5","","","","","6.9 %","85.0","","","","","2.6 %","177"
"Matt Thornton","White Sox","32","72.1","388","785","1173","89.0 %","95.7","10.4 %","84.2","0.5 %","89.3","","","0.1 %","89.0","","","","","3.0 %","1918"
"Brian Wilson","Giants","27","72.1","499","820","1319","69.3 %","96.6","5.9 %","86.6","24.5 %","88.8","0.1 %","78.0","0.2 %","85.0","","","","","1.6 %","6485"
"Dirk Hayhurst","Blue Jays","28","22.2","151","229","380","50.8 %","89.2","18.1 %","81.5","","","15.1 %","74.3","16.0 %","78.1","","","","","2.6 %","6010"
"Roy Halladay","Blue Jays","32","239.0","1066","2328","3394","31.7 %","92.6","","","41.5 %","91.2","22.2 %","78.6","4.6 %","85.4","","","","","1.1 %","1303"
"Clayton Kershaw","Dodgers","21","171.0","1179","1851","3030","72.0 %","93.9","6.9 %","81.2","","","16.8 %","72.6","4.3 %","82.7","","","","","0.9 %","2036"
"Sean White","Mariners","28","64.1","373","604","977","78.0 %","93.4","9.5 %","87.2","","","4.4 %","80.8","8.1 %","84.4","","","","","1.9 %","5564"
"Joe Thatcher","Padres","27","45.0","312","508","820","66.4 %","87.3","29.8 %","76.7","3.7 %","86.8","","","0.1 %","77.0","","","","","3.4 %","4620"
"C.J. Wilson","Rangers","28","73.2","524","775","1299","70.0 %","93.4","18.5 %","84.8","5.6 %","90.3","0.6 %","77.5","5.3 %","85.2","","","","","1.7 %","3580"
"Erik Bedard","Mariners","30","83.0","526","930","1456","62.3 %","91.5","","","1.4 %","90.8","34.1 %","77.7","2.2 %","78.6","","","","","9.1 %","126"
"Tim Wood","Marlins","26","22.1","127","210","337","67.9 %","93.2","20.8 %","86.2","","","","","11.3 %","87.3","","","","","5.6 %","3775"
"J.P. Howell","Rays","26","66.2","415","690","1105","46.3 %","85.6","","","","","36.9 %","80.8","16.9 %","79.6","","","","","1.3 %","8245"
"Peter Moylan","Braves","30","73.0","460","704","1164","70.4 %","89.9","26.2 %","78.7","","","","","3.4 %","79.4","","","","","4.4 %","4891"
"Ramon Ramirez","Red Sox","27","69.2","468","726","1194","51.7 %","93.5","21.8 %","88.1","","","","","26.5 %","88.7","","","","","1.8 %","7986"
"Brandon Lyon","Tigers","29","78.2","432","752","1184","58.4 %","92.2","19.8 %","89.2","1.4 %","90.3","18.8 %","77.1","1.7 %","86.1","","","","","4.2 %","1312"
"Javier Vazquez","Braves","32","219.1","1108","2207","3315","49.9 %","91.1","20.2 %","83.9","","","16.7 %","73.0","13.2 %","79.9","","","","","4.2 %","801"
"Tommy Hanson","Braves","22","127.2","722","1264","1986","57.5 %","92.3","23.9 %","82.9","","","14.4 %","75.1","4.3 %","82.9","","","","","0.5 %","9129"
"Matt Cain","Giants","24","217.2","1142","2220","3362","62.8 %","92.6","12.8 %","86.1","","","12.6 %","75.8","11.8 %","86.4","","","","","1.5 %","4732"
"Todd Coffey","Brewers","28","83.2","464","784","1248","71.9 %","94.2","26.0 %","83.8","","","","","0.6 %","86.0","1.5 %","87.2","","","1.5 %","2467"
"Tony Sipp","Indians","25","40.0","299","423","722","67.2 %","92.0","27.9 %","82.7","","","","","5.0 %","83.6","","","","","5.5 %","8280"
"J.A. Happ","Phillies","26","166.0","979","1666","2645","69.7 %","89.7","","","14.9 %","82.6","3.4 %","73.5","12.0 %","80.3","","","","","1.0 %","7410"
"Fernando Nieve","Mets","26","36.2","251","379","630","64.4 %","92.2","12.6 %","82.4","","","10.7 %","76.8","12.4 %","83.4","","","","","1.6 %","2173"
"Angel Guzman","Cubs","27","61.0","346","619","965","57.9 %","94.5","36.0 %","90.0","","","5.9 %","78.1","0.2 %","83.5","","","","","3.2 %","2145"
"Ken Takahashi","Mets","40","27.1","179","282","461","44.1 %","87.8","25.1 %","78.1","","","2.2 %","71.8","28.6 %","81.2","","","","","3.0 %","5044"
"Rafael Soriano","Braves","29","75.2","415","818","1233","73.6 %","93.2","22.6 %","82.9","3.5 %","90.6","","","0.3 %","86.7","","","","","1.3 %","1100"
"Bryan Bullington","Blue Jays","28","6.0","53","64","117","57.8 %","90.7","40.4 %","81.1","","","","","1.8 %","85.5","","","","","6.8 %","5066"
"Hong-Chih Kuo","Dodgers","27","30.0","175","298","473","80.6 %","94.2","15.6 %","85.3","","","1.7 %","76.4","2.2 %","85.5","","","","","2.1 %","7016"
"Clay Condrey","Phillies","33","42.0","247","396","643","58.0 %","90.2","18.7 %","85.0","14.9 %","87.4","","","8.5 %","82.7","","","","","2.6 %","1579"
"Brandon Medders","Giants","29","68.2","432","695","1127","13.9 %","89.6","13.1 %","82.1","41.4 %","89.6","30.0 %","70.8","1.6 %","78.9","","","","","2.6 %","8604"
"Wandy Rodriguez","Astros","30","205.2","1197","2170","3367","57.1 %","90.2","","","","","36.8 %","77.0","6.1 %","84.0","","","","","2.0 %","2586"
"Pedro Feliciano","Mets","32","59.1","329","590","919","51.1 %","87.6","12.7 %","78.3","24.6 %","82.9","","","11.6 %","75.8","","","","","4.6 %","1601"
"Phil Hughes","Yankees","23","86.0","517","942","1459","62.8 %","93.8","","","16.1 %","88.4","20.6 %","77.1","0.6 %","83.5","","","","","0.8 %","7450"
"Eric O'Flaherty","Braves","24","56.1","326","575","901","53.9 %","90.5","29.6 %","83.5","","","","","16.5 %","82.9","","","","","2.9 %","5746"
"Randy Wells","Cubs","26","165.1","948","1595","2543","55.4 %","89.6","27.4 %","84.1","","","","","17.2 %","83.5","","","","","1.4 %","4535"
"Tyler Walker","Phillies","33","35.1","198","356","554","49.8 %","90.9","38.6 %","82.7","","","","","11.6 %","79.9","","","","","0.7 %","901"
"Huston Street","Rockies","25","61.2","294","595","889","53.2 %","91.7","29.7 %","84.5","","","","","17.1 %","82.8","","","","","2.1 %","8258"
"Daniel Herrera","Reds","24","61.2","371","658","1029","31.8 %","84.1","33.4 %","74.9","9.0 %","82.2","","","25.8 %","68.5","","","","","1.9 %","4552"
"Brad Ziegler","Athletics","29","73.1","465","725","1190","76.1 %","85.2","11.7 %","72.5","","","","","12.2 %","75.5","","","","","1.7 %","7293"
"Cesar Ramos","Padres","25","14.2","86","153","239","58.7 %","91.3","14.4 %","83.1","","","16.0 %","74.0","11.0 %","83.2","","","","","0.8 %","3357"
"Scott Downs","Blue Jays","33","46.2","260","446","706","73.7 %","89.9","1.3 %","83.1","","","25.0 %","76.3","","","","","","","1.6 %","773"
"Dan Meyer","Marlins","27","58.1","372","603","975","59.9 %","90.6","30.5 %","85.2","","","0.3 %","79.0","9.3 %","79.6","","","","","2.9 %","4402"
"Ted Lilly","Cubs","33","177.0","855","1816","2671","51.1 %","87.1","25.9 %","82.0","","","11.3 %","70.5","11.7 %","78.5","","","","","1.3 %","833"
"Sean Burnett","- - -","26","57.2","421","562","983","62.8 %","90.1","28.9 %","78.6","","","","","8.3 %","82.6","","","","","5.6 %","1886"
"Johan Santana","Mets","30","166.2","803","1772","2575","59.6 %","90.5","9.4 %","82.4","","","","","31.0 %","81.5","","","","","0.8 %","755"
"Dan Haren","Diamondbacks","28","229.1","1177","2283","3460","45.7 %","90.6","","","23.3 %","86.7","18.0 %","78.2","","","13.0 %","85.1","","","0.7 %","1757"
"Steven Jackson","Pirates","27","43.0","263","383","646","65.0 %","90.0","10.6 %","82.6","","","","","24.4 %","83.2","","","","","7.9 %","7341"
"Doug Mathis","Rangers","26","42.2","286","422","708","66.6 %","89.5","18.2 %","84.7","","","9.9 %","77.2","5.3 %","83.0","","","","","1.4 %","3944"
"Bill Murphy","Blue Jays","28","11.1","77","88","165","49.4 %","89.6","3.1 %","78.5","","","19.8 %","79.6","27.8 %","84.5","","","","","1.8 %","4755"
"Justin Miller","Giants","31","56.2","354","528","882","51.3 %","88.0","34.3 %","79.0","","","","","13.0 %","79.4","1.4 %","80.1","","","1.3 %","1313"
"Guillermo Moscoso","Rangers","25","14.0","102","163","265","63.6 %","90.8","","","","","27.7 %","78.1","8.7 %","80.2","","","","","0.4 %","5106"
"Cliff Lee","- - -","30","231.2","1122","2411","3533","61.4 %","91.1","1.2 %","81.3","12.4 %","85.9","8.3 %","75.9","16.6 %","84.0","","","","","1.4 %","1636"
"Tim Byrdak","Astros","35","61.1","430","628","1058","48.2 %","89.5","36.6 %","82.5","0.1 %","84.0","0.4 %","77.3","14.7 %","82.6","","","","","0.7 %","1995"
"Renyel Pinto","Marlins","26","61.1","477","637","1114","63.7 %","90.6","7.8 %","81.2","","","","","28.6 %","82.0","","","","","1.6 %","2180"
"Josh Johnson","Marlins","25","209.0","1167","2117","3284","68.0 %","95.0","24.9 %","86.8","","","","","7.1 %","87.8","","","","","1.4 %","4567"
"Randy Wolf","Dodgers","32","214.1","1109","2177","3286","60.8 %","89.0","13.9 %","80.3","","","16.3 %","67.2","9.0 %","78.5","","","","","0.5 %","976"
"Luke Gregerson","Padres","25","75.0","421","759","1180","45.0 %","91.1","49.6 %","83.4","","","0.3 %","83.0","5.1 %","79.4","","","","","3.8 %","4090"
"Ryan Madson","Phillies","28","77.1","381","805","1186","61.7 %","95.0","","","13.9 %","90.3","","","24.3 %","83.6","","","","","1.3 %","1852"
"Lance Cormier","Rays","28","77.1","459","776","1235","18.0 %","88.8","2.8 %","86.5","48.8 %","87.7","29.7 %","76.9","0.7 %","82.9","","","","","1.7 %","4346"
"Mark Lowe","Mariners","26","80.0","475","816","1291","69.1 %","96.3","23.8 %","85.4","","","","","7.1 %","87.6","","","","","2.0 %","7416"
"Dan Wheeler","Rays","31","57.2","263","519","782","55.0 %","88.3","27.1 %","82.1","","","9.4 %","76.4","8.4 %","82.9","","","","","1.0 %","120"
"Dennys Reyes","Cardinals","32","41.0","278","383","661","52.7 %","90.0","38.3 %","83.4","0.3 %","83.0","","","8.7 %","85.4","","","","","0.8 %","444"
"David Robertson","Yankees","24","43.2","322","543","865","76.1 %","91.7","1.4 %","83.3","","","20.2 %","79.5","2.3 %","85.4","","","","","0.6 %","8241"
"Elmer Dessens","Mets","38","32.2","201","297","498","58.9 %","89.1","29.9 %","84.7","","","4.5 %","75.5","6.8 %","82.8","","","","","5.2 %","317"
"Charlie Haeger","Dodgers","25","19.0","108","200","308","7.9 %","83.3","2.3 %","77.0","","","","","","","","","89.8 %","70.7","1.0 %","3545"
"Octavio Dotel","White Sox","35","62.1","418","714","1132","82.4 %","92.6","14.2 %","81.5","","","3.5 %","77.4","","","","","","","3.3 %","555"
"Alberto Arias","Astros","25","45.2","307","455","762","60.5 %","93.0","","","","","39.5 %","81.5","","","","","","","2.9 %","3087"
"Clay Zavada","Diamondbacks","25","51.0","331","541","872","53.5 %","88.5","","","5.4 %","81.3","8.3 %","73.0","32.9 %","80.6","","","","","1.4 %","8577"
"Craig Breslow","- - -","28","69.2","408","698","1106","60.3 %","90.1","26.6 %","84.8","","","3.4 %","74.5","9.8 %","76.8","","","","","0.4 %","4363"
"John Grabow","- - -","30","72.1","444","712","1156","46.6 %","90.2","17.5 %","83.7","","","","","35.9 %","82.7","","","","","2.8 %","1848"
"CC Sabathia","Yankees","28","230.0","1273","2314","3587","61.6 %","94.2","19.9 %","81.0","","","0.0 %","75.0","18.5 %","86.5","","","","","1.0 %","404"
"Travis Schlichting","Dodgers","24","2.2","35","33","68","69.1 %","92.5","20.6 %","83.6","","","","","10.3 %","85.0","","","","","","3847"
"Matt Herges","- - -","39","34.2","214","375","589","68.2 %","88.9","","","","","6.9 %","74.8","24.9 %","80.5","","","","","4.4 %","780"
"Carlos Rosa","Royals","24","10.2","66","105","171","63.5 %","94.2","19.8 %","86.7","","","","","16.8 %","86.9","","","","","2.3 %","8529"
"Jairo Asencio","Braves","26","2.2","16","21","37","73.0 %","93.7","10.8 %","85.0","","","","","16.2 %","86.6","","","","","","3332"
"Kyle McClellan","Cardinals","25","66.2","459","659","1118","52.0 %","91.4","0.5 %","87.4","20.1 %","88.1","25.6 %","75.9","1.8 %","84.6","","","","","2.2 %","4845"
"Daniel Hudson","White Sox","22","18.2","120","197","317","63.0 %","93.4","14.9 %","84.4","","","2.2 %","74.3","19.9 %","84.0","","","","","0.3 %","7146"
"Josh Towers","Yankees","32","5.1","23","47","70","53.0 %","86.4","25.8 %","82.5","","","3.0 %","73.5","18.2 %","81.2","","","","","5.7 %","1489"
"Bob Howry","Giants","35","63.2","404","678","1082","72.7 %","92.4","21.0 %","85.0","","","","","6.4 %","85.0","","","","","2.6 %","237"
"Hideki Okajima","Red Sox","33","61.0","366","672","1038","56.8 %","87.3","","","","","21.2 %","75.9","","","22.0 %","82.1","","","1.6 %","7763"
"Jeff Fulchino","Astros","29","82.0","506","827","1333","61.4 %","93.1","21.3 %","83.3","","","0.3 %","81.8","1.1 %","85.1","15.9 %","84.9","","","1.5 %","3532"
"Carlos Marmol","Cubs","26","74.0","602","867","1469","45.7 %","94.0","54.2 %","83.3","","","0.1 %","84.0","","","","","","","2.8 %","2790"
"Jon Lester","Red Sox","25","203.1","1267","2137","3404","54.4 %","93.7","","","19.6 %","89.0","19.4 %","78.4","6.7 %","85.6","","","","","0.1 %","4930"
"Kyle Kendrick","Phillies","24","26.1","141","253","394","66.8 %","90.8","17.3 %","85.3","","","","","16.0 %","82.7","","","","","","6230"
"Brad Bergesen","Orioles","23","123.1","657","1207","1864","67.3 %","89.2","24.0 %","81.8","","","1.6 %","75.4","7.2 %","81.6","","","","","2.0 %","8375"
"Kevin Cameron","Athletics","29","18.1","109","182","291","10.8 %","89.0","24.7 %","77.3","64.5 %","88.2","","","","","","","","","1.4 %","3523"
"Joe Smith","Indians","25","34.0","213","351","564","58.0 %","89.5","33.1 %","81.5","","","","","8.9 %","77.5","","","","","0.4 %","3281"
"Guillermo Mota","Dodgers","35","65.1","420","688","1108","67.5 %","93.9","14.0 %","86.6","","","","","18.5 %","84.8","","","","","2.4 %","1467"
"Evan Meek","Pirates","26","47.0","317","458","775","41.3 %","93.2","2.7 %","80.8","24.9 %","90.3","30.3 %","80.5","0.8 %","82.2","","","","","3.7 %","5109"
"Justin Verlander","Tigers","26","240.0","1302","2635","3937","67.9 %","95.6","2.3 %","87.9","","","19.9 %","80.3","9.9 %","84.1","","","","","2.3 %","8700"
"Jake Peavy","- - -","28","101.2","526","1049","1575","59.5 %","91.8","13.0 %","81.2","13.8 %","86.5","8.4 %","77.7","5.3 %","83.5","","","","","0.7 %","1051"
"Ubaldo Jimenez","Rockies","25","218.0","1395","2175","3570","62.7 %","96.1","17.8 %","86.3","","","8.0 %","77.6","11.5 %","86.8","","","","","1.5 %","3374"
"Randy Choate","Rays","33","36.1","208","372","580","82.2 %","87.2","17.8 %","78.2","","","","","","","","","","","2.9 %","813"
"Josh Outman","Athletics","24","67.1","438","666","1104","59.5 %","92.7","18.2 %","81.7","","","4.6 %","75.8","17.8 %","81.7","","","","","0.5 %","4004"
"Joel Pineiro","Cardinals","30","214.0","987","1967","2954","70.7 %","89.0","12.5 %","85.4","","","10.1 %","77.8","6.7 %","83.3","","","","","0.7 %","1094"
"Shawn Camp","Blue Jays","33","79.2","424","733","1157","46.3 %","88.0","22.0 %","79.5","","","0.1 %","78.0","31.6 %","83.0","","","","","2.6 %","1855"
"John Axford","Brewers","26","7.2","63","77","140","69.6 %","94.0","8.9 %","84.8","","","20.7 %","79.9","0.7 %","88.0","","","","","3.6 %","9059"
"Alfredo Aceves","Yankees","26","84.0","415","833","1248","43.0 %","91.1","","","20.8 %","88.5","18.6 %","79.0","17.7 %","82.5","","","","","1.1 %","5164"
"Robinson Tejeda","Royals","27","73.2","536","830","1366","58.8 %","94.2","16.2 %","84.6","","","","","25.0 %","84.5","","","","","1.7 %","2575"
"Jason Bulger","Angels","30","65.2","403","575","978","53.8 %","93.5","0.1 %","78.0","","","39.6 %","80.4","6.5 %","85.4","","","","","0.8 %","3915"
"Tim Stauffer","Padres","27","73.0","497","769","1266","50.2 %","89.8","25.1 %","84.7","","","14.4 %","76.0","10.3 %","80.7","","","","","1.3 %","6432"
"Joe Beimel","- - -","32","55.1","325","566","891","69.7 %","85.9","","","","","17.6 %","72.1","12.7 %","78.0","","","","","2.9 %","979"
