"Name","Team","Age","IP","Balls","Strikes","Pitches","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","playerid"
"Kelvim Escobar","Angels","33","5.0","41","51","92","60.7 %","93.7","1.1 %","81.0","","","7.9 %","79.1","24.7 %","84.1","5.6 %","86.0","","","3.3 %","1298"
"Jon Rauch","- - -","30","70.0","400","733","1133","52.6 %","91.3","17.3 %","84.3","7.5 %","87.0","15.5 %","74.5","7.2 %","84.9","","","","","1.3 %","1475"
"Mitch Stetter","Brewers","28","45.0","348","493","841","39.8 %","85.7","60.2 %","79.7","","","","","","","","","","","3.6 %","5579"
"Tim Hudson","Braves","33","42.1","206","397","603","61.4 %","90.3","2.7 %","85.0","16.0 %","85.6","6.2 %","74.0","4.3 %","80.3","9.5 %","81.9","","","0.3 %","921"
"Edwin Jackson","Tigers","25","214.0","1301","2165","3466","65.3 %","94.5","27.4 %","86.6","","","2.3 %","80.4","5.1 %","85.5","","","","","1.2 %","1841"
"Pedro Martinez","Phillies","37","44.2","249","479","728","58.0 %","88.5","","","14.7 %","81.3","10.9 %","71.4","16.4 %","77.1","","","","","0.3 %","200"
"Chad Qualls","Diamondbacks","30","52.0","236","520","756","60.9 %","92.9","38.7 %","86.6","","","","","","","0.4 %","87.7","","","1.3 %","2170"
"Brian Duensing","Twins","26","84.0","485","837","1322","59.9 %","91.0","17.1 %","82.2","","","8.1 %","72.4","15.0 %","83.9","","","","","0.7 %","4064"
"Ryan Dempster","Cubs","32","200.0","1178","1981","3159","52.9 %","90.6","34.3 %","84.6","","","","","","","12.8 %","81.6","","","1.5 %","517"
"Jeff Weaver","Dodgers","32","79.0","480","861","1341","55.3 %","89.8","31.8 %","80.6","","","5.0 %","75.4","7.9 %","82.6","","","","","3.0 %","503"
"Adam Russell","Padres","26","12.1","109","163","272","68.3 %","94.0","0.7 %","86.0","","","24.4 %","81.4","6.6 %","83.8","","","","","0.4 %","7334"
"Ramon Ramirez","Reds","26","12.1","65","117","182","64.1 %","89.6","7.2 %","81.4","","","","","28.7 %","82.5","","","","","8.2 %","2899"
"Daniel Bard","Red Sox","24","49.1","305","550","855","72.9 %","97.3","25.6 %","84.0","","","","","1.6 %","88.4","","","","","1.6 %","7115"
"Mark DiFelice","Brewers","32","51.2","271","552","823","8.3 %","87.0","3.5 %","82.3","81.6 %","82.3","2.5 %","73.3","4.0 %","80.4","","","","","3.4 %","2468"
"Marc Rzepczynski","Blue Jays","23","61.1","454","632","1086","54.6 %","88.0","37.1 %","80.4","","","1.9 %","78.7","6.5 %","82.3","","","","","0.6 %","6612"
"Kevin Millwood","Rangers","34","198.2","1247","2026","3273","64.5 %","90.3","21.9 %","84.8","","","8.8 %","72.5","4.9 %","83.0","0.1 %","85.5","","","0.7 %","106"
"Wade LeBlanc","Padres","24","46.1","302","469","771","51.4 %","84.9","","","17.1 %","81.3","8.5 %","72.0","23.0 %","73.1","","","","","0.8 %","5221"
"Francisco Rodriguez","Mets","27","68.0","498","745","1243","57.5 %","92.7","","","","","20.7 %","79.8","21.9 %","84.7","","","","","6.1 %","1642"
"Bobby Jenks","White Sox","28","53.1","284","550","834","76.4 %","94.8","13.4 %","88.8","0.3 %","88.5","8.5 %","83.4","1.5 %","84.2","","","","","2.3 %","8645"
"Wade Davis","Rays","23","36.1","222","378","600","72.9 %","91.9","8.0 %","85.2","","","12.5 %","78.4","6.5 %","83.1","","","","","0.3 %","7441"
"Yovani Gallardo","Brewers","23","185.2","1307","1895","3202","60.5 %","92.3","10.0 %","85.4","0.0 %","85.0","22.4 %","80.2","7.1 %","84.5","","","","","1.3 %","8173"
"Ryan Rowland-Smith","Mariners","26","96.1","538","965","1503","57.2 %","89.1","6.4 %","78.4","","","16.6 %","71.1","19.9 %","80.0","","","","","1.7 %","3245"
"Josh Fogg","Rockies","32","45.2","288","427","715","43.8 %","86.5","7.1 %","81.7","28.5 %","85.2","5.3 %","76.7","15.4 %","80.9","","","","","1.7 %","989"
"Burke Badenhop","Marlins","26","72.0","446","730","1176","68.6 %","88.2","19.3 %","79.6","","","","","12.1 %","82.2","","","","","1.7 %","9736"
"Vinnie Chulk","Indians","30","12.0","101","129","230","69.3 %","91.1","20.2 %","79.3","","","3.5 %","78.3","7.0 %","82.3","","","","","0.9 %","1838"
"Jered Weaver","Angels","26","211.0","1252","2149","3401","59.2 %","88.9","15.9 %","78.5","","","8.6 %","71.7","16.4 %","80.4","","","","","0.7 %","4235"
"Hiroki Kuroda","Dodgers","34","117.1","643","1169","1812","65.6 %","92.5","24.9 %","84.4","","","","","","","9.5 %","87.4","","","0.4 %","3283"
"Jeff Gray","Athletics","27","26.1","145","254","399","73.2 %","94.5","18.2 %","86.6","","","7.9 %","79.5","0.8 %","88.0","","","","","2.0 %","7718"
"D.J. Carrasco","White Sox","32","93.1","529","928","1457","30.4 %","91.1","13.1 %","80.4","46.7 %","89.0","9.0 %","75.0","0.8 %","83.8","","","","","2.3 %","1666"
"Brett Tomko","- - -","36","57.1","347","572","919","62.3 %","92.0","17.3 %","84.2","","","14.9 %","75.5","2.5 %","84.3","2.9 %","84.1","","","0.1 %","1056"
"Carlos Zambrano","Cubs","28","169.1","1102","1741","2843","62.7 %","91.2","10.2 %","82.2","11.5 %","89.7","0.7 %","70.2","","","14.9 %","84.6","","","6.1 %","305"
"John Danks","White Sox","24","200.1","1187","2023","3210","52.5 %","90.4","0.1 %","85.7","22.3 %","86.2","7.3 %","76.4","17.8 %","82.3","","","","","1.4 %","6329"
"Jarrod Washburn","- - -","34","176.0","1050","1677","2727","60.6 %","88.3","9.3 %","78.6","12.5 %","86.9","6.6 %","69.4","11.1 %","81.5","","","","","1.1 %","40"
"Ryan Perry","Tigers","22","61.2","450","686","1136","77.3 %","95.4","19.5 %","84.3","","","","","3.2 %","85.6","","","","","6.3 %","8799"
"Eric Milton","Dodgers","33","23.2","136","268","404","58.2 %","88.4","14.8 %","79.4","","","13.3 %","73.3","13.8 %","79.2","","","","","3.0 %","743"
"John Lackey","Angels","30","176.1","996","1757","2753","58.8 %","91.6","13.3 %","82.4","","","24.6 %","78.9","3.3 %","84.4","","","","","1.2 %","1507"
"Chris Narveson","Brewers","27","47.0","286","499","785","63.1 %","89.9","2.5 %","86.3","","","21.8 %","74.2","12.7 %","81.1","","","","","1.0 %","2141"
"Frank Francisco","Rangers","29","49.1","286","552","838","72.6 %","93.5","0.4 %","80.0","","","6.8 %","78.8","0.1 %","84.0","20.1 %","85.4","","","2.2 %","1933"
"Mark Buehrle","White Sox","30","213.1","1140","2073","3213","44.2 %","85.7","2.8 %","79.5","24.7 %","82.5","8.0 %","70.5","20.2 %","78.7","","","","","2.8 %","225"
"Bronson Arroyo","Reds","32","220.1","1250","2157","3407","44.9 %","88.5","24.0 %","74.2","3.2 %","86.8","12.1 %","70.3","15.8 %","80.9","","","","","4.8 %","978"
"Carlos Martinez","Marlins","27","2.1","26","35","61","62.3 %","91.1","32.8 %","84.7","","","","","4.9 %","86.7","","","","","","3167"
"Kenshin Kawakami","Braves","34","156.1","918","1553","2471","56.1 %","90.1","0.1 %","85.0","8.6 %","86.2","17.4 %","69.2","0.5 %","84.1","17.3 %","84.7","","","1.6 %","9225"
"Josh Beckett","Red Sox","29","212.1","1166","2201","3367","60.2 %","94.3","","","5.1 %","91.6","25.6 %","77.4","9.1 %","88.9","","","","","0.6 %","510"
"Ryan Webb","Padres","23","25.2","184","271","455","50.3 %","95.4","46.3 %","86.7","","","","","3.3 %","82.9","","","","","0.9 %","7474"
"Mark Melancon","Yankees","24","16.1","109","147","256","75.3 %","93.0","1.2 %","82.3","","","16.7 %","82.4","6.8 %","84.5","","","","","2.0 %","4264"
"Anibal Sanchez","Marlins","25","86.0","572","904","1476","53.3 %","90.9","20.9 %","83.4","","","9.3 %","74.4","16.5 %","83.8","","","","","2.5 %","3284"
"Dustin Nippert","Rangers","28","69.2","461","741","1202","63.2 %","92.6","","","","","13.9 %","75.5","22.9 %","83.9","","","","","0.4 %","4426"
"John Lannan","Nationals","24","206.1","1136","1984","3120","67.2 %","88.2","12.6 %","80.8","","","10.1 %","72.9","10.1 %","81.6","","","","","1.8 %","7080"
"Dallas Braden","Athletics","25","136.2","742","1400","2142","56.0 %","87.9","10.8 %","75.0","12.0 %","82.0","","","21.2 %","72.2","","","","","1.1 %","8099"
"Kevin Correia","Padres","28","198.0","1187","1985","3172","51.9 %","91.0","30.3 %","85.3","1.6 %","88.2","10.4 %","76.3","5.8 %","84.2","","","","","1.5 %","1767"
"David Weathers","- - -","39","62.0","417","609","1026","63.7 %","88.3","27.9 %","83.6","","","","","8.4 %","83.5","","","","","2.7 %","902"
"Ross Ohlendorf","Pirates","26","176.2","1017","1676","2693","63.7 %","91.2","24.4 %","80.6","","","0.2 %","76.6","11.7 %","81.6","","","","","0.6 %","8268"
"Brian Bruney","Yankees","27","39.0","278","414","692","69.2 %","94.6","29.2 %","88.3","","","","","1.6 %","88.0","","","","","2.0 %","1929"
"Brian Fuentes","Angels","33","55.0","367","599","966","70.3 %","90.0","22.9 %","75.7","","","0.1 %","74.0","6.8 %","74.1","","","","","1.9 %","429"
"Matt Palmer","Angels","30","121.1","793","1126","1919","39.8 %","89.3","0.3 %","77.4","34.4 %","87.8","21.4 %","75.7","4.2 %","82.9","","","","","1.6 %","4457"
"Jeff Niemann","Rays","26","180.2","1060","1830","2890","71.9 %","91.5","11.6 %","82.2","","","12.0 %","76.8","0.5 %","82.2","3.9 %","83.1","","","0.7 %","8591"
"Edward Mujica","Padres","25","93.2","475","966","1441","62.3 %","92.7","16.9 %","82.7","","","","","0.1 %","87.0","20.8 %","86.9","","","1.8 %","3970"
"Matt Garza","Rays","25","203.0","1337","2084","3421","71.1 %","92.9","13.1 %","85.5","","","11.0 %","75.3","4.8 %","83.5","0.0 %","88.0","","","0.6 %","3340"
"Rick Porcello","Tigers","20","170.2","1030","1696","2726","77.4 %","90.9","5.4 %","80.7","","","7.8 %","76.5","9.4 %","80.8","","","","","11.4 %","2717"
"Brian Stokes","Mets","29","70.1","454","699","1153","75.4 %","94.8","","","","","15.6 %","80.6","9.0 %","80.6","","","","","4.7 %","8653"
"Sergio Romo","Giants","26","34.0","218","364","582","50.0 %","89.7","46.2 %","77.2","","","","","3.8 %","82.5","","","","","0.7 %","9817"
"Tony Pena","- - -","27","70.0","380","727","1107","50.1 %","94.8","39.7 %","87.9","","","","","10.2 %","87.2","","","","","1.1 %","4573"
"Cla Meredith","- - -","26","65.1","370","642","1012","68.6 %","85.1","30.5 %","78.6","","","","","0.9 %","79.3","","","","","4.9 %","7613"
"Jose Ascanio","- - -","24","18.0","133","214","347","50.2 %","93.1","8.4 %","85.6","","","17.7 %","78.1","23.7 %","83.8","","","","","4.0 %","3951"
"Tobi Stoner","Mets","24","9.0","46","78","124","53.2 %","89.2","19.4 %","82.3","","","11.3 %","71.5","16.1 %","76.0","","","","","","4591"
"James McDonald","Dodgers","24","63.0","459","684","1143","68.1 %","92.8","","","","","21.0 %","75.5","10.9 %","76.5","","","","","1.8 %","5523"
"Jesse Chavez","Pirates","25","67.1","371","668","1039","66.1 %","94.5","12.9 %","88.5","","","","","21.1 %","85.9","","","","","2.6 %","5448"
"Jon Garland","- - -","29","204.0","1176","2079","3255","62.0 %","89.7","7.1 %","83.5","12.0 %","87.3","6.3 %","76.3","12.5 %","80.3","0.1 %","81.3","","","1.4 %","232"
"Joe Nelson","Rays","34","40.1","290","457","747","71.5 %","87.0","2.2 %","83.6","","","0.7 %","74.0","25.7 %","76.9","","","","","1.5 %","108"
"Danys Baez","Orioles","31","71.2","396","661","1057","70.5 %","93.4","","","","","5.9 %","78.4","","","23.6 %","89.8","","","2.6 %","367"
"Nick Blackburn","Twins","27","205.2","1080","2022","3102","60.6 %","90.6","","","20.7 %","86.4","11.1 %","77.8","7.7 %","82.0","","","","","0.7 %","4270"
"Barry Zito","Giants","31","192.0","1162","2042","3204","49.2 %","86.5","18.6 %","79.7","","","18.2 %","73.1","14.0 %","73.6","","","","","1.6 %","944"
"Chad Billingsley","Dodgers","24","196.1","1245","2005","3250","49.7 %","91.8","3.5 %","84.8","23.2 %","89.2","23.1 %","78.3","0.6 %","84.9","","","","","4.5 %","5842"
"Miguel Batista","Mariners","38","71.1","495","736","1231","64.8 %","92.7","","","30.7 %","87.5","2.3 %","78.4","0.7 %","82.9","1.6 %","83.1","","","1.1 %","46"
"Jason Marquis","Rockies","30","216.0","1251","1996","3247","64.3 %","90.4","19.9 %","84.5","7.0 %","86.8","1.3 %","75.8","7.5 %","83.1","","","","","1.5 %","105"
"A.J. Burnett","Yankees","32","207.0","1351","2111","3462","65.9 %","94.2","","","","","31.0 %","82.0","3.1 %","87.8","","","","","0.5 %","512"
"Anthony Lerew","Royals","26","13.1","104","153","257","60.1 %","90.0","7.9 %","78.8","","","2.0 %","74.2","30.0 %","81.1","","","","","1.6 %","3440"
"Koji Uehara","Orioles","34","66.2","324","731","1055","57.2 %","86.9","","","5.8 %","81.8","1.4 %","65.2","2.5 %","80.6","33.1 %","79.1","","","1.3 %","9227"
"Joe Blanton","Phillies","28","195.1","1208","2043","3251","56.5 %","89.5","17.1 %","82.9","","","9.1 %","75.3","17.3 %","82.3","","","","","1.5 %","4849"
"Brett Anderson","Athletics","21","175.1","1022","1794","2816","52.7 %","92.6","32.1 %","83.7","","","6.7 %","77.5","8.5 %","84.0","","","","","1.0 %","8223"
"Juan Gutierrez","Diamondbacks","25","71.0","421","749","1170","60.4 %","94.8","26.9 %","83.3","","","7.2 %","79.7","5.4 %","84.4","0.1 %","85.0","","","1.8 %","3265"
"Zach Duke","Pirates","26","213.0","1076","1996","3072","56.6 %","88.8","6.7 %","81.3","","","19.1 %","74.3","17.6 %","81.5","","","","","4.1 %","3840"
"Gavin Floyd","White Sox","26","193.0","1114","1867","2981","47.8 %","91.8","27.1 %","86.0","0.0 %","86.0","18.4 %","79.7","6.7 %","84.5","","","","","4.7 %","3886"
"Juan Oviedo","Marlins","27","68.2","391","726","1117","53.2 %","94.4","8.3 %","84.9","","","","","38.2 %","86.3","0.3 %","87.3","","","4.1 %","2886"
"Scott Feldman","Rangers","26","189.2","1254","1925","3179","41.1 %","91.6","2.0 %","81.2","35.9 %","90.5","15.3 %","76.5","5.7 %","83.7","","","","","1.1 %","6283"
"Rich Harden","Cubs","27","141.0","946","1548","2494","60.8 %","92.1","","","","","","","39.2 %","84.0","","","","","2.6 %","1772"
"Nelson Figueroa","Mets","35","70.1","459","753","1212","55.1 %","88.1","23.5 %","82.3","","","13.8 %","73.2","7.6 %","81.6","","","","","1.6 %","683"
"Tommy Hunter","Rangers","22","112.0","614","1124","1738","38.9 %","89.3","","","24.6 %","88.3","24.7 %","76.8","11.8 %","81.2","","","","","1.1 %","1157"
"Russ Springer","- - -","40","57.0","340","717","1057","66.6 %","91.4","","","28.3 %","85.0","4.6 %","76.1","0.5 %","83.2","","","","","1.4 %","1652"
"Aaron Heilman","Cubs","30","72.1","532","769","1301","60.5 %","92.3","18.7 %","82.0","","","","","20.8 %","84.0","","","","","2.2 %","1751"
"Chris Smith","Brewers","28","46.0","285","463","748","49.1 %","88.1","25.9 %","76.9","","","3.4 %","76.0","21.6 %","74.1","","","","","0.4 %","4544"
"Luis Vizcaino","- - -","34","15.1","110","173","283","41.2 %","91.0","52.9 %","82.3","","","","","","","5.8 %","87.6","","","3.2 %","714"
"Jim Johnson","Orioles","26","70.0","425","697","1122","77.1 %","94.1","","","","","12.3 %","79.8","10.6 %","86.7","","","","","1.7 %","3656"
"Blaine Boyer","- - -","27","54.2","296","530","826","73.0 %","93.7","9.3 %","82.7","6.3 %","87.2","6.5 %","75.0","5.0 %","86.1","","","","","0.6 %","2237"
"Doug Davis","Diamondbacks","33","203.1","1387","2083","3470","25.4 %","85.1","0.1 %","81.5","44.6 %","82.6","17.2 %","69.1","12.8 %","78.5","","","","","1.1 %","1244"
"Roy Oswalt","Astros","31","181.1","900","1884","2784","60.8 %","93.1","15.3 %","84.2","","","17.8 %","72.0","6.1 %","83.6","","","","","1.7 %","571"
"Max Scherzer","Diamondbacks","24","170.1","1074","1999","3073","71.0 %","93.6","12.4 %","85.0","","","","","16.7 %","84.3","","","","","0.8 %","3137"
"Jason Jennings","Rangers","30","61.0","440","642","1082","51.3 %","88.8","42.6 %","81.6","","","0.6 %","80.7","5.6 %","82.7","","","","","2.7 %","434"
"Doug Fister","Mariners","25","61.0","339","623","962","61.4 %","88.2","6.7 %","81.9","","","10.3 %","74.3","21.5 %","79.7","","","","","1.4 %","9425"
"James Shields","Rays","27","219.2","1143","2185","3328","43.2 %","90.5","","","18.4 %","86.4","14.9 %","76.8","23.5 %","81.8","","","","","0.8 %","7059"
"Greg Burke","Padres","26","45.2","326","471","797","66.1 %","91.2","26.7 %","83.0","","","","","0.1 %","86.0","7.1 %","84.5","","","3.1 %","6282"
"Jorge Campillo","Braves","30","4.1","33","37","70","44.9 %","83.6","14.5 %","79.0","","","11.6 %","70.5","29.0 %","74.9","","","","","1.4 %","8686"
"Aaron Cook","Rockies","30","158.0","917","1487","2404","85.0 %","89.7","10.3 %","85.3","","","3.9 %","75.4","0.9 %","85.3","","","","","1.0 %","1571"
"Andy Pettitte","Yankees","37","194.2","1271","2016","3287","57.1 %","89.0","0.0 %","83.0","20.0 %","84.3","13.4 %","75.3","9.5 %","80.5","","","","","0.6 %","840"
"Bartolo Colon","White Sox","36","62.1","381","614","995","90.0 %","89.1","4.6 %","82.0","","","","","5.4 %","81.9","","","","","2.4 %","375"
"Mitchell Boggs","Cardinals","25","58.0","431","596","1027","64.0 %","93.0","16.5 %","84.8","","","15.1 %","79.3","4.4 %","81.9","","","","","0.5 %","3344"
"Clay Buchholz","Red Sox","24","92.0","585","936","1521","54.4 %","93.6","11.3 %","86.2","","","11.2 %","77.7","23.1 %","80.1","","","","","0.5 %","3543"
"Jon Niese","Mets","22","25.2","134","268","402","61.9 %","89.6","","","15.7 %","87.4","16.5 %","73.2","6.0 %","81.7","","","","","0.3 %","4424"
"Daniel McCutchen","Pirates","26","36.1","207","361","568","60.7 %","90.3","10.9 %","82.3","","","0.7 %","75.0","","","27.7 %","81.9","","","1.4 %","263"
"Aaron Harang","Reds","31","162.1","944","1724","2668","68.1 %","90.4","21.3 %","81.5","","","6.5 %","74.3","4.2 %","82.7","","","","","2.0 %","1451"
"Waldis Joaquin","Giants","22","10.2","80","126","206","76.6 %","96.2","13.7 %","86.6","","","","","9.8 %","84.8","","","","","0.5 %","6580"
"Matt Daley","Rockies","27","51.0","286","598","884","64.2 %","90.4","0.4 %","80.3","","","21.5 %","79.3","14.0 %","81.9","","","","","1.9 %","7952"
"Jonathan Sanchez","Giants","26","163.1","1106","1743","2849","65.8 %","91.7","21.8 %","81.4","","","0.3 %","78.3","12.0 %","83.5","","","","","1.0 %","7507"
"Ron Villone","Nationals","39","48.2","400","529","929","61.4 %","88.8","27.6 %","82.1","","","","","11.1 %","82.0","","","","","2.8 %","1010"
"Bobby Seay","Tigers","31","48.2","296","496","792","70.6 %","91.6","29.3 %","80.4","","","","","0.1 %","86.0","","","","","6.3 %","1225"
"Kerry Wood","Indians","32","55.0","378","595","973","65.9 %","95.5","3.8 %","86.2","17.2 %","89.8","13.1 %","78.8","","","","","","","0.8 %","304"
"Kris Medlen","Braves","23","67.2","419","677","1096","60.3 %","90.1","","","","","19.4 %","78.8","20.3 %","81.1","","","","","2.8 %","9417"
"Chris Perez","- - -","23","57.0","368","612","980","69.2 %","94.3","29.6 %","84.0","","","1.2 %","81.4","","","","","","","1.4 %","5213"
"Zach Miner","Tigers","27","92.1","705","921","1626","62.9 %","91.8","15.0 %","83.1","","","6.4 %","72.9","15.7 %","80.2","","","","","2.6 %","3193"
"Ron Mahay","- - -","38","50.1","361","548","909","54.4 %","90.7","21.3 %","82.4","","","0.1 %","76.0","24.2 %","84.3","","","","","1.4 %","290"
"Dustin Moseley","Angels","27","14.2","96","161","257","67.5 %","89.8","3.1 %","78.3","","","18.0 %","78.2","11.4 %","84.2","","","","","0.8 %","7060"
"Rick VandenHurk","Marlins","24","58.2","364","638","1002","67.5 %","91.7","24.2 %","84.3","","","1.1 %","70.0","7.2 %","84.0","","","","","11.4 %","5099"
"Ricky Romero","Blue Jays","24","178.0","1175","1814","2989","53.3 %","91.8","13.0 %","82.7","","","11.4 %","76.7","22.3 %","83.9","","","","","1.0 %","3403"
"Mike MacDougal","- - -","32","54.1","402","518","920","89.9 %","95.7","9.8 %","85.2","","","0.3 %","80.7","","","","","","","2.0 %","612"
"Cole Hamels","Phillies","25","193.2","1034","2082","3116","59.1 %","90.2","","","","","10.5 %","75.6","30.3 %","80.3","","","","","1.3 %","4972"
"Sean Marshall","Cubs","26","85.1","509","915","1424","20.8 %","87.0","23.0 %","82.8","22.2 %","85.6","32.6 %","72.5","1.4 %","81.8","","","","","2.2 %","5905"
"Jamey Wright","Royals","34","79.0","574","773","1347","61.4 %","92.2","","","14.3 %","88.1","20.6 %","79.0","3.7 %","86.3","","","","","2.1 %","715"
"Jason Hammel","Rockies","26","176.2","1000","1771","2771","59.9 %","92.1","15.0 %","84.5","","","15.6 %","77.1","9.5 %","84.4","","","","","1.6 %","4538"
"Freddy Garcia","White Sox","32","56.0","297","527","824","43.4 %","88.3","29.2 %","80.6","","","2.2 %","70.9","12.8 %","80.5","12.5 %","79.5","","","1.0 %","1077"
"Manny Acosta","Braves","28","37.1","273","393","666","63.0 %","94.4","","","","","25.7 %","81.0","11.3 %","85.0","","","","","1.4 %","8725"
"Edinson Volquez","Reds","25","49.2","358","490","848","58.5 %","93.7","7.0 %","79.9","","","9.2 %","77.0","25.3 %","80.7","","","","","0.4 %","3990"
"Randy Messenger","Mariners","27","10.1","52","103","155","61.3 %","92.2","18.7 %","86.2","","","11.0 %","77.4","9.0 %","85.7","","","","","","2658"
"Chad Bradford","Rays","34","10.1","49","134","183","74.4 %","78.2","22.7 %","66.2","","","","","2.8 %","72.8","","","","","3.8 %","904"
"Scott Baker","Twins","27","200.0","1051","2207","3258","62.1 %","91.2","15.3 %","83.7","","","15.7 %","80.0","6.9 %","83.3","","","","","0.7 %","6176"
"Mark Hendrickson","Orioles","35","105.0","620","1039","1659","61.2 %","87.7","","","3.1 %","85.2","25.9 %","73.6","9.9 %","81.0","","","","","2.1 %","1574"
"Jorge De La Rosa","Rockies","28","185.0","1199","1851","3050","59.6 %","93.3","15.3 %","84.8","","","8.1 %","75.9","17.0 %","84.5","","","","","0.7 %","2047"
"Brandon Morrow","Mariners","24","69.2","496","758","1254","70.5 %","94.9","15.0 %","86.9","","","4.8 %","82.7","9.8 %","88.5","","","","","1.1 %","9346"
"Chad Durbin","Phillies","31","69.2","537","738","1275","51.3 %","90.0","6.9 %","85.3","24.3 %","86.9","7.5 %","76.2","10.1 %","81.1","","","","","1.2 %","1442"
"Jared Burton","Reds","28","59.1","373","668","1041","16.8 %","90.5","18.0 %","83.2","52.4 %","90.9","","","12.8 %","86.6","","","","","4.5 %","8346"
"Fernando Rodney","Tigers","32","75.2","524","834","1358","60.7 %","95.8","0.5 %","89.3","","","","","38.8 %","83.9","","","","","3.5 %","494"
"Clayton Richard","- - -","25","153.0","1029","1599","2628","63.5 %","91.7","9.5 %","80.4","9.5 %","86.8","0.4 %","73.8","17.1 %","82.8","","","","","1.1 %","3551"
"Johnny Cueto","Reds","23","171.1","1105","1799","2904","62.2 %","92.7","29.7 %","86.4","","","","","8.2 %","84.2","","","","","1.1 %","6893"
"Esmerling Vasquez","Diamondbacks","25","53.0","375","569","944","60.7 %","94.6","17.8 %","82.3","","","","","21.5 %","84.2","","","","","0.9 %","5280"
"David Price","Rays","23","128.1","849","1432","2281","73.5 %","92.9","16.4 %","85.2","","","3.7 %","76.8","6.4 %","84.1","","","","","0.5 %","3184"
"John Maine","Mets","28","81.1","535","848","1383","72.0 %","91.3","15.9 %","84.7","","","0.6 %","77.3","11.5 %","84.2","","","","","8.8 %","4773"
"Chan Ho Park","Phillies","36","83.1","555","883","1438","52.1 %","91.0","25.3 %","85.1","0.1 %","91.0","13.2 %","78.3","9.4 %","82.0","","","","","2.3 %","1267"
"Paul Maholm","Pirates","27","194.2","1123","1928","3051","54.3 %","89.4","11.8 %","81.4","","","17.7 %","74.6","16.2 %","84.1","","","","","4.0 %","8678"
"Robert Ray","Blue Jays","25","24.1","131","232","363","43.6 %","90.1","11.2 %","80.1","29.6 %","88.1","6.4 %","76.0","9.2 %","80.4","","","","","1.4 %","3359"
"Aaron Laffey","Indians","24","121.2","758","1230","1988","73.5 %","87.4","16.2 %","78.8","","","","","10.3 %","81.1","","","","","1.3 %","6248"
"J.D. Martin","Nationals","26","77.0","474","817","1291","58.3 %","87.3","","","25.0 %","84.8","10.2 %","72.3","6.5 %","82.0","","","","","2.9 %","3685"
"Ryan Sadowski","Giants","26","28.1","220","273","493","58.6 %","89.2","12.8 %","86.3","9.3 %","86.6","18.0 %","76.7","1.2 %","82.0","","","","","2.0 %","5916"
"Eddie Bonine","Tigers","28","34.1","193","326","519","58.3 %","88.9","19.3 %","79.6","","","","","16.8 %","81.7","","","5.7 %","81.6","1.2 %","5890"
"Vicente Padilla","- - -","31","147.1","891","1556","2447","74.7 %","92.1","9.2 %","81.4","1.7 %","86.7","9.4 %","68.8","0.1 %","82.5","4.9 %","80.6","","","5.0 %","964"
"Eddie Guardado","Rangers","38","38.1","259","450","709","73.8 %","85.9","12.9 %","76.9","","","0.3 %","76.5","13.0 %","77.7","","","","","1.6 %","727"
"Carlos Fisher","Reds","26","52.1","352","529","881","57.8 %","93.0","35.4 %","83.2","6.1 %","91.9","0.7 %","82.0","","","","","","","1.5 %","9832"
"Pat Misch","- - -","27","62.1","351","587","938","52.1 %","86.1","20.9 %","84.7","","","10.9 %","75.0","16.0 %","81.0","","","","","2.2 %","5909"
"Esmil Rogers","Rockies","23","4.0","35","45","80","66.3 %","93.8","","","","","23.8 %","79.8","10.0 %","85.4","","","","","","6317"
"Steven Register","Phillies","26","2.0","19","28","47","57.5 %","90.4","23.4 %","82.3","","","","","19.2 %","80.7","","","","","","7463"
"Franklin Morales","Rockies","23","40.0","293","429","722","77.4 %","93.3","","","","","15.0 %","73.2","7.6 %","82.1","","","","","3.2 %","5088"
"Shawn Kelley","Mariners","25","46.0","247","508","755","68.3 %","93.3","30.3 %","83.7","","","","","1.3 %","83.5","","","","","1.3 %","7773"
"Willie Eyre","Rangers","30","18.0","111","143","254","68.2 %","92.2","21.6 %","83.2","1.2 %","87.5","0.8 %","77.5","8.2 %","82.2","","","","","3.5 %","2078"
"Phil Coke","Yankees","26","60.0","352","571","923","70.0 %","92.3","24.3 %","81.7","","","","","5.7 %","82.3","","","","","3.1 %","5535"
"Greg Aquino","Indians","31","16.0","137","163","300","66.6 %","91.6","21.6 %","82.5","1.4 %","88.0","","","10.5 %","84.4","","","","","4.3 %","1899"
"Jason Bergmann","Nationals","27","48.0","319","474","793","52.9 %","91.6","26.4 %","86.2","","","20.6 %","77.9","0.1 %","85.0","","","","","3.9 %","4640"
"Brian Shouse","Rays","40","28.0","169","275","444","72.6 %","80.1","25.8 %","74.1","","","","","1.7 %","75.7","","","","","5.6 %","630"
"Sean Green","Mets","30","69.2","493","686","1179","73.5 %","88.5","5.8 %","76.4","","","18.0 %","74.6","2.7 %","82.5","","","","","6.2 %","3001"
"Justin Masterson","- - -","24","129.1","818","1378","2196","72.8 %","92.4","24.2 %","84.3","","","","","3.0 %","85.1","","","","","1.5 %","2038"
"Manny Delcarmen","Red Sox","27","59.2","468","667","1135","65.3 %","93.9","","","","","13.5 %","76.7","21.3 %","82.1","","","","","1.1 %","3180"
